MoleculeID,LogWS_exp,LogWS_pred,WS_predRange,AD_WS,AD_index_WS,Conf_index_WS,LogWS_CAS_neighbor_1,LogWS_CAS_neighbor_2,LogWS_CAS_neighbor_3,LogWS_CAS_neighbor_4,LogWS_CAS_neighbor_5,LogWS_InChiKey_neighbor_1,LogWS_InChiKey_neighbor_2,LogWS_InChiKey_neighbor_3,LogWS_InChiKey_neighbor_4,LogWS_InChiKey_neighbor_5,LogWS_DTXSID_neighbor_1,LogWS_DTXSID_neighbor_2,LogWS_DTXSID_neighbor_3,LogWS_DTXSID_neighbor_4,LogWS_DTXSID_neighbor_5,LogWS_Exp_neighbor_1,LogWS_Exp_neighbor_2,LogWS_Exp_neighbor_3,LogWS_Exp_neighbor_4,LogWS_Exp_neighbor_5,LogWS_pred_neighbor_1,LogWS_pred_neighbor_2,LogWS_pred_neighbor_3,LogWS_pred_neighbor_4,LogWS_pred_neighbor_5,XLogP,naasC,minHBa,MLFER_A,nHBAcc,MAXDN,MLFER_E,mindNH,MDEO_11,apol,minHsOH
DTXSID1068988,NaN,-2.46,[-2.47:-2.37],1,0.998,0.747,60-00-4,78491-02-8,4917-76-4,63-42-3|5965-66-2|69-79-4,118923-30-1,KCXVZYZYPLLWCC-UHFFFAOYSA-N,SOROIESOUPGGFO-UHFFFAOYSA-N,SASYRHXVHLPMQD-UHFFFAOYSA-N,GUBGYTABKSRVRQ-UHFFFAOYSA-N,FIICNUDAUOUCMD-UHFFFAOYSA-N,DTXSID6022977,DTXSID0029559,DTXSID00875730,DTXSID2023193|DTXSID5058723|DTXSID1023233,DTXSID401030464,-2.47,0.56,-0.49,-0.23,0.2,0.1,-0.45,-0.69,0.45,-2.39,-2.556,0,1.07080120937264,1.999,10,2.8941952212984,0.836,0,4.33055325393527,36.884688,0.71943499622071
DTXSID8021301,NaN,-5.56,[-5.7:-5.42],1,0.998,0.821,10540-29-1,89778-26-7,911-45-5,298-57-7,633-03-4,NKANXQFJJICGDU-UHFFFAOYSA-N,XFCLJVABOIYOMF-UHFFFAOYSA-N,GKIRPKYJQBWNGO-UHFFFAOYSA-N,DERZBLKQOCDDDZ-UHFFFAOYSA-N,HXCILVUBKWANLN-UHFFFAOYSA-N,DTXSID1034187,DTXSID3023689,DTXSID1022843,DTXSID3022821,DTXSID1048700,-5.56,-6,-5.99,-2.69,-0.88,-4.66,-4.9,-4.83,-5.17,-5.31,10.756,4,2.12301616756794,0.003,1,0.807585606199423,2.202,0,0,66.998997,0
DTXSID1044568,-3.53,-3.54,[-3.61:-3.47],1,1,0.877,54982-83-1,105-95-3,236391-76-7,13048-34-5,59151-19-8,GJJSUPSPZIZYPM-UHFFFAOYSA-N,XRHCAGNSDHCHFJ-UHFFFAOYSA-N,PDUFSBFWOJELLV-UHFFFAOYSA-N,RHNJVKIVSXGYBD-UHFFFAOYSA-N,ZJLHQWGPVWXKME-UHFFFAOYSA-N,DTXSID1044568,DTXSID1044774,DTXSID0051360,DTXSID40893231,DTXSID40866743,-3.53,-4.24,-4.37,-4.96,-3.19,-4.04,-4.41,-3.71,-5.26,-3.5,3.852,0,4.97493512219703,0.003,4,1.84894153649114,0.552,0,0.142857142857143,43.851032,0
DTXSID5027198,-2.58,-2.58,[-2.61:-2.55],1,1,0.979,550-44-7,17722-17-7,17722-12-2,50982-66-6,611-41-6,ZXLYYQUMYFHCLQ-UHFFFAOYSA-N,FLLVVAHFEBGZKD-UHFFFAOYSA-N,JHGKLDZJAHYJIP-UHFFFAOYSA-N,QNLTWNKEBOCLPE-UHFFFAOYSA-N,NBGGPAMRRAPEJW-UHFFFAOYSA-N,DTXSID5027198,DTXSID9066253,DTXSID00350451,DTXSID50351170,DTXSID501031441,-2.58,-3.29,-2.63,-2.3,-2.46,-2.62,-2.57,-2.94,-2.78,-2.65,1.574,2,1.12962962962963,0.003,3,1.87907407407407,1.396,0,0.25,23.211551,0
DTXSID4044822,-2.66,-2.66,[-2.69:-2.63],1,1,0.931,55066-48-3,92585-24-5,13351-61-6,72681-01-7,10099-57-7,OXYRENDGHPGWKV-UHFFFAOYSA-N,SXGYZCMGVZKIPJ-UHFFFAOYSA-N,VNGAHMPMLRTSLF-UHFFFAOYSA-N,FADMUUMOVSFZHH-UHFFFAOYSA-N,MUGORNQRYUKUGN-UHFFFAOYSA-N,DTXSID4044822,DTXSID1052616,DTXSID30158149,DTXSID001033347,DTXSID7051501,-2.66,-2.35,-2.04,-2.8,-2.26,-2.42,-2.32,-2.28,-2.6,-2.48,5.404,1,8.73386747291509,0.348,1,1.18456711388259,0.814,0,0,33.924274,0.603848970143613
DTXSID7046097,-1.94,-1.95,[-2:-1.9],1,1,0.905,551-16-6,22252-43-3,957-68-6,181525-38-2,103983-05-7,NGHVIOIJCVXTGV-UHFFFAOYSA-N,NVIAYEIXYQCDAN-UHFFFAOYSA-N,HSHGZXNAXBPPDL-UHFFFAOYSA-N,MHZCFVCBGKCLOG-UHFFFAOYSA-N,WWVRIXFXCHXYQQ-UHFFFAOYSA-N,DTXSID7046097,DTXSID4057687,DTXSID9045342,DTXSID301036114,DTXSID20633970,-1.94,-3.05,-2.65,-2.09,-0.73,-2.29,-1.8,-1.99,-1.67,-1.11,-2.479,0,-1.3355195473251,0.369,5,2.54606481481482,1.305,0,0.814325284978472,29.587516,0.608453325774754
DTXSID2046707,-3.88,-3.88,[-3.92:-3.84],1,1,0.819,55134-13-9,71-63-6,402957-28-2,140921-24-0,1182-87-2,VHKXXVVRRDYCIK-UHFFFAOYSA-N,WDJUZGPOPHTGOT-UHFFFAOYSA-N,BBAWEDCPNXPBQM-UHFFFAOYSA-N,GLHIIWCTJKBGGM-UHFFFAOYSA-N,PMTSPAGBAFCORP-UHFFFAOYSA-N,DTXSID2046707,DTXSID0022933,DTXSID40193304,DTXSID10869908,DTXSID70881388,-3.88,-5.29,-4.72,-5.79,-3.14,-4.99,-3.49,-3.92,-5.02,-4.8,5.407,0,6.39749751705623,0.758,11,2.6229170013434,1.805,0,1.46469994934274,132.511096,-0.0159289028093096
DTXSID2037502,-4.89,-4.89,[-4.89:-4.79],1,1,0.806,55179-31-2,31293-71-7,63990-84-1,95948-65-5,14862-80-7,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,XMYBCDHWKUBJDW-UHFFFAOYSA-N,MXYUKLILVYORSK-UHFFFAOYSA-N,IZGZADRFKHDVHC-UHFFFAOYSA-N,IOCMJUXJUBZFSJ-UHFFFAOYSA-N,DTXSID2037502,DTXSID601031268,DTXSID201036359,DTXSID201034539,DTXSID10903275,-4.89,-4.71,-1.17,-4.36,-4.06,-3.73,-4.19,-4.45,-4.19,-3.56,6.289,3,1.54268235071807,0.259,4,2.08055567571892,2.117,0,0,55.440239,0.285388051627906
DTXSID9029273,-7.72,-7.72,[-7.76:-7.66],1,1,0.8,5521-31-3,4216-02-8,4424-06-0,52673-15-1,128-69-8,PJQYNUFEEZFYIS-UHFFFAOYSA-N,YMEPVPIIHONYLV-UHFFFAOYSA-N,DGBWPZSGHAXYGK-UHFFFAOYSA-N,PMZXKSSDXXNNIO-UHFFFAOYSA-N,CLYVDMAATCIVBF-UHFFFAOYSA-N,DTXSID9029273,DTXSID5063360,DTXSID8025913,DTXSID90904386,DTXSID1059577,-7.72,-5.63,-7.76,-6.77,-5.59,-6.39,-7.76,-7.76,-4.2,-7.02,4.814,4,1.14797568075797,0.003,6,1.98474601456744,4.944,0,0.764192544724197,60.503102,0
DTXSID0032493,-3.5,-3.51,[-3.58:-3.5],1,1,0.843,55219-65-3,83657-17-4|83657-22-1,76738-62-0,75736-33-3,83657-24-3,BAZVSMNPJJMILC-UHFFFAOYSA-N,YNWVFADWVLCOPU-UHFFFAOYSA-N,RMOGWMIKYWRTKW-UHFFFAOYSA-N,URDNHJIVMYZFRT-UHFFFAOYSA-N,FBOUIAKEJMZPQG-UHFFFAOYSA-N,DTXSID0032493,DTXSID3035002|DTXSID7032505,DTXSID2024242,DTXSID2058178,DTXSID2040363,-3.5,-4.54,-3.99,-4.56,-4.91,-4.29,-4.05,-4.03,-4.3,-4.25,2.944,2,0.82827931126726,0.259,4,2.04023636306374,1.38,0,0,43.726274,0.314601827842477
DTXSID7026235,-2.28,-2.27,[-2.31:-2.23],1,1,0.945,552-30-7,17689-42-8,62396-98-9,32431-29-1,128823-80-3,SRPWOOOHEPICQU-UHFFFAOYSA-N,NTINFTOOVNKGIU-UHFFFAOYSA-N,VIIPQXJHKXQJKY-UHFFFAOYSA-N,ATQXNYQCZFMIKY-UHFFFAOYSA-N,MKDRDNZMGUXDIU-UHFFFAOYSA-N,DTXSID7026235,DTXSID70938866,DTXSID90871448,DTXSID30346524,DTXSID801030842,-2.28,-1.48,-1.19,-3.11,-2.04,-2.11,-2.66,-1.71,-2.74,-2.23,0.778,3,4.29560657596372,0.591,5,2.81949168556311,1.291,0,1.22054320077224,22.517172,0.755229946145125
DTXSID8032386,-6.57,-6.56,[-6.57:-6.51],1,1,0.87,55283-68-6,26399-36-0,1582-09-8,33245-39-5,1861-40-1,PTFJIKYUEPWBMS-UHFFFAOYSA-N,ITVQAKZNYJEWKS-UHFFFAOYSA-N,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,MNFMIVVPXOGUMX-UHFFFAOYSA-N,SMDHCQAYESWHAE-UHFFFAOYSA-N,DTXSID8032386,DTXSID2044559,DTXSID4021395,DTXSID9032614,DTXSID3023899,-6.57,-6.54,-6.07,-5.6,-6.32,-5.98,-6.01,-6.16,-6.19,-6.03,4.172,4,1.2487641723356,0.003,1,6.18110300138574,1.311,0,1.44224957030741,40.394102,0
DTXSID5023950,-6.25,-6.24,[-6.25:-6.15],1,1,0.772,55285-14-8,83130-01-2,82560-54-1,65907-30-4,14338-82-0,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,GMAUQNJOSOMMHI-UHFFFAOYSA-N,FYZBOYWSHKHDMT-UHFFFAOYSA-N,HAWJXYBZNNRMNO-UHFFFAOYSA-N,QCWRDNFBMVSDEY-UHFFFAOYSA-N,DTXSID5023950,DTXSID5058195,DTXSID2041622,DTXSID3052725,DTXSID2065755,-6.25,-4.3,-4.7,-4.55,-4.34,-4.41,-5.16,-4.92,-4.29,-3.94,4.131,0,-1.57320026355878,0.003,5,2.22134841170693,0.86,0,0,65.3769619999999,0
DTXSID0024052,-1.79,-1.79,[-1.79:-1.77],1,1,0.91,55290-64-7,38564-69-1,60154-00-9,100911-61-3,115-24-2,PHVNLLCAQHGNKU-UHFFFAOYSA-N,LLGSMJDXJRKMFD-UHFFFAOYSA-N,YBSYYLRYPMFRNL-UHFFFAOYSA-N,ODFWTQNMGOYAIP-UHFFFAOYSA-N,CESKLHVYGRFMFP-UHFFFAOYSA-N,DTXSID0024052,DTXSID70305877,DTXSID40878760,DTXSID701031378,DTXSID3048574,-1.79,-1.42,-1.45,-1.46,-1.22,-1.44,-1.51,-1.48,-1.47,-1.59,-0.582,0,11.3293055555556,0.003,4,5.07246141975309,1.166,0,1.62865056995694,26.23593,0
DTXSID70203849,NaN,-1.03,[-2.47:0.41],1,0.578,0.441,61-76-7,709-55-7,150-75-4,55-55-0,50-67-9,SONNWYBIRXJNDC-UHFFFAOYSA-N,SQVIAVUSQAWMKL-UHFFFAOYSA-N,ZFIQGRISGKSVAG-UHFFFAOYSA-N,ZFIQGRISGKSVAG-UHFFFAOYSA-N,QZAYGJVTTNCVMB-UHFFFAOYSA-N,DTXSID3021142,DTXSID1023029,DTXSID8043783,DTXSID6025565,DTXSID8075330,-0.31,-3.45,0.91,-1.19,-0.95,-2.24,-0.98,-1.19,-1.19,-1.54,0.596,3,2.95236111111111,0.841,2,1.40809689153439,1.231,0,0.142857142857143,27.212309,0.59139739229025
DTXSID0032497,-2.35,-2.35,[-2.44:-2.26],1,1,0.949,55335-06-3,93-76-5,575-89-3,4007-00-5,1702-17-6,REEQLXCGVXDJSQ-UHFFFAOYSA-N,SMYMJHWAQXWPDB-UHFFFAOYSA-N,KZDCLQBOHGBWOI-UHFFFAOYSA-N,GQOHYQAHKDLXCV-UHFFFAOYSA-N,HUBANNPOLNYSAD-UHFFFAOYSA-N,DTXSID0032497,DTXSID5021388,DTXSID70206113,DTXSID70193130,DTXSID9029221,-2.35,-3.72,-3.01,-2.62,-0.13,-2.46,-2.89,-3.14,-3.37,-2.2,1.511,4,0.660653502141597,0.502,3,2.62081377201086,1.202,0,0.5,25.033172,0.77948451239778
DTXSID4044957,NaN,-0.48,[-1.54:0.58],1,0.999,0.648,65-85-0,532-32-1,103-82-2,492-38-6,501-52-0,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,ONPJWQSDZCGSQM-UHFFFAOYSA-N,XMIIGOLPHOKFCH-UHFFFAOYSA-N,DTXSID6020143,DTXSID1020140,DTXSID2021656,DTXSID3075418,DTXSID2047064,-1.54,0.59,-0.91,-2.06,-1.41,0.57,0.57,-1.27,-1.5,-1.3,2.666,1,8.38481481481482,0.591,2,2.54574074074074,0.776,0,0.5,17.924758,0.782361111111111
DTXSID00890504,NaN,-0.48,[-1.54:0.58],1,0.999,0.648,65-85-0,532-32-1,103-82-2,492-38-6,501-52-0,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,ONPJWQSDZCGSQM-UHFFFAOYSA-N,XMIIGOLPHOKFCH-UHFFFAOYSA-N,DTXSID6020143,DTXSID1020140,DTXSID2021656,DTXSID3075418,DTXSID2047064,-1.54,0.59,-0.91,-2.06,-1.41,0.57,0.57,-1.27,-1.5,-1.3,2.666,1,8.38481481481482,0.591,2,2.54574074074074,0.776,0,0.5,17.924758,0.782361111111111
DTXSID5063946,-2.72,-2.71,[-2.72:-2.64],1,1,0.836,5538-41-0,933-75-5,2432-12-4,88-06-2,1123-63-3,ZXPLGLMEXWSLCX-UHFFFAOYSA-N,XGCHAIDDPMFRLJ-UHFFFAOYSA-N,YXEOEPYIBGTLML-UHFFFAOYSA-N,LINPIYWFGCPVIE-UHFFFAOYSA-N,VWYKSJIPZHRLNO-UHFFFAOYSA-N,DTXSID5063946,DTXSID5026209,DTXSID1062415,DTXSID5021386,DTXSID40149982,-2.72,-2.64,-1.42,-2.37,-1.68,-1.86,-2.13,-2.2,-2.33,-2.4,2.364,4,0.749506172839506,0.436,0,1.19350137174211,0.88,0,0,23.063137,0.57804012345679
DTXSID8020620,-4.63,-4.63,[-4.68:-4.58],1,1,0.885,55-38-9,3070-15-3,97-17-6,299-85-4,41198-08-7,PNVJTZOFSHSLTO-UHFFFAOYSA-N,NYAZLCBHRWRNRY-UHFFFAOYSA-N,WGOWCPGHOCIHBW-UHFFFAOYSA-N,PJFGPJQBWSEWKX-UHFFFAOYSA-N,QYMMJNLHFKGANY-UHFFFAOYSA-N,DTXSID8020620,DTXSID7062827,DTXSID8040274,DTXSID1058052,DTXSID3032464,-4.63,-4.89,-6.11,-4.8,-4.13,-5.11,-4.86,-4.99,-5.52,-4.31,4.072,3,-0.70701103400894,0.003,2,3.61360675005599,1.607,0,0,39.437895,0
DTXSID6035491,-3.09,-3.09,[-3.12:-3.06],1,1,0.899,5538-94-3,154858-16-9,65060-02-8,112-02-7,311-28-4,MELGLHXCBHKVJG-UHFFFAOYSA-N,GLFDLEXFOHUASB-UHFFFAOYSA-N,RLGQACBPNDBWTB-UHFFFAOYSA-N,RLGQACBPNDBWTB-UHFFFAOYSA-N,DZLFLBLQUQXARW-UHFFFAOYSA-N,DTXSID6035491,DTXSID001020211,DTXSID3070173,DTXSID6026901,DTXSID30878092,-3.09,-2.9,-3.07,-3.12,-2.06,-3.49,-3.62,-3.13,-3.13,-4.26,7.124,0,0,0.003,0,0.262345679012346,-0.168,0,0,59.45172,0
DTXSID0028038,-3.21,-3.2,[-3.27:-3.13],1,1,0.849,55406-53-6,63-25-2,123202-89-1,10412-93-8,64649-57-6,WYVVKGNFXHOCQV-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,YNHMMVMSCFNCJS-UHFFFAOYSA-N,JQVMRGYDSQFFJC-UHFFFAOYSA-N,FPWKJKWOCSENMO-UHFFFAOYSA-N,DTXSID0028038,DTXSID9020247,DTXSID20876845,DTXSID10349912,DTXSID70554747,-3.21,-3.51,-1.31,-2.06,-2.24,-2.48,-2.47,-1.79,-1.01,-2.12,2.729,0,2.63343764172336,0.266,3,2.02272839506173,0.895,0,0,30.135516,0
DTXSID1023784,NaN,-1.77,[-3.85:0.31],1,0.999,0.453,471-34-1,497-19-8,110-17-8,97-65-4,498-23-7,BVKZGUZCCUSVTD-UHFFFAOYSA-N,BVKZGUZCCUSVTD-UHFFFAOYSA-N,VZCYOOQTPOCHFL-UHFFFAOYSA-N,LVHBHZANLOWSRM-UHFFFAOYSA-N,HNEGQIOMVPPMNR-UHFFFAOYSA-N,DTXSID3036238,DTXSID1029621,DTXSID3021518,DTXSID2026608,DTXSID601019903,-3.85,0.31,-1.22,-0.23,0.78,0.31,0.31,-0.32,-0.14,-0.62,-0.23,0,6.97222222222222,1.179,3,3.5,0.125,0,1.5,5.499586,1.04027777777778
DTXSID8052857,NaN,-0.26,[-1.33:0.78],1,0.57,0.548,97-30-3,77214-70-1,3416-24-8,4405-13-4,87-96-7,HOVAGTYPODGVJG-UHFFFAOYSA-N,WNGVUZWBXZKQES-UHFFFAOYSA-N,MSWZFWKMSRAUBD-UHFFFAOYSA-N,BDSPTFQIOAEIII-UHFFFAOYSA-N,SHZGCJCMOBCMKK-UHFFFAOYSA-N,DTXSID7026605,DTXSID60876607,DTXSID4023098,DTXSID6031382,DTXSID501016770,0.52,-0.9,0.27,-2.32,0.78,0.16,-0.9,0.27,-0.26,0.17,-1.478,0,5.08488425925926,0.849,7,2.83296957671958,1.071,0,1.48674775909844,34.847481,0.483979591836735
DTXSID2032639,-5.41,-5.41,[-5.51:-5.41],1,1,0.793,55512-33-9,51308-54-4,118292-40-3,68359-37-5,66230-04-4|51630-58-1,JTZCTMAVMHRNTR-UHFFFAOYSA-N,ZZVVDIVWGXTDRQ-UHFFFAOYSA-N,OGQICQVSFDPSEI-UHFFFAOYSA-N,QQODLKZGRKWIFG-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID2032639,DTXSID70866190,DTXSID5046691,DTXSID5035957,DTXSID4032667|DTXSID101017940,-5.41,-5.57,-5.67,-8.18,-8.52,-6.78,-6.15,-4.82,-7.14,-6.45,8.251,4,-1.55182083601616,0.003,3,2.19996898416431,2.089,0,0,57.660239,0
DTXSID2027202,NaN,0.95,[0.9:1],1,0.998,0.889,67-63-0,513-42-8,78-83-1,71-23-8,6117-91-5|4088-60-2,KFZMGEQAYNKOFK-UHFFFAOYSA-N,BYDRTKVGBRTTIT-UHFFFAOYSA-N,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,WCASXYBKJHWFMY-UHFFFAOYSA-N,DTXSID7020762,DTXSID4060155,DTXSID0021759,DTXSID2021739,DTXSID2052283|DTXSID30884032,0.96,0.43,0.05,1.02,0.75,0.51,0.93,0.31,0.67,0.67,0.384,0,8.05555555555556,0.348,1,1.5,0.19,0,0,11.416344,0.727777777777778
DTXSID6044694,NaN,-0.48,[-1.54:0.58],1,0.999,0.648,65-85-0,532-32-1,103-82-2,492-38-6,501-52-0,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,ONPJWQSDZCGSQM-UHFFFAOYSA-N,XMIIGOLPHOKFCH-UHFFFAOYSA-N,DTXSID6020143,DTXSID1020140,DTXSID2021656,DTXSID3075418,DTXSID2047064,-1.54,0.59,-0.91,-2.06,-1.41,0.57,0.57,-1.27,-1.5,-1.3,2.666,1,8.38481481481482,0.591,2,2.54574074074074,0.776,0,0.5,17.924758,0.782361111111111
DTXSID8047503,-5.47,-5.48,[-5.59:-5.47],1,1,0.764,555-43-1,68541-50-4,122-32-7,90052-75-8,42233-75-0,DCXXMTOCNZCJGO-UHFFFAOYSA-N,RKJGFHYCZPZJPE-UHFFFAOYSA-N,PHYFQTYBJUILEZ-UHFFFAOYSA-N,XMFXBMLFOSSELI-UHFFFAOYSA-N,PRNNATBNXILRSR-UHFFFAOYSA-N,DTXSID8047503,DTXSID8071645,DTXSID3026988,DTXSID90869042,DTXSID90195070,-5.47,-7.27,-7.25,-8.79,-6.41,-7.4,-6.78,-6.85,-6.69,-7.73,26.704,0,5.57052531121616,0.003,6,2.09365134984767,0.145,0,0.409913824879798,178.479230000001,0
DTXSID6025565,-1.19,-0.14,[-1.19:0.91],1,1,0.65,150-75-4,55-55-0,99-07-0,539-15-1,51-67-2,ZFIQGRISGKSVAG-UHFFFAOYSA-N,ZFIQGRISGKSVAG-UHFFFAOYSA-N,MESJRHHDBDCQTH-UHFFFAOYSA-N,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,DZGWFCGJZKJUFP-UHFFFAOYSA-N,DTXSID8043783,DTXSID6025565,DTXSID0025101,DTXSID2046096,DTXSID2043874,0.91,-1.19,-3.14,-1.37,-1.12,-1.19,-1.19,-1.72,-2.33,-1.13,1.193,2,2.94305555555556,0.74,1,1.36666666666667,1.029,0,0,20.223137,0.687786281179138
DTXSID2033314,-2.8,-2.8,[-2.88:-2.72],1,1,0.868,55-56-1,20048-27-5,52372-39-1,13516-27-3,57520-17-9,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,ZLUCXNJRSJOKPM-UHFFFAOYSA-N,FXFIDVQMNRVEGQ-UHFFFAOYSA-N,RONFGUROBZGJKP-UHFFFAOYSA-N,RONFGUROBZGJKP-UHFFFAOYSA-N,DTXSID2033314,DTXSID9044031,DTXSID3068750,DTXSID7042015,DTXSID6058427,-2.8,-1.14,-7.54,0.33,0.16,-2.24,-3.48,-2.33,0.15,0.15,6.994,4,0.818327889703828,0.907,10,1.60479548051705,3.682,7.89082012539988,0,74.08379,0
DTXSID0021331,NaN,-1.53,[-3.85:0.7],1,0.499,0.256,115-77-5,70693-39-9|1547205-02-6,149-32-6,5427-26-9,18721-69-2,WXZMFSXDPGVJKK-UHFFFAOYSA-N,WXZMFSXDPGVJKK-UHFFFAOYSA-N,UNXHWFMMPAWVPI-UHFFFAOYSA-N,DQQLZADYSWBCOX-UHFFFAOYSA-N,WFKGWJKGEDFLTH-UHFFFAOYSA-N,DTXSID2026943,DTXSID301024400|DTXSID501075897,DTXSID6043919,DTXSID20875595,DTXSID10875665,-0.33,-5.64,0.7,-1.15,-0.54,-5.63,-5.63,-1.54,-1.12,-0.87,-2.416,0,8.60078017832647,1.383,4,3.71639231824417,0.787,0,1.5,21.879516,0.60886488340192
DTXSID1030606,NaN,-0.97,[-1.53:-0.41],1,0.504,0.598,NOCAS_871470,77-78-1,64-67-5,NOCAS_871468,34681-23-7,GFBKOADVXIDVBA-UHFFFAOYSA-N,VAYGXNSJCAHWJZ-UHFFFAOYSA-N,DENRZWYUOJLTMF-UHFFFAOYSA-N,KWOASAPABPGJSS-UHFFFAOYSA-N,CTJBHIROCMPUKL-UHFFFAOYSA-N,DTXSID60871470,DTXSID5024055,DTXSID1024045,DTXSID90871468,DTXSID0041698,-1.04,-0.66,-1.34,-1.75,-0.03,-1.24,-0.29,-0.05,-1.16,-1.46,-1.514,0,1.76884259259259,0.003,5,5.60101594650206,0.523,0,0.944940787421155,17.581965,0
DTXSID1021407,-2.22,-2.22,[-2.25:-2.19],1,1,0.888,55-63-0,3032-55-1,6423-43-4,628-96-6,121-82-4,SNIOPGDIGTZGOP-UHFFFAOYSA-N,IPPYBNCEPZCLNI-UHFFFAOYSA-N,PSXCGTLGGVDWFU-UHFFFAOYSA-N,UQXKXGWGFRWILX-UHFFFAOYSA-N,XTFIVUDBNACUBN-UHFFFAOYSA-N,DTXSID1021407,DTXSID7051979,DTXSID7027627,DTXSID6027264,DTXSID9024142,-2.22,-2.69,-2.22,-1.35,-3.57,-2.69,-2.13,-1.52,-1.89,-1.9,0.976,0,3.72732804232804,0.003,0,3.26658919123205,0.856,0,2.65669873347885,19.131965,0
DTXSID4020666,1.13,1.13,[1.12:1.14],1,1,0.995,556-52-5,141-43-5,109-86-4,110-80-5,78-96-6,CTKINSOISVBQLD-UHFFFAOYSA-N,HZAXFHJVJLSVMW-UHFFFAOYSA-N,XNWFRZJHXBZDAG-UHFFFAOYSA-N,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,HXKKHQJGJAFBHI-UHFFFAOYSA-N,DTXSID4020666,DTXSID6022000,DTXSID5024182,DTXSID7024087,DTXSID9021764,1.13,1.21,1.12,1.05,1.12,1.12,1.1,1.1,1.06,1.05,-0.862,0,4.60763888888889,0.259,2,1.30555555555556,0.44,0,0,10.884758,0.776388888888889
DTXSID2027204,-0.99,-0.99,[-1.09:-0.89],1,1,0.868,556-61-6,110-86-1,57-06-7,1615-70-9,506-78-5,LGDSHSYDSCRFAB-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,ZOJBYZNEUISWFT-UHFFFAOYSA-N,STSRVFAXSLNLLI-UHFFFAOYSA-N,WPBXOELOQKLBDF-UHFFFAOYSA-N,DTXSID2027204,DTXSID9021924,DTXSID3020047,DTXSID8075099,DTXSID50870573,-0.99,0.99,-1.7,-0.72,-0.63,-0.45,-1.29,-0.69,-0.73,0.03,1.618,0,0,0.003,1,0.534207818930041,0.625,0,0,9.520379,0
DTXSID7027205,-7.77,-7.76,[-7.77:-7.58],1,1,0.744,556-67-2,141-62-8,17928-28-8,35435-21-3,3069-40-7,HMMGMWAXVFQUOA-UHFFFAOYSA-N,YFCGDEUVHLPRCZ-UHFFFAOYSA-N,RGMZNZABJYWAEC-UHFFFAOYSA-N,UWZSHGZRSZICIW-UHFFFAOYSA-N,NMEPHPOFYLLFTK-UHFFFAOYSA-N,DTXSID7027205,DTXSID2044551,DTXSID9025669,DTXSID70865769,DTXSID80863094,-7.77,-7.66,-2.49,-6.24,-4.25,-5.53,-5.42,-7.29,-5.43,-4.25,4.56,0,6.4070524691358,0.003,4,3.37032750342936,-0.532,0,0,54.811032,0
DTXSID1021453,-8,-8,[-8.02:-7.98],1,1,0.94,5567-15-7,22094-93-5,5102-83-0,31775-20-9,4531-49-1,NKXPXRNUMARIMZ-UHFFFAOYSA-N,GPWXTTPSHZOIKO-UHFFFAOYSA-N,IAFBRPFISOTXSO-UHFFFAOYSA-N,LNBRYDZEIVHGHO-UHFFFAOYSA-N,VTGOEJALMFECDQ-UHFFFAOYSA-N,DTXSID1021453,DTXSID20865032,DTXSID0029268,DTXSID40885515,DTXSID60863411,-8,-8.46,-7.54,-7.83,-8.42,-8.21,-7.99,-8.35,-8.39,-8.21,8.512,14,0.393368237636542,-0.321,10,2.69335470398968,4.564,0,0.571696200225438,106.433376,0
DTXSID2027206,0.68,0.67,[0.6:0.74],1,1,0.869,556-82-1,821-09-0,71-36-3,6117-91-5|4088-60-2,78-83-1,ASUAYTHWZCLXAN-UHFFFAOYSA-N,LQAVWYMTUMSFBE-UHFFFAOYSA-N,LRHPLDYGYMQRHN-UHFFFAOYSA-N,WCASXYBKJHWFMY-UHFFFAOYSA-N,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,DTXSID2027206,DTXSID30231562,DTXSID1021740,DTXSID2052283|DTXSID30884032,DTXSID0021759,0.68,-0.17,-0.02,0.75,0.05,0.11,-0.04,0.13,0.67,0.31,0.702,0,8.16027777777778,0.348,1,1.33101851851852,0.349,0,0,16.26993,0.739791666666667
