MoleculeID,LogWS_exp,LogWS_pred,WS_predRange,AD_WS,AD_index_WS,Conf_index_WS,LogWS_CAS_neighbor_1,LogWS_CAS_neighbor_2,LogWS_CAS_neighbor_3,LogWS_CAS_neighbor_4,LogWS_CAS_neighbor_5,LogWS_InChiKey_neighbor_1,LogWS_InChiKey_neighbor_2,LogWS_InChiKey_neighbor_3,LogWS_InChiKey_neighbor_4,LogWS_InChiKey_neighbor_5,LogWS_DTXSID_neighbor_1,LogWS_DTXSID_neighbor_2,LogWS_DTXSID_neighbor_3,LogWS_DTXSID_neighbor_4,LogWS_DTXSID_neighbor_5,LogWS_Exp_neighbor_1,LogWS_Exp_neighbor_2,LogWS_Exp_neighbor_3,LogWS_Exp_neighbor_4,LogWS_Exp_neighbor_5,LogWS_pred_neighbor_1,LogWS_pred_neighbor_2,LogWS_pred_neighbor_3,LogWS_pred_neighbor_4,LogWS_pred_neighbor_5,XLogP,naasC,minHBa,MLFER_A,nHBAcc,MAXDN,MLFER_E,mindNH,MDEO_11,apol,minHsOH
DTXSID40894829,-5.7,-5.7,[-5.77:-5.63],1,1,0.904,1229654-66-3,12225-18-2,68385-96-6,2216712-66-0,268203-93-6,KNDVJPKNBVIKML-UHFFFAOYSA-N,WNWZKKBGFYKSGA-UHFFFAOYSA-N,NSLHLMXJNOITEZ-UHFFFAOYSA-N,MVRHVFSOIWFBTE-UHFFFAOYSA-N,IYFNEFQTYQPVOC-UHFFFAOYSA-N,DTXSID40894829,DTXSID9041736,DTXSID6071459,DTXSID901027907,DTXSID00870301,-5.7,-7.97,-7.23,-2.78,-3.81,-6.04,-6.5,-4.97,-5.11,-5.25,3.52,9,0.345115857968825,0.271,12,6.0132730685106,3.136,0,0.166666666666667,65.843688,0
DTXSID6041638,-1.38,-1.38,[-1.44:-1.32],1,1,0.956,122-97-4,60-12-8,104-54-1,56138-10-4,100-51-6,VAJVDSVGBWFCLW-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,OOCCDEMITAIZTP-UHFFFAOYSA-N,WWHATUWNHYNMNW-UHFFFAOYSA-N,WVDDGKGOMKODPV-UHFFFAOYSA-N,DTXSID6041638,DTXSID9026342,DTXSID9041491,DTXSID60884702,DTXSID5020152,-1.38,-0.74,-1.72,-2.45,-0.41,-1.27,-1.07,-0.89,-1.72,-1,3.758,1,8.527570861678,0.348,1,1.2133985260771,0.829,0,0,24.643516,0.662391227324263
DTXSID9021976,-0.71,-0.71,[-0.75:-0.67],1,1,0.955,122-99-6,622-08-2,770-35-4,105-13-5,90-05-1,QCDWFXQBSFUVSP-UHFFFAOYSA-N,CUZKCNWZBXLAJX-UHFFFAOYSA-N,IBLKWZIFZMJLFL-UHFFFAOYSA-N,MSHFRERJPWKJFX-UHFFFAOYSA-N,LHGVFZTZFXWLCP-UHFFFAOYSA-N,DTXSID9021976,DTXSID3060744,DTXSID9027312,DTXSID6044357,DTXSID0023113,-0.71,-0.66,-1.14,-1.84,-1.15,-0.84,-1.05,-0.88,-1.26,-1.5,1.854,1,5.10513888888889,0.259,1,1.43562074829932,0.872,0,0,22.35193,0.724891227324263
DTXSID6041761,NaN,-6.45,[-6.94:-5.9],1,0.74,0.676,105351-42-6,129738-34-7,96624-52-1,92263-41-7,38970-72-8,NQFRXZWQQRMBCY-UHFFFAOYSA-N,ALEUVXQGVOQDBD-UHFFFAOYSA-N,QYGWJCMCLQAINT-UHFFFAOYSA-N,KDVKBFMGDZIYON-UHFFFAOYSA-N,XUVKLBIJXLIPDZ-UHFFFAOYSA-N,DTXSID001177923,DTXSID501010227,DTXSID70454758,DTXSID50620974,DTXSID20865936,-5.52,-6.94,-6.64,-6.75,-6.7,-7.17,-6.59,-7.05,-6.96,-7.43,9.705,0,0,0.003,0,0.320564236111111,0.567,0,0,63.3981339999999,0
DTXSID9025291,-2.51,-2.5,[-2.51:-2.46],1,1,0.908,123-05-7,124-13-0,21573-31-9,106-72-9,111-71-7,LGYNIFWIKSEESD-UHFFFAOYSA-N,NUJGJRNETVAIRJ-UHFFFAOYSA-N,LIINGNMKNRSOGW-UHFFFAOYSA-N,YGFGZTXGYTUXBA-UHFFFAOYSA-N,FXHGMKSSBGDXIY-UHFFFAOYSA-N,DTXSID9025291,DTXSID3021643,DTXSID40175923,DTXSID8044753,DTXSID0021597,-2.51,-2.36,-2,-2.45,-1.83,-2.16,-2.47,-2.28,-2.2,-2.09,3.156,0,10.2419482237339,0.003,1,1.00930555555556,0.156,0,0,25.550688,0
DTXSID4021977,-1.44,-1.44,[-1.51:-1.37],1,1,0.94,123-07-9,90-00-6,108-39-4,645-56-7,106-44-5,HXDOZKJGKXYMEW-UHFFFAOYSA-N,IXQGCWUGDFDQMF-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,KLSLBUSXWBJMEC-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,DTXSID4021977,DTXSID1022479,DTXSID6024200,DTXSID9022100,DTXSID7021869,-1.44,-2.19,-0.68,-2.03,-0.7,-1.27,-1.1,-0.97,-2.02,-0.96,2.936,2,8.85218820861678,0.546,0,1.32666666666667,0.837,0,0,21.54993,0.67389739229025
DTXSID2026997,-1.5,-1.5,[-1.53:-1.5],1,1,0.902,123-11-5,613-69-4,1899-24-7,100-06-1,586-37-8,ZRSNZINYAWTAHE-UHFFFAOYSA-N,DUVJMSPTZMCSTQ-UHFFFAOYSA-N,WJTFHWXMITZNHS-UHFFFAOYSA-N,NTPLXRHDUXRPNE-UHFFFAOYSA-N,BAYUSCHCCGXLAY-UHFFFAOYSA-N,DTXSID2026997,DTXSID2060624,DTXSID40344910,DTXSID2044347,DTXSID10207321,-1.5,-2.11,-1.54,-1.86,-1.72,-1.89,-1.96,-1.71,-1.72,-1.8,2.003,2,4.8977380952381,0.003,1,1.195,0.817,0,0,21.018344,0
DTXSID6047286,NaN,-4.96,[-5.58:-4.34],1,0.397,0.538,156053-89-3,135062-02-1,89365-50-4,179324-69-7,94497-51-5,UPNUIXSCZBYVBB-UHFFFAOYSA-N,FAEKWTJYAYMJKF-UHFFFAOYSA-N,GIIZNNXWQWCKIB-UHFFFAOYSA-N,GXJABQQUPOEUTA-UHFFFAOYSA-N,MUTNCGKQJGXKEM-UHFFFAOYSA-N,DTXSID60166035,DTXSID3023552,DTXSID6023571,DTXSID3040980,DTXSID5046853,-4.71,-5.19,-5.26,-3.86,-5.79,-5.08,-4.95,-4.63,-3.31,-3.5,4.628,3,3.2149433113083,0.959,7,2.42107587367637,1.695,0,0.866025403784439,85.0925129999999,0.558152453750164
DTXSID8029159,NaN,-3.24,[-3.68:-2.8],1,0.696,0.742,1724-39-6,78-69-3,18479-57-7,81782-77-6,830322-14-0,SFVWPXMPRCIVOK-UHFFFAOYSA-N,DLHQZZUEERVIGQ-UHFFFAOYSA-N,WRFXXJKURVTLSY-UHFFFAOYSA-N,WSTQLNQRVZNEDV-UHFFFAOYSA-N,QNRGJHPSMHZLCY-UHFFFAOYSA-N,DTXSID1027429,DTXSID7029110,DTXSID0044810,DTXSID8052560,DTXSID50889100,-3.8,-2.69,-2.75,-3.43,-3.23,-4.22,-2.7,-2.66,-2.72,-2.99,4.9,0,9.70289493575208,0.348,1,1.4224537037037,0.145,0,0,39.258618,0.374183673469388
DTXSID7026998,-3.92,-3.92,[-3.95:-3.89],1,1,0.95,123-18-2,28068-91-9,927-49-1,4927-39-3,830-13-7,GFWVDQCGGDBTBS-UHFFFAOYSA-N,FPDCOXAYRBJKJJ-UHFFFAOYSA-N,ZPQAKYPOZRXKFA-UHFFFAOYSA-N,OAFJAALOFJVHMK-UHFFFAOYSA-N,SXVPOSFURRDKBO-UHFFFAOYSA-N,DTXSID7026998,DTXSID501036203,DTXSID5061295,DTXSID8047682,DTXSID3027322,-3.92,-4.25,-3.53,-3.55,-3.7,-3.77,-3.7,-4.2,-4.35,-3.63,4.491,0,11.4453779289494,0.003,1,1.23319444444444,0.134,0,0,37.925032,0
DTXSID6047650,-1.43,-1.42,[-1.43:-1.41],1,1,0.992,123-19-3,106-35-4,110-12-3,110-43-0,565-80-0,HCFAJYNVAYBARA-UHFFFAOYSA-N,NGAZZOYFWWSOGK-UHFFFAOYSA-N,FFWSICBKRCICMR-UHFFFAOYSA-N,CATSNJVOTSVZJV-UHFFFAOYSA-N,HXVNBWAKAOHACI-UHFFFAOYSA-N,DTXSID6047650,DTXSID2047438,DTXSID5021914,DTXSID5021916,DTXSID3038771,-1.43,-1.42,-1.33,-1.42,-1.3,-1.42,-1.42,-1.48,-1.44,-1.04,1.829,0,10.6430555555556,0.003,1,1.25462962962963,0.179,0,0,22.457102,0
DTXSID2038732,-0.96,-0.96,[-1.03:-0.89],1,1,0.907,123-25-1,627-93-0,1117-31-3,623-84-7,628-66-0,DKMROQRQHGEIOW-UHFFFAOYSA-N,UDSFAEKRVUSQDD-UHFFFAOYSA-N,MPAGVACEWQNVQO-UHFFFAOYSA-N,MLHOXUWWKVQEJB-UHFFFAOYSA-N,DSVGICPKBRQDDX-UHFFFAOYSA-N,DTXSID2038732,DTXSID8025096,DTXSID00862549,DTXSID9044827,DTXSID30211889,-0.96,-1.46,-0.54,-0.2,-0.2,-0.64,-0.49,-0.93,-0.57,-0.66,0.778,0,4.62369827097506,0.003,4,2.02263605442177,0.12,0,0.2,26.623102,0
DTXSID6036205,-6.74,-6.73,[-6.74:-6.68],1,1,0.819,123-26-2,128554-52-9,178436-06-1,34354-88-6,35674-65-8,YLWQQYRYYZPZLJ-UHFFFAOYSA-N,NOWNHFCLWUPOCO-UHFFFAOYSA-N,ATGQXSBKTQANOH-UHFFFAOYSA-N,IEZRNEGTKRQRFV-UHFFFAOYSA-N,UZXKVMHAGOJYHP-UHFFFAOYSA-N,DTXSID6036205,DTXSID5052670,DTXSID201319096,DTXSID901335580,DTXSID6052033,-6.74,-6.04,-4.76,-4.77,-5.82,-5.66,-6.17,-5.44,-5.46,-7.21,12.616,0,2.92757810994866,1.274,6,1.57769621685177,0.894,0,0.401633526247056,122.964268,0.314311083011804
DTXSID2026999,-5.71,-5.71,[-5.8:-5.62],1,1,0.789,123-28-4,1445870-18-7,60270-33-9,5831-80-1,878665-13-5,GHKOFFNLGXMVNJ-UHFFFAOYSA-N,HAFKWVXPFIPBEJ-UHFFFAOYSA-N,MNAZHGAWPCLLGX-UHFFFAOYSA-N,YMGHPIVBMBXPCR-UHFFFAOYSA-N,LNTJADZLGCWBQH-UHFFFAOYSA-N,DTXSID2026999,DTXSID701045052,DTXSID90209025,DTXSID10884191,DTXSID601020940,-5.71,-9.08,-4.67,-4.79,-8.9,-7.17,-5.85,-4.69,-7.11,-5.07,12.707,0,-1.04574206274736,0.003,4,1.70651845972605,0.45,0,0.125,97.5819939999999,0
DTXSID1047651,-3.8,-3.81,[-3.89:-3.8],1,1,0.906,123-29-5,67707-75-9,143-13-5,58430-94-7,110-42-9,BYEVBITUADOIGY-UHFFFAOYSA-N,NMZMQQBBZRGLPJ-UHFFFAOYSA-N,GJQIMXVRFNLMTB-UHFFFAOYSA-N,DGKXDLCVQSQVBC-UHFFFAOYSA-N,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,DTXSID1047651,DTXSID7052367,DTXSID4047123,DTXSID0041270,DTXSID4026842,-3.8,-3.82,-4.47,-3.99,-4.63,-4.13,-4.22,-4.48,-4.19,-4.57,4.331,0,4.83064657344419,0.003,2,1.7101930324599,0.08,0,0,35.633446,0
DTXSID3024499,-0.82,-0.82,[-0.87:-0.77],1,1,0.957,123-30-8,591-27-5,51-67-2,2835-99-6,2835-95-2,PLIKAWJENQZMHA-UHFFFAOYSA-N,CWLKGDAVCFYWJK-UHFFFAOYSA-N,DZGWFCGJZKJUFP-UHFFFAOYSA-N,QGNGOGOOPUYKMC-UHFFFAOYSA-N,DBFYESDCPWWCHN-UHFFFAOYSA-N,DTXSID3024499,DTXSID3024497,DTXSID2043874,DTXSID2049262,DTXSID9024489,-0.82,-0.61,-1.12,-1.87,-1.78,-0.92,-1.05,-1.13,-1.19,-1.25,0.803,2,5.31555555555556,0.793,1,1.41740740740741,1.104,0,0,17.129551,0.708194444444445
DTXSID2032637,-2.88,-2.88,[-2.93:-2.83],1,1,0.842,123312-89-0,NOCAS_871481,89-33-8,41394-05-2,14500-23-3,XZCIYWQHDFDJIN-UHFFFAOYSA-N,AVZVLGDSSQKRGL-UHFFFAOYSA-N,WBFXQKNQVZMOSQ-UHFFFAOYSA-N,VHCNQEUWZYOAEV-UHFFFAOYSA-N,XVVORNVNYKBZKT-UHFFFAOYSA-N,DTXSID2032637,DTXSID70871481,DTXSID5044738,DTXSID7047568,DTXSID90162868,-2.88,-1.77,-3.26,-2.05,-2.98,-2.05,-1.88,-2.01,-2.72,-2.3,1.684,1,1.2962962962963,0.003,6,2.09885156840514,1.188,0,0,31.236723,0
DTXSID7020716,-0.18,-0.18,[-0.28:-0.08],1,1,0.896,123-31-9,108-46-3,608-25-3,626-03-9,623-05-2,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,GHMLBKRAJCXXBS-UHFFFAOYSA-N,ZTMADXFOCUXMJE-UHFFFAOYSA-N,ZEZJPIDPVXJEME-UHFFFAOYSA-N,BVJSUAQZOZWCKN-UHFFFAOYSA-N,DTXSID7020716,DTXSID2021238,DTXSID0025571,DTXSID90274238,DTXSID8073920,-0.18,0.81,0.33,-1.25,-1.27,0.18,-0.37,-0.17,-0.52,-0.53,0.87,2,8.64555555555556,1.089,0,1.49740740740741,1.002,0,0.2,16.164758,0.722083333333333
DTXSID9020792,-1.34,-1.33,[-1.34:-1.28],1,1,0.846,123-33-1,128-08-5,127-48-0,30652-11-0,76146-27-5,BGRDGMRNKXEXQD-UHFFFAOYSA-N,PCLIMKBDDGJMGD-UHFFFAOYSA-N,IRYJRGCIQBGHIV-UHFFFAOYSA-N,ORRXMVISQFUGSY-UHFFFAOYSA-N,LCDGAYYHFKVEAR-UHFFFAOYSA-N,DTXSID9020792,DTXSID2038738,DTXSID9021396,DTXSID6040666,DTXSID90227002,-1.34,-1.08,-0.46,-0.89,-0.16,-0.55,-0.46,-0.65,-0.4,-0.95,0.19,0,2.10648148148148,0.003,4,1.96796296296296,0.784,0,0.2,13.511172,0
DTXSID8032673,0.32,0.31,[0.13:0.32],1,1,0.708,123343-16-8,84434-05-9,220991-20-8,120202-68-8,59-43-8,QEGVVEOAVNHRAA-UHFFFAOYSA-N,LJUKODJASZSKFL-UHFFFAOYSA-N,KHPKQFYUPIUARC-UHFFFAOYSA-N,DCASRSISIKYPDD-UHFFFAOYSA-N,JZRWCGZRTZMZEH-UHFFFAOYSA-N,DTXSID8032673,DTXSID60233397,DTXSID9049035,DTXSID30621848,DTXSID2023648,0.32,-4.19,-4.73,-3.61,0.22,-3.66,-2.55,-4.2,-4.26,-2.78,2.553,6,-1.89368827160494,0.591,4,2.54183641975309,1.873,0,0.5,40.702723,0.611713356638952
DTXSID6025692,-4.39,-4.39,[-4.43:-4.39],1,1,0.927,123-35-3,13877-91-3,4221-98-1,3387-41-5,13466-78-9,UAHWPYUMFXYFJY-UHFFFAOYSA-N,IHPKGUQCSIINRJ-UHFFFAOYSA-N,OGLDWXZKYODSOB-UHFFFAOYSA-N,NDVASEGYNIMXJL-UHFFFAOYSA-N,BQOFWKZOCNGFEC-UHFFFAOYSA-N,DTXSID6025692,DTXSID70274135,DTXSID3047053,DTXSID70863164,DTXSID4047462,-4.39,-4.83,-4.49,-4.43,-4.67,-4.64,-4.42,-4.54,-4.62,-4.51,4.17,0,0,0.003,0,0.543981481481482,0.446,0,0,28.268688,0
DTXSID2021658,0.65,0.65,[0.59:0.71],1,1,0.926,123-38-6,78-84-2,4170-30-3|123-73-9,78-85-3,75-07-0,NBBJYMSMWIIQGU-UHFFFAOYSA-N,AMIMRNSIRUDHCM-UHFFFAOYSA-N,MLUCVPSAIODCQM-UHFFFAOYSA-N,STNJBCKSHOAVAJ-UHFFFAOYSA-N,IKHGUXGNUITLKF-UHFFFAOYSA-N,DTXSID2021658,DTXSID9021635,DTXSID8024864|DTXSID6020351,DTXSID0052540,DTXSID5039224,0.65,0.09,0.32,-0.09,1.21,0.41,0.06,0.01,0.61,0.56,0.587,0,9.17361111111111,0.003,1,1.125,0.171,0,0,10.082758,0
DTXSID0025608,1.23,1.23,[1.19:1.27],1,1,0.92,123-39-7,79-16-3,79-07-2,616-45-5,75-12-7,ATHHXGZTWNVVOU-UHFFFAOYSA-N,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,VXIVSQZSERGHQP-UHFFFAOYSA-N,HNJBEVLQSNELDL-UHFFFAOYSA-N,ZHNUHDYFZUAESO-UHFFFAOYSA-N,DTXSID0025608,DTXSID0047167,DTXSID9041570,DTXSID8027246,DTXSID8025337,1.23,1.14,-0.02,1.07,1.35,0.94,0.69,-0.36,0.52,0.71,-0.526,0,2.25,0.371,2,1.375,0.309,0,0,8.755965,0
DTXSID9047467,NaN,0.67,[0.63:0.67],1,0.998,0.899,67-48-1,78-83-1,78-92-2,75-84-3,513-42-8,POUPSLICUAJRMF-UHFFFAOYSA-N,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,BTANRVKWQNVYAZ-UHFFFAOYSA-N,KPSSIOMAKSHJJG-UHFFFAOYSA-N,BYDRTKVGBRTTIT-UHFFFAOYSA-N,DTXSID4020325,DTXSID0021759,DTXSID9021762,DTXSID9052501,DTXSID4060155,0.67,0.05,0.35,-0.4,0.43,0.27,0.31,-0.16,-0.27,0.93,-0.837,0,8.38625,0.259,1,1.21875,0.026,0,0,20.037102,0.672013888888889
DTXSID6024917,0.94,0.93,[0.86:1],1,1,0.805,123-42-2,99506-67-9,597-31-9,107-89-1,20618-41-1,SWXVUIWOUIDPGS-UHFFFAOYSA-N,ZURZPPULRFXVLF-UHFFFAOYSA-N,JJMOMMLADQPZNY-UHFFFAOYSA-N,HSJKGGMUJITCBW-UHFFFAOYSA-N,YWQRRMNZXWQQJU-UHFFFAOYSA-N,DTXSID6024917,DTXSID90449409,DTXSID9027231,DTXSID2050407,DTXSID00297352,0.94,-0.49,-0.33,1.05,-0.21,-0.31,0.19,0.44,-0.11,-0.69,0.183,0,8.96722222222222,-0.253,2,2.0775462962963,0.323,0,0.25,20.165516,0.539791666666667
DTXSID10893228,NaN,-1.77,[-3.85:0.31],1,0.999,0.453,471-34-1,497-19-8,110-17-8,97-65-4,498-23-7,BVKZGUZCCUSVTD-UHFFFAOYSA-N,BVKZGUZCCUSVTD-UHFFFAOYSA-N,VZCYOOQTPOCHFL-UHFFFAOYSA-N,LVHBHZANLOWSRM-UHFFFAOYSA-N,HNEGQIOMVPPMNR-UHFFFAOYSA-N,DTXSID3036238,DTXSID1029621,DTXSID3021518,DTXSID2026608,DTXSID601019903,-3.85,0.31,-1.22,-0.23,0.78,0.31,0.31,-0.32,-0.14,-0.62,-0.23,0,6.97222222222222,1.179,3,3.5,0.125,0,1.5,5.499586,1.04027777777778
DTXSID3025469,-0.52,-0.53,[-0.73:-0.4],1,1,0.851,123-51-3,71-41-0,137-32-6,821-41-0,75-84-3,PHTQWCKDNZKARW-UHFFFAOYSA-N,AMQJEAYHLZJPGS-UHFFFAOYSA-N,QPRQEDXDYOZYLA-UHFFFAOYSA-N,UIZVMOZAXAMASY-UHFFFAOYSA-N,KPSSIOMAKSHJJG-UHFFFAOYSA-N,DTXSID3025469,DTXSID6021741,DTXSID5027069,DTXSID2074950,DTXSID9052501,-0.52,-0.6,-0.47,-4.3,-0.4,-1.06,-1.19,-1.13,-0.96,-0.27,1.359,0,8.23666666666667,0.348,1,1.16898148148148,0.19,0,0,17.603516,0.696388888888889
DTXSID4021979,0.22,0.21,[0.11:0.31],1,1,0.862,123-54-6,600-14-6,110-13-4,3848-24-6,431-03-8,YRKCREAYFQTBPV-UHFFFAOYSA-N,TZMFJUDUGYTVRY-UHFFFAOYSA-N,OJVAMHKKJGICOG-UHFFFAOYSA-N,MWVFCEVNXHTDNF-UHFFFAOYSA-N,QSJXEFYPDANLFS-UHFFFAOYSA-N,DTXSID4021979,DTXSID6051435,DTXSID8030138,DTXSID2047066,DTXSID6021583,0.22,-0.18,-0.06,-2.06,0.37,-0.36,-0.07,-0.63,0.53,-0.18,0.231,0,10.0333333333333,0.003,2,1.72916666666667,0.318,0,0.25,15.738344,0
DTXSID00924535,-5.61,-5.62,[-5.75:-5.61],1,1,0.801,123560-48-5,473257-14-6,431947-34-1,1003218-40-3,1003218-33-4,CFJCNWQXOICKIF-UHFFFAOYSA-N,WGONOKAJJBMHGL-UHFFFAOYSA-N,FRGPBGWMABUJNC-UHFFFAOYSA-N,TWDXNEFRKWCRNR-UHFFFAOYSA-N,CVPVWCILUYZZDS-UHFFFAOYSA-N,DTXSID00924535,DTXSID501019362,DTXSID10591015,DTXSID701020979,DTXSID001020978,-5.61,-6.62,-7.2,-6.93,-6.67,-6.8,-6.44,-6.52,-6.54,-6.67,9.847,4,5.16712900050303,0.003,0,2.48544449639348,0.806,0,0,65.0669619999999,0
DTXSID1027007,NaN,-0.77,[-2.09:0.55],1,0.798,0.54,141-97-9,15306-17-9,105-58-8,105-45-3,108-24-7,XYIBRDXRRQCHLP-UHFFFAOYSA-N,XYIBRDXRRQCHLP-UHFFFAOYSA-N,OIFBSDVPJOWBCH-UHFFFAOYSA-N,WRQNANDWMGAFTP-UHFFFAOYSA-N,WFDIJRYMOXRFFG-UHFFFAOYSA-N,DTXSID2027092,DTXSID601015349,DTXSID3025041,DTXSID9026716,DTXSID0024395,-0.06,-2.93,-0.8,0.63,0.07,-2.92,-2.92,0.01,-0.67,-0.38,1.197,0,4.27083333333333,0.003,3,2.12328703703704,0.106,0,0.25,19.63393,0
DTXSID3021980,-2.34,-2.34,[-2.36:-2.32],1,1,0.951,123-66-0,624-54-4,109-21-7,142-92-7,39255-32-8,SHZIWNPUGXLXDT-UHFFFAOYSA-N,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,XUPYJHCZDLZNFP-UHFFFAOYSA-N,AOGQPLXWSUTHQB-UHFFFAOYSA-N,HZPKNSYIDSNZKW-UHFFFAOYSA-N,DTXSID3021980,DTXSID4041606,DTXSID7041702,DTXSID6022006,DTXSID7047198,-2.34,-2.25,-2.46,-2.46,-2.49,-2.5,-2.36,-2.46,-2.07,-2.33,2.624,0,4.74950113378685,0.003,2,1.72597222222222,0.08,0,0,26.352688,0
DTXSID1047653,-2.58,-2.59,[-2.65:-2.58],1,1,0.89,123-68-2,7605-52-9,14352-61-5,2499-95-8,41519-23-7,RCSBILYQLVXLJG-UHFFFAOYSA-N,AWZWUAFNPBYDLB-UHFFFAOYSA-N,IMXBRVLCKXGWSS-UHFFFAOYSA-N,LNMQRPPRQDGUDR-UHFFFAOYSA-N,OSMAJVWUIUORGC-UHFFFAOYSA-N,DTXSID1047653,DTXSID4074649,DTXSID60162451,DTXSID5022194,DTXSID0047585,-2.58,-2.62,-2.72,-3.43,-3.17,-3.02,-2.59,-2.7,-2.95,-3.23,2.816,0,4.78075113378685,0.003,2,1.77930555555556,0.207,0,0,28.112688,0
DTXSID8021513,-0.01,-0.01,[-0.06:0.04],1,1,0.92,123-72-8,78-84-2,497-03-0,4170-30-3|123-73-9,590-86-3,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,AMIMRNSIRUDHCM-UHFFFAOYSA-N,ACWQBUSCFPJUPN-UHFFFAOYSA-N,MLUCVPSAIODCQM-UHFFFAOYSA-N,YGHRJJRRZDOVPD-UHFFFAOYSA-N,DTXSID8021513,DTXSID9021635,DTXSID1049308,DTXSID8024864|DTXSID6020351,DTXSID1021619,-0.01,0.09,-0.53,0.32,-0.79,-0.29,0.06,0.02,0.01,-0.96,1.156,0,9.40486111111111,0.003,1,1.06944444444444,0.171,0,0,13.176344,0
DTXSID6020351,0.32,0.32,[0.26:0.38],1,1,0.912,4170-30-3|123-73-9,78-85-3,78-84-2,497-03-0,123-38-6,MLUCVPSAIODCQM-UHFFFAOYSA-N,STNJBCKSHOAVAJ-UHFFFAOYSA-N,AMIMRNSIRUDHCM-UHFFFAOYSA-N,ACWQBUSCFPJUPN-UHFFFAOYSA-N,NBBJYMSMWIIQGU-UHFFFAOYSA-N,DTXSID8024864|DTXSID6020351,DTXSID0052540,DTXSID9021635,DTXSID1049308,DTXSID2021658,0.32,-0.09,0.09,-0.53,0.65,0.01,0.61,0.06,0.02,0.41,0.817,0,9.31805555555556,0.003,1,1.25,0.307,0,0,11.842758,0
DTXSID3059559,1.15,1.14,[1.07:1.21],1,1,0.89,123-75-1,110-89-4,75-55-8,109-97-7,111-49-9,RWRDLPDLKQPQOW-UHFFFAOYSA-N,NQRYJNQNLNOLGT-UHFFFAOYSA-N,OZDGMOYKSFPLSE-UHFFFAOYSA-N,KAESVJOAVNADME-UHFFFAOYSA-N,ZSIQJIWKELUFRJ-UHFFFAOYSA-N,DTXSID3059559,DTXSID6021165,DTXSID8024286,DTXSID5021910,DTXSID1026879,1.15,1.07,1.24,-0.17,-0.13,0.73,0.39,0.92,0.98,0.14,0.33,0,3.22222222222222,0.324,1,0.25,0.386,0,0,14.141137,0
DTXSID8021648,NaN,0.34,[-0.31:0.99],1,0.697,0.659,2833-21-8,50-21-5,72-17-3,128-00-7,2211-14-5,XGTKSWVCNVUVHG-UHFFFAOYSA-N,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,MVGBKLTYYAYYGY-UHFFFAOYSA-N,DTXSID00878786,DTXSID7023192,DTXSID6052829,DTXSID50875568,DTXSID301036164,-0.23,1.05,0.95,-0.47,0.94,0.62,0.24,0.24,0.24,0.18,-0.445,0,8.01013888888889,0.591,3,2.58314814814815,0.291,0,0.814325284978472,16.540344,0.815833333333333
DTXSID0024553,-3.52,-3.52,[-3.52:-3.41],1,1,0.766,123-77-3,110-14-5,110-21-4,1115-61-3,20753-85-9|5460-66-2,XOZUGNYVDXMRKW-UHFFFAOYSA-N,SNCZNSNPXMPCGN-UHFFFAOYSA-N,ULUZGMIUTMRARO-UHFFFAOYSA-N,BYHGDHZGPMCBIO-UHFFFAOYSA-N,KJEBMDAJDLDHPX-UHFFFAOYSA-N,DTXSID0024553,DTXSID4059382,DTXSID6024628,DTXSID801030828,DTXSID901031336|DTXSID50280794,-3.52,-1.55,-2.7,-0.81,0.03,-1.65,-0.76,-2.09,-0.68,-1.26,-2.564,0,4.43361111111111,0.907,6,2.70481481481481,0.593,0,0.2,12.191172,0
DTXSID0044527,NaN,-2.9,[-4.8:-1.11],1,0.681,0.385,22504-50-3,56-25-7,81-84-5,85-44-9,102170-44-5,HAQZWTGSNCDKTK-UHFFFAOYSA-N,DHZBEENLJMYSHQ-UHFFFAOYSA-N,GRSMWKLPSNHDHA-UHFFFAOYSA-N,LGRFSURHDFAFJT-UHFFFAOYSA-N,NIKKSNUDXYPTRO-UHFFFAOYSA-N,DTXSID2066804,DTXSID7041752,DTXSID4026505,DTXSID2021159,DTXSID90879065,-1.83,-3.82,-6.3,-1.38,-1.11,-3.71,-1.43,-1.86,-1.02,-1,0.56,0,4.73235481229529,0.003,4,1.84664245121917,1.258,0,0.142857142857143,26.23593,0
