MoleculeID,LogP_exp,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP,LogP_CAS_neighbor_1,LogP_CAS_neighbor_2,LogP_CAS_neighbor_3,LogP_CAS_neighbor_4,LogP_CAS_neighbor_5,LogP_InChiKey_neighbor_1,LogP_InChiKey_neighbor_2,LogP_InChiKey_neighbor_3,LogP_InChiKey_neighbor_4,LogP_InChiKey_neighbor_5,LogP_DTXSID_neighbor_1,LogP_DTXSID_neighbor_2,LogP_DTXSID_neighbor_3,LogP_DTXSID_neighbor_4,LogP_DTXSID_neighbor_5,LogP_Exp_neighbor_1,LogP_Exp_neighbor_2,LogP_Exp_neighbor_3,LogP_Exp_neighbor_4,LogP_Exp_neighbor_5,LogP_pred_neighbor_1,LogP_pred_neighbor_2,LogP_pred_neighbor_3,LogP_pred_neighbor_4,LogP_pred_neighbor_5,CrippenLogP,GATS2c,LipoaffinityIndex,AATS1p,ATSC1i,ETA_EtaP,MLFER_S,nN,ETA_Beta,SaltIndex
DTXSID30241388,NaN,2.94,[2.5:3.42],1,0.613,0.688,1206-88-8,129050-26-6,129050-23-3|197706-51-7,77-83-8,553-84-4,UWZLZRMWZHMWKH-UHFFFAOYSA-N,GVZDIJGBXSDSEP-UHFFFAOYSA-N,GVZDIJGBXSDSEP-UHFFFAOYSA-N,LQKRYVGRPXFFAV-UHFFFAOYSA-N,LVHLZMUFIYAEQB-UHFFFAOYSA-N,DTXSID30877146,DTXSID50463328,DTXSID70680196|DTXSID001036141,DTXSID8020591,DTXSID10203828,3.83,2.5,2.98,2.6,2.76,2.97,2.97,2.97,2.64,3.05,2.34119,1.087480747049,3.80339676521689,1.83909358357143,-5.30136537471523,0.7549,1.073,0,14.75,0
DTXSID3026564,6.1,6.1,[6:6.1],1,1,0.769,94-28-0,18268-70-7,70729-68-9,27619-97-2,230309-38-3,FRQDZJMEHSJOPU-UHFFFAOYSA-N,GYHPTPQZVBYHLC-UHFFFAOYSA-N,SSKNCQWPZQCABD-UHFFFAOYSA-N,VIONGDJUYAYOPU-UHFFFAOYSA-N,XLCIFRJORZNGEV-UHFFFAOYSA-N,DTXSID3026564,DTXSID8027797,DTXSID6028995,DTXSID6067331,DTXSID20177586,6.1,6.1,2.86,3.73,5.8,4.3,3.89,4.68,4.91,3.8,4.77269000000001,1.32764169833265,8.33470494398419,1.55903711623188,-17.7125102053996,1.24729,1.281,0,19,0
DTXSID80241419,NaN,1.32,[-2.22:4.86],1,0.301,0.1,85563-48-0,37947-49-2,75535-16-9,54060-92-3,73019-09-7,UENRCAFKOCYSLM-UHFFFAOYSA-N,AFPWQCSOLPRVRQ-UHFFFAOYSA-N,ROVFEQPPDLBNAV-UHFFFAOYSA-N,VRAOBFWNUBUCRN-UHFFFAOYSA-N,DMAKVGLLTBTPRM-UHFFFAOYSA-N,DTXSID5074682,DTXSID20958953,DTXSID9072816,DTXSID20879816,DTXSID30888358,6.71,3.83,-2.4,-1.1,-1.1,-0.8,-1.97,0.04,-1.45,-1.41,3.66578,1.71561661380854,10.3699810115571,1.56337257111111,-22.0732882499897,1.09502,0.928,2,13.75,2242
DTXSID4044747,1.9,1.9,[1.83:1.9],1,1,0.771,94317-64-3,916809-14-8,104617-49-4,106231-45-2,106231-37-2,HEPPIYNOUFWEPP-UHFFFAOYSA-N,MPOFVZMCKSOGHZ-UHFFFAOYSA-N,AMAOWGUPKUSGTO-UHFFFAOYSA-N,FJNLLRZFYQFQHJ-UHFFFAOYSA-N,KPINHOMFRQMSJA-UHFFFAOYSA-N,DTXSID4044747,DTXSID501020961,DTXSID60909060,DTXSID00878802,DTXSID60878823,1.9,0.3,0.2,0.51,0.49,0.02,0.55,0,0.71,0.99,-0.1732,0.459153243953666,2.86278310472131,2.10904364954545,-2.57679918802372,0.8382,1.523,3,6.75,0
DTXSID6024591,3.46,3.46,[3.4:3.52],1,1,0.847,94-36-0,606-28-0,131-57-7,119-53-9,87481-14-9,OMPJBNCRMGITSC-UHFFFAOYSA-N,NQSMEZJWJJVYOI-UHFFFAOYSA-N,DXGLGDHPHMLXJC-UHFFFAOYSA-N,ISAOCJYIOMOJEB-UHFFFAOYSA-N,SQFMIHCARVMICF-UHFFFAOYSA-N,DTXSID6024591,DTXSID2060549,DTXSID3022405,DTXSID1020144,DTXSID90352404,3.46,2.7,3.79,2.13,2.64,2.7,3.36,2.94,2.94,3.38,2.58379,1.00909837477569,5.28261188838498,1.9372623137931,1.40630544500608,0.50349,1.841,0,25.5,0
DTXSID0032601,2.9,2.9,[2.86:2.94],1,1,0.927,94361-06-5,NOCAS_874673,100199-27-7,100199-35-7,83657-22-1,UFNOUKDBUJZYDE-UHFFFAOYSA-N,QEEHVPIONMGPLD-UHFFFAOYSA-N,WRGKWWRFSUGDPX-UHFFFAOYSA-N,UMJUMYGXQXPTPY-UHFFFAOYSA-N,YNWVFADWVLCOPU-UHFFFAOYSA-N,DTXSID0032601,DTXSID10874673,DTXSID50874672,DTXSID90874535,DTXSID7032505,2.9,3.11,3.54,2.68,3.67,3.15,3.29,3.24,3.04,3.37,2.5243,0.947091305876774,6.68964732979394,1.8471140314,-2.19197623317682,0.86376,1.566,3,24.25,0
DTXSID50241446,NaN,2.96,[1.89:4.03],1,0.622,0.534,52298-44-9,NOCAS_874771,108611-54-7,846-50-4,6059-31-0,NFYQAEPHDGXJSY-UHFFFAOYSA-N,HIZQQOPJQGUZJR-UHFFFAOYSA-N,NRTMBKYNYROBPA-UHFFFAOYSA-N,SEQDDYPDSLOBDC-UHFFFAOYSA-N,SCEGMVZBALJQBV-UHFFFAOYSA-N,DTXSID2044686,DTXSID30874771,DTXSID20877711,DTXSID8021309,DTXSID10877947,1.81,3.29,2.86,2.19,4.94,2.97,3.35,3.05,3.23,3.21,3.99388,1.27195448243342,5.45693971176145,1.92278627617647,-4.04219865789933,0.69807,2.344,2,30.25,0
DTXSID2024113,3.94,3.94,[3.92:3.96],1,1,0.877,944-22-9,953-17-3,532-11-6,65490-84-8,92-85-3,KVGLBTYUCJYMND-UHFFFAOYSA-N,OUCCVXVYGFBXSV-UHFFFAOYSA-N,KYLIZBIRMBGUOP-UHFFFAOYSA-N,BIISXCBJKYLRNL-UHFFFAOYSA-N,GVIJJXMXTUZIOD-UHFFFAOYSA-N,DTXSID2024113,DTXSID3040275,DTXSID9046651,DTXSID20876300,DTXSID6059071,3.94,4.82,3.82,4.1,4.47,4.5,4.54,4.4,4.4,4.54,3.86668,1.40011303844024,6.78643816544365,2.5939332637931,0.606670130984239,0.82546,2.173,0,16,0
DTXSID60888740,NaN,3.33,[2.45:4.21],1,0.509,0.582,33602-03-8,68489-14-5,119515-38-7,141-04-8,64519-44-4,ZWIZLSQLKQJUQT-UHFFFAOYSA-N,GWRCTWAPTXBPHW-UHFFFAOYSA-N,QLHULAHOXSSASE-UHFFFAOYSA-N,RDOFJDLLWVCMRU-UHFFFAOYSA-N,SLHPMAOXNSLXEH-UHFFFAOYSA-N,DTXSID20877655,DTXSID501134437,DTXSID0034227,DTXSID9036690,DTXSID80886687,4.33,2.73,2.11,4.3,3.13,4.33,3.58,2.76,4.02,3.42,2.68809,0.740864045847672,5.35952952187346,1.56565341604444,-10.2604180838805,1.1144,1.098,1,13.75,110
DTXSID50648658,NaN,-1.36,[-2.55:-0.17],1,0.466,0.464,6665-16-3,62653-78-5,42826-42-6,524-36-7,1115-84-0,NFDYGNFETJVMSE-UHFFFAOYSA-N,KRNYOVHEKOBTEF-UHFFFAOYSA-N,OARJXUPBZNUYBG-UHFFFAOYSA-N,NHZMQXZHNVQTQA-UHFFFAOYSA-N,RTMSGWPTDBXTFW-UHFFFAOYSA-N,DTXSID60875837,DTXSID40423794,DTXSID80337861,DTXSID6045088,DTXSID80274005,-2.49,-2.82,-0.35,-1.3,0.28,-2.73,-1.95,0.05,-0.22,-1.45,-0.0128099999999999,0.936564919199004,2.14315006865709,1.57502210406452,1.88272835592387,0.91203,1.21,2,9.25,170
DTXSID9047590,4.01,4.01,[3.97:4.05],1,1,0.949,94-47-3,102-16-9,102-20-5,60045-26-3,120-51-4,OSORMYZMWHVFOZ-UHFFFAOYSA-N,MIYFJEKZLFWKLZ-UHFFFAOYSA-N,ZOZIRNMDEZKZHM-UHFFFAOYSA-N,ONPVMQLRVWKFFL-UHFFFAOYSA-N,SESFRYSPDFLNCH-UHFFFAOYSA-N,DTXSID9047590,DTXSID6024597,DTXSID0044494,DTXSID60323626,DTXSID8029153,4.01,3.48,3.8,4.4,3.97,3.86,4.05,4,3.82,3.5,3.05449,0.997121219864392,6.63961513613316,1.920035635625,-1.3888951753463,0.54782,1.41,0,23.25,0
DTXSID60877972,3.75,3.75,[3.7:3.8],1,1,0.85,94-49-5,840-65-3,19224-26-1,29973-91-9,606-28-0,XFDQLDNQZFOAFK-UHFFFAOYSA-N,GYUVMLBYMPKZAZ-UHFFFAOYSA-N,UMVMVEZHMZTUHD-UHFFFAOYSA-N,AYCIHUSEBJLTBF-UHFFFAOYSA-N,NQSMEZJWJJVYOI-UHFFFAOYSA-N,DTXSID60877972,DTXSID6029202,DTXSID0027802,DTXSID20305165,DTXSID2060549,3.75,3.5,3.9,2.59,2.7,3.01,3,3.45,3.41,3.36,2.66879,1.05469168155328,5.52201810795763,1.870261724,-4.30994885985673,0.56247,1.841,0,27,0
DTXSID3026566,2.29,2.29,[2.27:2.31],1,1,0.948,94-60-0,3437-84-1,133-13-1,13431-57-7,925-15-5,LNGAGQAGYITKCW-UHFFFAOYSA-N,RPBWMJBZQXCSFW-UHFFFAOYSA-N,VQAZCUCWHIIFGE-UHFFFAOYSA-N,ZFFGZCTVZNNVLP-UHFFFAOYSA-N,SZHZCPHKDJWHNG-UHFFFAOYSA-N,DTXSID3026566,DTXSID0063024,DTXSID7038739,DTXSID50158641,DTXSID80239018,2.29,2.6,2.4,1.9,2.16,2.12,1.98,1.71,2.31,2.06,1.37269,0.964422685694166,2.63417467970521,1.60546496533333,-7.36266978546701,0.86721,1.061,0,11.5,0
DTXSID3021805,NaN,2.66,[2.33:2.99],1,0.628,0.741,NOCAS_865096,NOCAS_878409,NOCAS_878427,NOCAS_875057,57646-30-7,BLPUOQGPBJPXRL-UHFFFAOYSA-N,IXERZJIJTBMQIJ-UHFFFAOYSA-N,PQUQOKPYICTCEF-UHFFFAOYSA-N,IBUVVTIRLMVASK-UHFFFAOYSA-N,CIEXPHRYOLIQQD-UHFFFAOYSA-N,DTXSID60865096,DTXSID60878409,DTXSID40878427,DTXSID40875057,DTXSID4047543,2.82,2.71,3.05,2.05,2.61,2.65,2.36,2.77,2.61,2.75,3.47536,1.19496835241481,6.92065089515077,1.79044147357143,-11.6725641470652,0.73692,2.431,1,24,0
DTXSID0074687,0.8,0.81,[0.8:0.9],1,1,0.773,946578-00-3,141627-90-9,723-57-9,NOCAS_878269,53052-47-4,ZVQOOHYFBIDMTQ-UHFFFAOYSA-N,OKLGUESAPBCBQU-UHFFFAOYSA-N,YLOIUIYEPKSXIK-UHFFFAOYSA-N,QPBVINCLXXUTEA-UHFFFAOYSA-N,IWZFFFOCUCZNBH-UHFFFAOYSA-N,DTXSID0074687,DTXSID20876628,DTXSID60222625,DTXSID80878269,DTXSID30346221,0.8,3.61,1.59,1.78,2.59,2.54,1.44,2.35,1.17,2.53,3.44989,0.741693802362437,6.03205181070761,1.99993261071429,-12.3716423718825,0.71572,2.399,3,23.5,0
DTXSID1027344,2.92,2.92,[2.9:3.01],1,1,0.797,947-04-6,142-78-9,39711-79-0,63449-88-7,63449-95-6,JHWNWJKBPDFINM-UHFFFAOYSA-N,QZXSMBBFBXPQHI-UHFFFAOYSA-N,VUNOFAIHSALQQH-UHFFFAOYSA-N,FTMSYMOBBRINAR-UHFFFAOYSA-N,FFEOEKMMMQFWBO-UHFFFAOYSA-N,DTXSID1027344,DTXSID5025493,DTXSID5047039,DTXSID2052316,DTXSID7052317,2.92,3.8,2.9,5.2,5.1,4.23,2.94,3.45,4.54,4.68,3.25109,0.821120532400293,6.30584162226001,1.64655911135135,-2.85850404758437,1.06577,0.913,1,9.25,0
DTXSID9044748,2.81,2.81,[2.79:2.83],1,1,0.954,947-19-3,1563-38-8,1878-59-7,NOCAS_871970,4770-31-4,QNODIIQQMGDSEF-UHFFFAOYSA-N,WJGPNUBJBMCRQH-UHFFFAOYSA-N,WCKYBLCGUSVWQI-UHFFFAOYSA-N,JPLBWCCELAOKOU-UHFFFAOYSA-N,UPWLZDAZAZFPKZ-UHFFFAOYSA-N,DTXSID9044748,DTXSID2027414,DTXSID90397077,DTXSID60871970,DTXSID40453410,2.81,2.08,2.67,3,2.69,2.67,2.81,3.64,2.3,2.68,2.53289,0.923212875498889,4.64221891770597,1.842537894875,4.15541809243695,0.80033,1.322,0,16,0
DTXSID4024195,3.25,3.24,[3.15:3.25],1,1,0.818,94-74-6,3307-39-9,NOCAS_879301,51939-71-0,17584-90-6,WHKUVVPPKQRRBV-UHFFFAOYSA-N,DKHJWWRYTONYHB-UHFFFAOYSA-N,UZUNPUFAQCUAJX-UHFFFAOYSA-N,SFLFCQJQOIZMHF-UHFFFAOYSA-N,KQLDYIIDXBUUCK-UHFFFAOYSA-N,DTXSID4024195,DTXSID90875865,DTXSID70879301,DTXSID20369080,DTXSID50327491,3.25,2.31,2.2,1.9,2.31,2.24,2.69,2.4,2.52,2.8,2.62081,0.96088521606344,3.41627359907726,1.85237647572727,-0.879718107136342,0.58902,1.161,0,16.25,0
DTXSID0020442,2.81,2.81,[2.79:2.83],1,1,0.953,94-75-7,588-22-7,587-64-4,1918-00-9,129309-69-9,OVSKIKFHRZPJSS-UHFFFAOYSA-N,SNYRXHULAWEECU-UHFFFAOYSA-N,LXWGIMHMQOCPCR-UHFFFAOYSA-N,IWEDIXLBFLAXBO-UHFFFAOYSA-N,GHYVKOUGZWMTID-UHFFFAOYSA-N,DTXSID0020442,DTXSID70207524,DTXSID40207399,DTXSID4024018,DTXSID20879295,2.81,2.81,2.84,2.21,2.75,2.66,2.67,2.56,2.62,2.81,3.19148,1.03918173554846,2.92040310402533,2.01386050189474,-0.571918052486834,0.55114,1.237,0,17,0
DTXSID4024193,2.79,2.79,[2.71:2.87],1,1,0.846,94-81-5,25485-88-5,15806-38-9,1083-27-8,1878-59-7,LLWADFLAOKUBDR-UHFFFAOYSA-N,NUQDJSMHGCTKNL-UHFFFAOYSA-N,GBXSANZZKSPQKM-UHFFFAOYSA-N,ULULAZKOCFNOIM-UHFFFAOYSA-N,WCKYBLCGUSVWQI-UHFFFAOYSA-N,DTXSID4024193,DTXSID2051928,DTXSID00876469,DTXSID1044514,DTXSID90397077,2.79,4.5,3.18,4.35,2.67,3.53,3.82,2.71,4.52,3.64,3.40101,0.764836636586163,4.32394381085222,1.81372356092857,-1.08497541691089,0.69829,1.228,0,17.25,0
DTXSID7024035,3.53,3.53,[3.46:3.53],1,1,0.817,94-82-6,NOCAS_879682,94-81-5,120-36-5|15165-67-0,40026-24-2,YIVXMZJTEQBPQO-UHFFFAOYSA-N,RIZBPBLWEKUPGL-UHFFFAOYSA-N,LLWADFLAOKUBDR-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,UIVQVPBZOASIML-UHFFFAOYSA-N,DTXSID7024035,DTXSID50879682,DTXSID4024193,DTXSID0020440|DTXSID0034851,DTXSID10874153,3.53,2.86,2.79,1.59,2.4,2.46,3.53,3.53,2.7,2.42,3.97168,0.839732704943318,3.82881689533372,1.93181307104,-0.875678252550142,0.66212,1.304,0,18,0
DTXSID2047727,NaN,2.58,[2.21:2.95],1,0.715,0.73,2785-87-7,37080-10-7,97-54-1,104-20-1,97-53-0,PXIKRTCSSLJURC-UHFFFAOYSA-N,FTVJHMDYEKFKAZ-UHFFFAOYSA-N,BJIOGJUNALELMI-UHFFFAOYSA-N,PCBSXBYCASFXTM-UHFFFAOYSA-N,RRAFCDWBNXTKKO-UHFFFAOYSA-N,DTXSID2047199,DTXSID60404045,DTXSID7022413,DTXSID5047166,DTXSID9020617,2.8,2.73,3.04,2,2.27,2.33,2.37,2.17,2.48,2.47,3.01188,1.11912405929841,4.94938419012976,1.73769866725926,-1.02772951512051,0.60408,1.212,0,15.75,0
DTXSID2041200,3.6,3.6,[3.57:3.63],1,1,0.989,94-91-7,94-91-7,NOCAS_874780,88132-35-8,88132-26-7,RURPJGZXBHYNEM-UHFFFAOYSA-N,RURPJGZXBHYNEM-UHFFFAOYSA-N,KIWSNDJQKNGLFO-UHFFFAOYSA-N,WYDPZNBSTPVPDQ-UHFFFAOYSA-N,BELOTBXQCWIKSN-UHFFFAOYSA-N,DTXSID2041200,DTXSID2041200,DTXSID20874780,DTXSID10632351,DTXSID80632368,3.6,3.6,2.8,3.67,2.86,3.6,3.6,3.29,3.21,3.02,3.29258,0.984380481292275,6.57930949297921,1.8383831233,-2.51047491495375,0.62674,1.886,2,28.5,0
DTXSID4025292,3.36,3.35,[3.26:3.36],1,1,0.794,94-96-2,1117-86-8,115-84-4,3425-61-4,144-19-4,RWLALWYNXFYRGW-UHFFFAOYSA-N,AEIJTFQOBWATKX-UHFFFAOYSA-N,DSKYSDCYIODJPC-UHFFFAOYSA-N,XRXANEMIFVRKLN-UHFFFAOYSA-N,JCTXKRPTIMZBJT-UHFFFAOYSA-N,DTXSID4025292,DTXSID9036646,DTXSID8041400,DTXSID6029256,DTXSID8027113,3.36,2.1,2.11,2.9,1.24,2.02,2.27,2.13,1.69,1.84,1.1659,0.784079586823812,2.97097149943311,1.52174907155556,0.349621519028525,1.02077,0.693,0,5,0
DTXSID0058221,1.04,1.04,[0.99:1.09],1,1,0.81,950-10-7,98886-44-3,133-06-2,52067-44-4,2600-69-3,LTQSAUHRSCMPLD-UHFFFAOYSA-N,DUFVKSUJRWYZQP-UHFFFAOYSA-N,LDVVMCZRFWMZSG-UHFFFAOYSA-N,DHBBVTBKLSMQJK-UHFFFAOYSA-N,FMXFZNGITFNSAG-UHFFFAOYSA-N,DTXSID0058221,DTXSID0034930,DTXSID9020243,DTXSID30875642,DTXSID4037586,1.04,1.68,2.8,0.96,2.07,2.25,1.94,2.34,0.94,1.96,2.61209,0.633853811253894,3.04347317047395,2.11570222451613,-13.6421118768783,1.0939,1.683,1,12.25,0
DTXSID5020819,2.2,2.2,[2.1:2.2],1,1,0.792,950-37-8,60-51-5,2540-82-1,37157-97-4,111-54-6,MEBQXILRKZHVCX-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,AIKKULXCBHRFOS-UHFFFAOYSA-N,KMNOHZDZOVRFCP-UHFFFAOYSA-N,AWYFNIZYMPNGAI-UHFFFAOYSA-N,DTXSID5020819,DTXSID7020479,DTXSID4041991,DTXSID70879285,DTXSID5043972,2.2,0.78,1.48,1.81,-2.7,0.84,0.06,0.87,1.77,0.95,1.78428,1.12817673679241,1.23104524102302,2.48415583,-9.62022276102679,0.89338,3.032,2,15.5,0
DTXSID0058223,NaN,1.46,[1.05:1.87],1,0.521,0.645,NOCAS_875082,NOCAS_875167,NOCAS_875187,70606-63-2,NOCAS_874960,AZRMPLRFNYIFMG-UHFFFAOYSA-N,WKIQCAOTGDUJJJ-UHFFFAOYSA-N,SPHMGBXEEHIWKH-UHFFFAOYSA-N,VRXFDHXUFJMNEH-UHFFFAOYSA-N,NYLLPNYPEUPHGG-UHFFFAOYSA-N,DTXSID90875082,DTXSID30875167,DTXSID30875187,DTXSID90877889,DTXSID00874960,1.54,1.64,0.76,2.03,1.33,0.91,0.98,0.24,1.11,1.1,3.04061,0.539039586708889,7.20677851845497,1.76451045840909,-9.40136121744965,0.86203,2.509,5,27.5,0
DTXSID6020147,1.44,1.44,[1.41:1.47],1,1,0.956,95-14-7,90-16-4,5401-94-5,19335-11-6,7597-18-4,QRUDEWIWKLJBPS-UHFFFAOYSA-N,DMSSTTLDFWKBSX-UHFFFAOYSA-N,WSGURAYTCUVDQL-UHFFFAOYSA-N,XBTOSRUBOXQWBO-UHFFFAOYSA-N,ORZRMRUXSPNQQL-UHFFFAOYSA-N,DTXSID6020147,DTXSID5026544,DTXSID5049316,DTXSID2066480,DTXSID40884407,1.44,0.83,2.03,0.65,2.06,1.31,1.11,1.87,1.14,1.83,0.88119,0.987131486937606,2.94743861111111,1.86766996933333,11.3294046931001,0.32959,1.162,3,14.5,0
DTXSID10872811,NaN,1.43,[0.85:2.01],1,0.623,0.658,NOCAS_877448,77812-88-5,NOCAS_877456,7652-64-4,74746-43-3,WUBWLUZYIJQGFU-UHFFFAOYSA-N,NISACKAEBANLAB-UHFFFAOYSA-N,DBPOMJMEVNAMCN-UHFFFAOYSA-N,PQJYXFVJBSRUPG-UHFFFAOYSA-N,ZCPRMRBJNJMHRJ-UHFFFAOYSA-N,DTXSID70877448,DTXSID10877568,DTXSID00877456,DTXSID4052508,DTXSID40632324,2.3,0.88,1.5,1.74,0.71,1.44,1.11,1.03,0.92,0.83,2.06338,1.07599330804498,4.9303293390062,1.80816411,-17.8189452028153,0.70684,2.326,2,22.25,0
DTXSID7024586,2.01,2.01,[1.99:2.03],1,1,0.922,95-16-9,2402-77-9,2457-47-8,16110-09-1,272-12-8,IOJUPLGTWVMSFF-UHFFFAOYSA-N,MAKFMOSBBNKPMS-UHFFFAOYSA-N,WPGHPGAUFIJVJF-UHFFFAOYSA-N,GCTFDMFLLBCLPF-UHFFFAOYSA-N,GDQBPBMIAFIRIU-UHFFFAOYSA-N,DTXSID7024586,DTXSID7051894,DTXSID60179307,DTXSID7051765,DTXSID60181662,2.01,2.11,2.56,2.4,1.74,2.3,1.99,1.84,1.83,2.05,2.15908,1.0794743913527,3.53735345679012,2.37740810333333,-1.37520243196872,0.36802,0.992,1,14.5,0
DTXSID9032535,1.6,1.6,[1.54:1.66],1,1,0.847,95266-40-3,50405-44-2,143294-89-7,18542-37-5,10247-71-9,FNNWEGFGOSAQMF-UHFFFAOYSA-N,YZTVZUCBVSWLLP-UHFFFAOYSA-N,UNMYTEORJFXQBK-UHFFFAOYSA-N,IFYQXAXVZGMFNW-UHFFFAOYSA-N,ZEVSGZJPWOWMRR-UHFFFAOYSA-N,DTXSID9032535,DTXSID00715920,DTXSID90559517,DTXSID6075146,DTXSID40874666,1.6,0.36,1.8,0.31,-0.64,0.85,0.56,0.79,0.44,0.78,0.92689,0.805428127998285,0.939860513002108,1.77452711314286,-1.31783887767134,0.88095,2.154,0,17,0
DTXSID7026572,4.67,4.67,[4.58:4.76],1,1,0.78,95-31-8,95-33-0,NOCAS_875689,NOCAS_878984,20434-64-4,IUJLOAKJZQBENM-UHFFFAOYSA-N,DEQZTKGFXNUBJL-UHFFFAOYSA-N,BPBPYQWMFCTCNG-UHFFFAOYSA-N,DMEZYGJWXUSYND-UHFFFAOYSA-N,DWDZPJCCEADYFT-UHFFFAOYSA-N,DTXSID7026572,DTXSID5020360,DTXSID50875689,DTXSID60878984,DTXSID90876812,4.67,5,2.76,2.56,1.83,3.07,4.1,2.88,2.62,2.2,2.42548,0.881644366131604,5.65395324263039,2.11798827766667,-3.98883340662477,0.82673,1.078,2,18.25,0
DTXSID5020360,5,5,[4.95:5],1,1,0.835,95-33-0,95-31-8,NOCAS_874189,4238-66-8,6587-21-9,DEQZTKGFXNUBJL-UHFFFAOYSA-N,IUJLOAKJZQBENM-UHFFFAOYSA-N,ZDBZFOMBODFTKH-UHFFFAOYSA-N,IWBSLSHNIIOYRW-UHFFFAOYSA-N,JLNGJAVPDRIMBL-UHFFFAOYSA-N,DTXSID5020360,DTXSID7026572,DTXSID20874189,DTXSID00195182,DTXSID80879271,5,4.67,3.39,4.06,4.15,4.1,3.07,3.17,2.83,3.58,2.95968,0.994741063741565,6.6009814553466,2.11809819857143,-2.27532496285266,0.8332,1.268,2,19.75,0
DTXSID2036112,NaN,3.82,[2.47:5.17],1,0.551,0.43,20457-75-4,25307-17-9,109-28-4,5343-44-2,3081-14-9,DWIUBTKCNCCGOO-UHFFFAOYSA-N,BITAPBDLHJQAID-UHFFFAOYSA-N,UCWYGNTYSWIDSW-UHFFFAOYSA-N,MFARGUPPFBTESX-UHFFFAOYSA-N,ZJNLYGOUHDJHMG-UHFFFAOYSA-N,DTXSID40885136,DTXSID40860105,DTXSID10873803,DTXSID80968098,DTXSID2024618,3.37,3.4,1.84,5.7,5.34,4.91,5.18,3.95,5.99,4.02,5.65649000000001,1.18077574848421,12.5234743461914,1.6373660402388,-13.9570426675336,1.23349,1.16,2,16.5,0
DTXSID7037505,3.9,3.9,[3.85:3.95],1,1,0.874,95465-99-9,NOCAS_874052,NOCAS_874053,13194-48-4,268567-32-4,KXRPCFINVWWFHQ-UHFFFAOYSA-N,ZVFPHFFHNKPTFM-UHFFFAOYSA-N,RKZDFGCWYYCUHL-UHFFFAOYSA-N,VJYFKVYYMZPMAB-UHFFFAOYSA-N,NPRQLWMILWHEDI-UHFFFAOYSA-N,DTXSID7037505,DTXSID10874052,DTXSID70874053,DTXSID4032611,DTXSID60870302,3.9,5.35,5.45,3.59,3.9,4.45,5.16,5.13,2.85,3.89,4.2144,0.820945043526151,5.867713207462,2.24420754405405,-1.82514744835703,1.35874,1.61,0,9.75,0
DTXSID3021807,3.12,3.12,[3.1:3.14],1,1,0.975,95-47-6,108-38-3,106-42-3,98-08-8,352-32-9,CTQNGGLPUBDAKN-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,GETTZEONDQJALK-UHFFFAOYSA-N,WRWPPGUCZBJXKX-UHFFFAOYSA-N,DTXSID3021807,DTXSID6026298,DTXSID2021868,DTXSID2024589,DTXSID7059852,3.12,3.2,3.15,3.01,2.58,3.05,3.09,3.11,2.96,2.63,1.74264,0.664787822896896,4.87781018518518,1.85814683888889,4.39648317751562e-14,0.52614,0.529,0,10,0
DTXSID8021808,1.95,1.95,[1.94:1.97],1,1,0.967,95-48-7,108-39-4,106-44-5,118-90-1,456-22-4,QWVGKYWNOKOFNN-UHFFFAOYSA-N,RLSSMJSEOOYNOY-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,ZWLPBLYKEWSWPD-UHFFFAOYSA-N,BBYDXOIZLAWGSL-UHFFFAOYSA-N,DTXSID8021808,DTXSID6024200,DTXSID7021869,DTXSID6026161,DTXSID9060023,1.95,1.96,1.94,2.46,2.07,2.05,1.97,1.98,2.02,1.92,1.84552,0.566699118565802,3.23469240740741,1.82445113475,2.40894176271876,0.433,0.851,0,10.75,0
DTXSID8023977,3.42,3.42,[3.37:3.42],1,1,0.884,95-49-8,456-42-8,352-11-4,345-35-7,108-41-8,IBSQPLPBRSHTTG-UHFFFAOYSA-N,XBDXMDVEZLOGMC-UHFFFAOYSA-N,IZXWCDITFDNEBY-UHFFFAOYSA-N,MOBRMRJUKNQBMY-UHFFFAOYSA-N,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,DTXSID8023977,DTXSID4060026,DTXSID7059850,DTXSID9059838,DTXSID4052841,3.42,2.77,2.73,2.67,3.28,2.94,2.9,2.91,2.98,3.3,2.36802,0.860879414371512,4.39027167009602,2.06384734466667,1.33226762955019e-15,0.47689,0.686,0,10.75,0
