MoleculeID,LogP_exp,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP,LogP_CAS_neighbor_1,LogP_CAS_neighbor_2,LogP_CAS_neighbor_3,LogP_CAS_neighbor_4,LogP_CAS_neighbor_5,LogP_InChiKey_neighbor_1,LogP_InChiKey_neighbor_2,LogP_InChiKey_neighbor_3,LogP_InChiKey_neighbor_4,LogP_InChiKey_neighbor_5,LogP_DTXSID_neighbor_1,LogP_DTXSID_neighbor_2,LogP_DTXSID_neighbor_3,LogP_DTXSID_neighbor_4,LogP_DTXSID_neighbor_5,LogP_Exp_neighbor_1,LogP_Exp_neighbor_2,LogP_Exp_neighbor_3,LogP_Exp_neighbor_4,LogP_Exp_neighbor_5,LogP_pred_neighbor_1,LogP_pred_neighbor_2,LogP_pred_neighbor_3,LogP_pred_neighbor_4,LogP_pred_neighbor_5,CrippenLogP,GATS2c,LipoaffinityIndex,AATS1p,ATSC1i,ETA_EtaP,MLFER_S,nN,ETA_Beta,SaltIndex
DTXSID2044470,2.19,2.19,[2.16:2.22],1,1,0.979,93-55-0,93-53-8,101-39-3|15174-47-7,495-40-9,585-74-0,KRIOVPPHQSLHCZ-UHFFFAOYSA-N,IQVAERDLDAZARL-UHFFFAOYSA-N,VLUMOWNVWOXZAU-UHFFFAOYSA-N,FFSAXUULYPJSKH-UHFFFAOYSA-N,FSPSELPMWGWDRY-UHFFFAOYSA-N,DTXSID2044470,DTXSID0052629,DTXSID4025587|DTXSID401018359,DTXSID3047059,DTXSID5074717,2.19,1.96,2.47,2.77,2.15,2.24,2.14,2.17,2.39,2.02,2.24769,0.876732642078457,4.01727074074074,1.878744155,2.22044604925031e-15,0.50537,1.024,0,12.75,0
DTXSID5025572,2.12,2.12,[2.09:2.15],1,1,0.976,93-58-3,394-35-4,403-33-8,101-41-7,99-75-2,QPJVMBTYPHYUOC-UHFFFAOYSA-N,QAFJIJWLEBLXHH-UHFFFAOYSA-N,MSEBQGULDWDIRW-UHFFFAOYSA-N,CRZQGDNQQAALAY-UHFFFAOYSA-N,QSSJZLPUHJDYKF-UHFFFAOYSA-N,DTXSID5025572,DTXSID1059941,DTXSID40193309,DTXSID1044352,DTXSID4025668,2.12,1.82,2.28,1.83,2.7,2.07,2.39,2.01,2.56,2.52,1.44159,1.08592015711756,3.40503944444444,1.80270413777778,-3.06777907727776,0.42205,0.984,0,13.25,0
DTXSID0059089,1.09,1.09,[1.06:1.12],1,1,0.975,93-61-8,579-10-2,27153-17-9,53643-53-1,5470-34-8,JIKUXBYRTXDNIY-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,LGYVYDLYKHFUPM-UHFFFAOYSA-N,SZCZSKMCTGEJKI-UHFFFAOYSA-N,SXEVZVMJNXOXIJ-UHFFFAOYSA-N,DTXSID0059089,DTXSID8060373,DTXSID00343762,DTXSID10875928,DTXSID30203163,1.09,1.12,1.25,1.94,1.03,1.15,1.82,1.06,1.32,1.18,2.04018,1.08606453441751,3.9832856292517,1.76871783105263,-9.19242961795787,0.41362,1.443,1,14,0
DTXSID5061322,NaN,1.06,[0.12:2.08],1,0.635,0.566,59-98-3,6091-81-2,494-97-3,75680-92-1,1722-10-7,JIVZKJJQOZQXQB-UHFFFAOYSA-N,ZXMPSTMIJQZYLV-UHFFFAOYSA-N,MYKUKUCHPMASKF-UHFFFAOYSA-N,GVSVPKDEHFOXSW-UHFFFAOYSA-N,XBJLKXOOHLLTPG-UHFFFAOYSA-N,DTXSID3023683,DTXSID40310453,DTXSID7075420,DTXSID50438516,DTXSID10169213,2.65,0.61,0.17,0.12,0.89,1.4,1.46,0.76,0.12,0.74,0.93409,1.22383370574031,4.0482184542706,1.83702595863636,-4.31159525462966,0.48505,1.146,2,14.5,0
DTXSID9024194,3.13,3.13,[3.09:3.17],1,1,0.941,93-65-2,882-09-7,25204-89-1,3307-39-9,25800-28-6,WNTGYJSOUMFZEP-UHFFFAOYSA-N,TXCGAZHTZHNUAI-UHFFFAOYSA-N,GVMOTDXEGIBMCK-UHFFFAOYSA-N,DKHJWWRYTONYHB-UHFFFAOYSA-N,UDEIXQKSOXLXBS-UHFFFAOYSA-N,DTXSID9024194,DTXSID1040661,DTXSID30874195,DTXSID90875865,DTXSID50278555,3.13,2.57,3.47,2.31,3.45,2.95,3.19,2.9,2.69,2.7,3.00931,0.957983610280836,3.87532360017955,1.83073084344,-0.994662200610058,0.68213,1.122,0,16.75,0
DTXSID3026562,0.85,0.85,[0.85:0.89],1,1,0.9,93-68-5,5234-26-4,7463-31-2,2719-21-3,97-36-9,TVZIWRMELPWPPR-UHFFFAOYSA-N,YSZGCNKBKQQPAH-UHFFFAOYSA-N,AFZTYHRVDOKRKV-UHFFFAOYSA-N,WECHHDJTILFYQT-UHFFFAOYSA-N,HGVIAKXYAZRSEG-UHFFFAOYSA-N,DTXSID3026562,DTXSID80200369,DTXSID30323577,DTXSID10181657,DTXSID4040719,0.85,1.5,1.06,1.24,1.45,1.24,1.1,1.16,1.07,0.96,2.52091,0.677822835844628,4.03486035084404,1.79028459333333,-1.65393067135574,0.61526,1.957,1,17.5,0
DTXSID3042051,0.71,0.71,[0.65:0.77],1,1,0.951,93-69-6,114-86-3,72775-79-2,30508-25-9,56189-70-9,SQZCAOHYQSOZCE-UHFFFAOYSA-N,ICFJFFQQTFMIBG-UHFFFAOYSA-N,LCYBPFAFLRTTJG-UHFFFAOYSA-N,LLHWSBXZXJXVPL-UHFFFAOYSA-N,HJTOJKCCMDPFID-UHFFFAOYSA-N,DTXSID3042051,DTXSID1023449,DTXSID20876401,DTXSID50875922,DTXSID30879483,0.71,-0.83,1.65,1.26,2.19,0.83,1.07,1.58,1.22,1.91,1.19658,0.124763168097427,3.50899670571932,1.65099792481481,0.565069277673991,0.54907,1.807,5,18.25,0
DTXSID0061325,NaN,1.68,[1.44:2],1,0.646,0.774,52950-18-2,5330-38-1,6641-02-7,2316-64-5,59887-89-7,RWOLDZZTBNYTMS-UHFFFAOYSA-N,AFPSETMCMFRVPG-UHFFFAOYSA-N,DTJNPTWSVJSFRE-UHFFFAOYSA-N,KNKRHSVKIORZQB-UHFFFAOYSA-N,WVJCRTSTRGRJJT-UHFFFAOYSA-N,DTXSID10369958,DTXSID60201450,DTXSID50286953,DTXSID30177739,DTXSID40208604,1.51,1.44,2.3,1.72,1.44,1.33,1.81,2.27,1.76,1.27,1.93819,0.867431333790467,2.71264492840346,1.967108076625,5.03846724746878,0.49152,1.439,0,14.25,0
DTXSID0021387,3.8,3.8,[3.72:3.8],1,1,0.855,93-72-1,93-76-5,120-36-5|15165-67-0,129309-69-9,28165-71-1,ZLSWBLPERHFHIS-UHFFFAOYSA-N,SMYMJHWAQXWPDB-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,GHYVKOUGZWMTID-UHFFFAOYSA-N,YNSMUWSJRXDNLN-UHFFFAOYSA-N,DTXSID0021387,DTXSID5021388,DTXSID0020440|DTXSID0034851,DTXSID20879295,DTXSID60879299,3.8,3.31,1.59,2.75,2.94,3.14,3.35,2.7,2.81,2.68,4.23338,1.03645126470971,3.44636421730603,2.08210881118182,-0.6093000433637,0.69887,1.25,0,18.75,0
DTXSID5021388,3.31,3.31,[3.28:3.34],1,1,0.98,93-76-5,129309-69-9,93-72-1,28165-71-1,57057-83-7,SMYMJHWAQXWPDB-UHFFFAOYSA-N,GHYVKOUGZWMTID-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,YNSMUWSJRXDNLN-UHFFFAOYSA-N,RKEHLKXRUVUBJN-UHFFFAOYSA-N,DTXSID5021388,DTXSID20879295,DTXSID0021387,DTXSID60879299,DTXSID7052232,3.31,2.75,3.8,2.94,3.77,3.35,2.81,3.14,2.68,3.23,3.84488,1.0541620708251,2.98576075703407,2.14686343294737,-0.415360226092117,0.60947,1.289,0,18.25,0
DTXSID50918060,NaN,7.87,[7.38:8.44],1,0.677,0.622,112-39-0,110-27-0,112-62-9,112-61-8,37811-72-6,FLIACVVOZYBSBS-UHFFFAOYSA-N,AXISYYRBXTVTFY-UHFFFAOYSA-N,QYDYPVFESGNLHU-UHFFFAOYSA-N,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,SZFOMJOELAAHAF-UHFFFAOYSA-N,DTXSID4029149,DTXSID0026838,DTXSID5025811,DTXSID2047640,DTXSID70191252,7.38,7.71,7.45,8.35,8.95,7.24,6.98,7.36,7.34,6.38,6.12059000000001,1.02410418598071,10.1254539470589,1.61323663927273,-6.26196284863007,1.27027,0.519,0,11.75,0
DTXSID40888723,6,6,[5.89:6.11],1,1,0.843,93778-52-0,112-85-6,4306-88-1,29710-25-6,661-19-8,OYXVDHZABMXCMX-UHFFFAOYSA-N,UKMSUNONTOPOIO-UHFFFAOYSA-N,VQQLTEBUMLSLFJ-UHFFFAOYSA-N,GLCFQKXOQDQJFZ-UHFFFAOYSA-N,NOPFSRXAKWQILS-UHFFFAOYSA-N,DTXSID40888723,DTXSID3026930,DTXSID4063404,DTXSID70865507,DTXSID4027286,6,4.62,6.5,9.78,8.3,6.71,7.08,7.08,7.15,8.15,8.76289,0.670838188391899,14.184608232631,1.63965384323287,-0.710854278963977,1.42875,0.469,0,14.5,0
DTXSID70917959,-0.4,-0.4,[-0.4:-0.31],1,1,0.74,93783-70-1,71195-58-9,75841-99-5,75841-91-7,NOCAS_875472,BYLGJQCTWJLKSB-UHFFFAOYSA-N,IDBPHNDTYPBSNI-UHFFFAOYSA-N,CIFHXAFCNLSMAM-UHFFFAOYSA-N,GMXHWRJGGGQZQA-UHFFFAOYSA-N,JAFLJUBRSFURDJ-UHFFFAOYSA-N,DTXSID70917959,DTXSID9022570,,,DTXSID00875472,-0.4,2.16,2.21,1.94,3.21,2.36,2.34,2.11,2,3.4,2.51265,1.60804236856264,7.68435112145368,1.73591723788461,-21.8421532945872,1.07139,1.444,6,24.25,235
DTXSID40917865,NaN,6.8,[6:8.68],0,0.522,0.319,14450-05-6,3126-80-5,126-57-8,35415-27-1,145650-60-8,IBKKMFMBXQARGV-UHFFFAOYSA-N,GNCDUZFXTFAOBE-UHFFFAOYSA-N,KDMAJIXYCNOVJB-UHFFFAOYSA-N,ROPPTGKKZZDFJN-UHFFFAOYSA-N,ZEFSGHVBJCEKAZ-UHFFFAOYSA-N,DTXSID6027765,DTXSID70863109,DTXSID8027038,DTXSID60188898,DTXSID6051728,6.2,6.01,6.2,6,12,6.94,7.64,5.78,5.93,6.83,10.80549,0.938546437295977,16.1307325081078,1.62178909322581,-17.3028395579091,1.73618,1.616,0,33,0
DTXSID80891711,NaN,2.74,[1.3:4.18],1,0.469,0.384,2215-35-2,4259-15-8,24151-93-7,5810-88-8,65140-91-2,KGYKKBGZPGVFOS-UHFFFAOYSA-N,DQNJHGSFNUDORY-UHFFFAOYSA-N,UNLYSVIDNRIVFJ-UHFFFAOYSA-N,DQNJHGSFNUDORY-UHFFFAOYSA-N,WBSRIXCTCFFHEF-UHFFFAOYSA-N,DTXSID2027460,DTXSID5027566,DTXSID8058031,DTXSID9027605,DTXSID9044249,2.21,3.59,4.04,5.1,-0.1,3.3,5.05,3.46,5.72,3.66,4.8594,1.0356456494678,8.62570897845927,2.05418725023256,-8.77741616034969,1.28978,2.383,0,11,300
DTXSID8026563,6,6,[5.89:6.11],1,1,0.867,93-83-4,20429-33-8,111-57-9,3658-48-8,52558-73-3,LPMBTLLQQJBUOO-UHFFFAOYSA-N,ULHGTPIJYDGNHZ-UHFFFAOYSA-N,OTGQIQQTPXJQRG-UHFFFAOYSA-N,HZIUHEQKVCPTAJ-UHFFFAOYSA-N,NGOZDSMNMIRDFP-UHFFFAOYSA-N,DTXSID8026563,DTXSID20885134,DTXSID9042178,DTXSID2044927,DTXSID7068766,6,6.86,4.46,6.5,1.3,5.48,4.27,5.99,5.64,1.86,4.99718000000001,0.969151637766588,10.6239744398802,1.60651430414706,-9.65761839217423,1.2443,1.631,1,16.5,0
DTXSID90879808,0.24,0.24,[0.19:0.29],1,1,0.831,93841-25-9,70643-20-8,55-55-0,72595-97-2,54381-16-7,KWSVXCAQFTWTEF-UHFFFAOYSA-N,WCPGNFONICRLCL-UHFFFAOYSA-N,ZFIQGRISGKSVAG-UHFFFAOYSA-N,AGAHETWGCFCMDK-UHFFFAOYSA-N,ISCYHXYLVTWDJT-UHFFFAOYSA-N,DTXSID90879808,DTXSID70892454,DTXSID6025565,DTXSID10222918,DTXSID5020075,0.24,-0.54,0.79,-0.32,-2.8,1.17,-0.79,-1.38,-1.01,-1.27,0.3858,0.636513171689561,2.35835785525321,1.67773945026087,11.2969281438195,0.55426,1.743,2,13.25,2042
DTXSID30891100,NaN,-0.56,[-1.26:0.14],1,0.393,0.529,16271-10-6,16672-87-0,10265-92-6,144-48-9,35160-38-4,GJQVSHMRLSTSOT-UHFFFAOYSA-N,UDPGUMQDCGORJQ-UHFFFAOYSA-N,NNKVPIKMPCQWCG-UHFFFAOYSA-N,PGLTVOMIXTUURA-UHFFFAOYSA-N,KTLIMPGQZDZPSB-UHFFFAOYSA-N,DTXSID20875570,DTXSID7024085,DTXSID6024177,DTXSID9020742,DTXSID901019514,0.15,-0.22,-0.8,-0.19,-1.88,0.2,-0.85,-0.18,-0.08,-0.04,-0.22571,0.376634699015089,1.21881549725652,2.344824633,-4.41381401063543,0.84053,0.943,0,4,190
DTXSID60917382,1.14,1.14,[1.1:1.18],1,1,0.856,93859-32-6,55390-39-1,55687-72-4,85721-12-6,3087-16-9,HAWOYHHDVYZZGS-UHFFFAOYSA-N,IIVFKZIJLAWXCY-UHFFFAOYSA-N,FHFMNOYMTBTEOP-UHFFFAOYSA-N,AYGCARMRWMGABG-UHFFFAOYSA-N,QEFJYMFUMVHTBR-UHFFFAOYSA-O,DTXSID60917382,DTXSID70875126,,DTXSID701023854,DTXSID4046577,1.14,2,0.79,-1.02,0.6,0.45,2.19,1.12,3.57,-1.43,3.61426,1.00949791169055,5.20434193157616,1.96933926589474,-9.13574402026147,0.93032,5.387,3,41.75,110
DTXSID6041636,2.5,2.5,[2.46:2.54],1,1,0.953,93-92-5,939-48-0,103-45-7,2021-28-5,101-97-3,QUMXDOLUJCHOAY-UHFFFAOYSA-N,FEXQDZTYJVXMOS-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,JAGZUIGGHGTFHO-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,DTXSID6041636,DTXSID9044746,DTXSID7044506,DTXSID9047095,DTXSID6044353,2.5,3.18,2.3,2.73,2.28,2.63,2.5,2.62,3.09,2.7,2.20349,0.858467625020981,4.47861489559713,1.770027155,-3.21962708433339,0.60383,0.945,0,14.25,0
DTXSID70916987,1.9,1.9,[1.86:1.94],1,1,0.933,93940-97-7,651736-67-3,4419-11-8,46982-43-8,486455-65-6,HEUAYLFWKXGPEA-UHFFFAOYSA-N,MDSVGJAUFNXYRR-UHFFFAOYSA-N,WYGWHHGCAGTUCH-UHFFFAOYSA-N,HPFQQNZATXDEKM-UHFFFAOYSA-N,OVUBDKNXJHOLMI-UHFFFAOYSA-N,DTXSID70916987,DTXSID80799304,DTXSID3044675,DTXSID90276853,DTXSID10197571,1.9,1.12,3.32,0.93,2.51,2.12,0.91,2.8,1.53,3.55,2.64417,1.03569240346446,7.39625224632538,1.67678534708333,-6.1241263311342,1.20941,2.216,4,17.5,0
DTXSID10916885,NaN,4.13,[3.87:4.39],1,0.662,0.777,1352216-91-1,127-41-3,33885-51-7,35836-72-7,5888-33-5,YBJPIMFFVACSFR-UHFFFAOYSA-N,UZFLPKAIBPNNCA-UHFFFAOYSA-N,DDFGFKGJBOILQZ-UHFFFAOYSA-N,AWNOGHRWORTNEI-UHFFFAOYSA-N,PSGCQDPCAWOCSH-UHFFFAOYSA-N,DTXSID501021040,DTXSID0035160,DTXSID7052022,DTXSID40189368,DTXSID5052250,3.89,3.85,4.3,4.24,4.52,3.96,4.08,3.98,4.04,4.92,2.94798,0.755296943109586,7.04966296283174,1.7926949,0.718064334983392,1.03122,0.853,0,12.75,0
DTXSID6074968,-0.41,-0.41,[-0.43:-0.39],1,1,0.906,93981-14-7,26919-50-6,85030-08-6,81919-14-4,242482-67-3,GLKZGJGPYOFPKV-UHFFFAOYSA-N,ASJPRZHJNRBKTI-UHFFFAOYSA-N,TVIDDXQYHWJXFK-UHFFFAOYSA-N,BYFMCKSPFYVMOU-UHFFFAOYSA-N,UWHPFAYMOQMPMB-UHFFFAOYSA-N,DTXSID6074968,DTXSID0067268,DTXSID80234088,DTXSID701002309,DTXSID501019598,-0.41,-0.43,0.3,0.2,-0.04,-0.03,-0.1,-0.86,0.13,-0.2,2.3857,0.628525836918037,4.48947281817387,1.86488351463158,-3.20618911527048,0.79988,1.724,1,20.5,3118
DTXSID6027343,3.1,3.1,[3.07:3.13],1,1,0.987,939-97-9,645-13-6,38861-78-8,7775-00-0,2235-83-8,OTXINXDGSUFPNU-UHFFFAOYSA-N,PDLCCNYKIIUWHA-UHFFFAOYSA-N,KEAGRYYGYWZVPC-UHFFFAOYSA-N,RLEFOSDUWZYGOS-UHFFFAOYSA-N,DGMYRPFYNFQCHM-UHFFFAOYSA-N,DTXSID6027343,DTXSID0052330,DTXSID6068147,DTXSID6074883,DTXSID10176886,3.1,2.98,3.4,3.5,2.42,3.11,2.97,3.16,3.13,2.57,2.76499,0.762736182999538,5.78445740740741,1.83103309,-1.54543045027822e-13,0.73145,0.945,0,13.75,0
DTXSID4052633,3.59,3.59,[3.56:3.62],1,1,0.903,94-04-2,142-09-6,1370711-06-0,115-99-1,112-06-1,IGBZOHMCHDADGY-UHFFFAOYSA-N,LNCPIMCVTKXXOY-UHFFFAOYSA-N,PVADUHPHJRAAIS-UHFFFAOYSA-N,JZOCDHMHLGUPFI-UHFFFAOYSA-N,ZCZSIDMEHXZRLG-UHFFFAOYSA-N,DTXSID4052633,DTXSID4025406,DTXSID60889297,DTXSID2047642,DTXSID9047124,3.59,4.27,3.75,3.71,3.46,3.97,3.81,3.77,4.18,3.85,3.04958,0.874306299580769,5.15444807539683,1.59906957172414,-6.11206869989638,0.87677,0.559,0,9.25,0
DTXSID9045003,NaN,-0.69,[-1.68:0.2],1,0.274,0.407,16652-76-9,223398-24-1,26919-50-6,81919-14-4,93981-14-7,YIRBOOICRQFSOK-UHFFFAOYSA-N,FDKGIXCUGKPNRB-UHFFFAOYSA-N,ASJPRZHJNRBKTI-UHFFFAOYSA-N,BYFMCKSPFYVMOU-UHFFFAOYSA-N,GLKZGJGPYOFPKV-UHFFFAOYSA-N,DTXSID10937212,DTXSID001045075,DTXSID0067268,DTXSID701002309,DTXSID6074968,-0.13,-2.55,-0.43,0.2,-0.41,-1.03,0.22,-0.1,0.13,-0.03,2.88618,1.30052757856101,6.31043549940337,1.77232537604082,-5.63726678722042,0.94797,2.573,1,21.5,3533
DTXSID7072969,4.14,4.14,[4.1:4.14],1,1,0.859,94108-97-1,NOCAS_875254,NOCAS_875252,6337-43-5,128794-94-5,XRMBQHTWUBGQDN-UHFFFAOYSA-N,YFSDAZMFTHTELI-UHFFFAOYSA-N,RXSRREMNZIFTEF-UHFFFAOYSA-N,YUOKTNQLLUHUEK-UHFFFAOYSA-N,RTGDFNSFWBGLEC-UHFFFAOYSA-N,DTXSID7072969,DTXSID40875254,DTXSID20875252,DTXSID7074406,DTXSID3023340,4.14,4.08,3.78,3.39,2.38,3.46,3.58,3.7,2.37,3.43,2.65125,1.0453691107735,7.23269775425505,1.61835555363636,-19.980947701864,1.09251,2.038,0,31.5,0
DTXSID60240602,4.35,4.35,[4.26:4.44],1,1,0.765,94109-09-8,4560-68-3,228412-48-4,105-62-4,24271-12-3,RKPOLXDFMLKRHE-UHFFFAOYSA-N,PFSILXVOQAJFIK-UHFFFAOYSA-N,DDPKRUJMDMNPFK-UHFFFAOYSA-N,UMHYVXGZRGOICM-UHFFFAOYSA-N,GAQPWOABOQGPKA-UHFFFAOYSA-N,DTXSID60240602,DTXSID80196571,DTXSID001036165,DTXSID8026721,DTXSID3066974,4.35,7.27,3,8.47,6.5,6.3,6.1,5.94,6.33,5.69,15.05839,0.957216602678602,24.4363696364955,1.67458175391305,-10.7918580362535,1.56736,1.798,0,39.75,0
DTXSID9034868,9,8.99,[8.68:9],1,1,0.656,94125-34-5,82097-50-5,104040-78-0,NOCAS_878203,64902-72-3,LTUNNEGNEKBSEH-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,HWATZEJQIXKWQS-UHFFFAOYSA-N,KSDSCHBKMUZQCY-UHFFFAOYSA-N,VJYIFXVZLXQVHO-UHFFFAOYSA-N,DTXSID9034868,DTXSID0024345,DTXSID3034610,DTXSID20878203,DTXSID7023980,9,1.1,1.08,1.61,2,1.54,1.95,1.35,2.01,1.71,3.49058,0.524750063452908,6.09654446094237,1.799372332,-29.96327343466,0.80066,2.95,5,35.5,0
DTXSID4022527,3.04,3.03,[2.95:3.09],1,1,0.853,94-13-3,4919-33-9,4191-73-5,1929-29-9,5438-19-7,QELSKZZBTMNZEB-UHFFFAOYSA-N,ZVVWZNFSMIFGEP-UHFFFAOYSA-N,CMHMMKSPYOOVGI-UHFFFAOYSA-N,FIUFLISGGHNPSM-UHFFFAOYSA-N,GDFUWFOCYZZGQU-UHFFFAOYSA-N,DTXSID4022527,DTXSID6063648,DTXSID3052858,DTXSID20871855,DTXSID10202750,3.04,1.95,2.61,1.9,3.09,2.36,2.8,2.83,2.82,2.34,1.92739,0.781623071759002,3.39542284570001,1.72964861584,-1.11364614867008,0.58163,1.282,0,15.5,0
DTXSID90240731,NaN,7.7,[6.15:9.49],1,0.655,0.364,59130-69-7,929-77-1,18299-85-9,48076-38-6,29710-25-6,XJNUECKWDBNFJV-UHFFFAOYSA-N,QSQLTHHMFHEFIY-UHFFFAOYSA-N,KHAYCTOSKLIHEP-UHFFFAOYSA-N,NGYRYRBDIPYKTL-UHFFFAOYSA-N,GLCFQKXOQDQJFZ-UHFFFAOYSA-N,DTXSID20866741,DTXSID6029206,DTXSID2066359,DTXSID0068494,DTXSID70865507,6.15,10.2,6.5,6.5,9.78,8.84,7.46,7.76,8.62,7.15,8.85129,1.0070118575867,15.2289682232316,1.62947283552631,-6.21896876824426,1.40331,0.519,0,15.25,0
DTXSID20240825,NaN,0.83,[0.24:1.42],1,0.502,0.568,21864-67-5,60708-27-2,1457-85-8,93-26-5,7403-41-0,ZAUCRONGJXRQRD-UHFFFAOYSA-N,CGOIKKOEFBUPMP-UHFFFAOYSA-N,YDGAUBHNAKCSKF-UHFFFAOYSA-N,FGOFNVXHDGQVBG-UHFFFAOYSA-N,KIOWCVBPJXEJLN-UHFFFAOYSA-N,DTXSID20879513,DTXSID50879187,DTXSID3074527,DTXSID0052623,DTXSID30224838,-0.22,1.1,1.48,0.67,1.14,1.98,1.3,1.03,1.34,1.34,1.92038,1.17461559137086,2.62391604686319,1.64732556304,-5.04338111946996,0.57072,1.788,1,15.25,170
DTXSID0041274,1.09,1.09,[1.04:1.14],1,1,0.961,941-69-5,83-25-0,60693-37-0,60693-35-8,2620-53-3,HIDBROSJWZYGSZ-UHFFFAOYSA-N,ZTUKZULGOCFJET-UHFFFAOYSA-N,HVUVZBSQFHOETA-UHFFFAOYSA-N,HSMFAQLWGRQZPS-UHFFFAOYSA-N,WMMQJAQJAPXWDO-UHFFFAOYSA-N,DTXSID0041274,DTXSID60232108,DTXSID70350009,DTXSID90876211,DTXSID0041511,1.09,0.06,0.29,0.38,2.01,0.99,0.4,0.36,0.32,1.96,1.80317,0.519678199546618,3.56325320294785,1.95640905571429,-6.49069232537347,0.44146,1.255,1,18.75,0
DTXSID9022526,3.56,3.56,[3.5:3.62],1,1,0.935,94-18-8,118-58-1,6547-53-1,23981-47-7,87-22-9,MOZDKDIOPSPTBH-UHFFFAOYSA-N,ZCTQGTTXIYCGGC-UHFFFAOYSA-N,XJHGAJLIKDAOPE-UHFFFAOYSA-N,PHJFLPMVEFKEPL-UHFFFAOYSA-N,YNMSDIQQNIRGDP-UHFFFAOYSA-N,DTXSID9022526,DTXSID1024598,DTXSID80215791,DTXSID70178705,DTXSID0052592,3.56,4,2.72,2.82,4.8,3.37,3.59,3.82,3.35,3.21,2.37809,0.804242487878485,5.09794802211761,1.9061905132,1.2678609829539,0.51347,1.708,0,24,0
DTXSID4052635,2.72,2.72,[2.69:2.75],1,1,0.944,941-98-0,93-08-3,20766-37-4,20766-36-3,119-56-2,QQLIGMASAVJVON-UHFFFAOYSA-N,XSAYZAUNJMRRIR-UHFFFAOYSA-N,FHDSETHROOWFCQ-UHFFFAOYSA-N,VWEPXSRBBXPYSM-UHFFFAOYSA-N,AJYOOHCNOXWTKJ-UHFFFAOYSA-N,DTXSID4052635,DTXSID2041389,DTXSID80876245,DTXSID20876244,DTXSID50870472,2.72,2.68,2.85,2.81,3.61,2.9,2.87,3.45,2.85,3.01,3.01079,0.786235243346824,5.65877516628874,2.03043679583333,1.25237313246194,0.50807,1.366,0,18.75,0
DTXSID90916166,2.08,2.07,[2.02:2.08],1,1,0.82,94200-74-5,151-21-3,142-87-0,2386-53-0,7381-01-3,CYEJSYGBYQRTPJ-UHFFFAOYSA-N,MOTZDAYCYVMXPC-UHFFFAOYSA-N,CSMFSDCPJHNZRY-UHFFFAOYSA-N,LDMOEFOXLIZJOW-UHFFFAOYSA-N,UXPUMTCLHVWFKC-UHFFFAOYSA-N,DTXSID90916166,DTXSID1026031,DTXSID4036229,DTXSID40858744,DTXSID30904926,2.08,1.6,1.72,0.96,0.03,1.02,1.64,1.18,1.82,2.45,3.8964,0.394673795976957,6.3756656253809,1.65937656514286,-8.82478902836818,1.12911,1.978,0,11.5,110
DTXSID60371405,1.83,1.83,[1.82:1.84],1,1,0.952,94239-04-0,16664-12-3,1462-84-6,108-75-8,108-48-5,IZOIOCQPMHHDHN-UHFFFAOYSA-N,UQXGLXYIKIRYHD-UHFFFAOYSA-N,UTBIMNXEDGNJFE-UHFFFAOYSA-N,BWZVCCNYKMEVEX-UHFFFAOYSA-N,OISVCGZHLKNMSJ-UHFFFAOYSA-N,DTXSID60371405,DTXSID00392917,DTXSID5051731,DTXSID1051561,DTXSID7051557,1.83,1.66,2.05,1.88,1.68,1.99,2.09,1.49,1.59,1.56,2.01939,0.816421704138394,5.65111381944445,1.762849495,-8.17005529287147,0.48398,0.647,1,13.5,0
DTXSID3020209,3.57,3.56,[3.48:3.57],1,1,0.86,94-26-8,4247-02-3,26118-57-0,4521-28-2,1498-96-0,QFOHBWFCKVYLES-UHFFFAOYSA-N,XPJVKCRENWUEJH-UHFFFAOYSA-N,ULLCOWORODEDBK-UHFFFAOYSA-N,LZHMNCJMXQKSBY-UHFFFAOYSA-N,LAUFPZPAKULAGB-UHFFFAOYSA-N,DTXSID3020209,DTXSID4020749,DTXSID10876470,DTXSID80196435,DTXSID50164388,3.57,3.43,2.31,2.33,3.57,2.96,2.93,3.37,3.35,3.2,2.31749,0.776864774330411,3.97905986726547,1.723471572,-1.19121108482162,0.6387,1.282,0,16,0
