MoleculeID,LogBCF_exp,LogBCF_pred,BCF_predRange,AD_BCF,AD_index_BCF,Conf_index_BCF,LogBCF_CAS_neighbor_1,LogBCF_CAS_neighbor_2,LogBCF_CAS_neighbor_3,LogBCF_CAS_neighbor_4,LogBCF_CAS_neighbor_5,LogBCF_InChiKey_neighbor_1,LogBCF_InChiKey_neighbor_2,LogBCF_InChiKey_neighbor_3,LogBCF_InChiKey_neighbor_4,LogBCF_InChiKey_neighbor_5,LogBCF_DTXSID_neighbor_1,LogBCF_DTXSID_neighbor_2,LogBCF_DTXSID_neighbor_3,LogBCF_DTXSID_neighbor_4,LogBCF_DTXSID_neighbor_5,LogBCF_Exp_neighbor_1,LogBCF_Exp_neighbor_2,LogBCF_Exp_neighbor_3,LogBCF_Exp_neighbor_4,LogBCF_Exp_neighbor_5,LogBCF_pred_neighbor_1,LogBCF_pred_neighbor_2,LogBCF_pred_neighbor_3,LogBCF_pred_neighbor_4,LogBCF_pred_neighbor_5,XLogP,CrippenLogP,nHBAcc,minsCl,LipinskiFailures,ALogP,naasC,nAcid,ATSC0v,ATSC1s
DTXSID3052488,NaN,0.56,[0.18:1],1,0.571,0.627,10315-98-7,579-10-2,94-52-0,121-44-8,2212-67-1,QKVSMSABRNCNRS-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,XPAZGLFMMUODDK-UHFFFAOYSA-N,ZMANZCXQSJIPKH-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,DTXSID30145675,DTXSID8060373,DTXSID8020965,DTXSID3024366,DTXSID6024206,0.25,0.18,0.4,0.69,1.41,0.98,1.01,0.79,1.09,0.87,1.779,1.82949,2,0,0,0.319700000000001,0,0,1081.79527151975,-1.5860638521319
DTXSID10868315,NaN,2.61,[2.34:2.88],1,0.308,0.59,1241-94-7,60782-58-3,117-81-7,13358-11-7,25311-71-1,CGSLYBDCEGBZCG-UHFFFAOYSA-N,NOVLNRUYLAGEMC-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,MVKYQJHRHHQPDM-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,DTXSID1025300,DTXSID30878375,DTXSID5020607,DTXSID9042176,DTXSID8032417,2.49,2.7,2.77,2.97,2.12,2.19,2.49,2.1,2.12,1.73,7.138,4.52970000000001,3,0,2,0.244199999999998,0,0,3102.89696216705,-10.8054010519395
DTXSID70996103,NaN,2.41,[1.95:2.87],1,0.37,0.565,80-43-3,140-66-9,13475-82-6,36335-67-8,17109-49-8,XMNIXWIUMCBBBL-UHFFFAOYSA-N,ISAVYTVYFVQUDY-UHFFFAOYSA-N,VKPSKYDESGTTFR-UHFFFAOYSA-N,OEYOMNZEMCPTKN-UHFFFAOYSA-N,AWZOLILCOUMRDG-UHFFFAOYSA-N,DTXSID1025017,DTXSID9022360,DTXSID0042034,DTXSID5058068,DTXSID7041910,2.62,2.46,2.94,2.46,1.51,2.52,2.92,3.16,2.42,2.62,6.004,5.1726,1,0,1,2.0121,0,0,2669.59382895601,-2.9403152207385
DTXSID50225600,NaN,1.7,[1.66:1.7],1,0.998,0.84,95-80-7,2243-62-1,108-45-2,62-44-2,156-43-4,VOZKAJLKRJDJLL-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,WZCQRUWWHSTZEM-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,IMPPGHMHELILKG-UHFFFAOYSA-N,DTXSID4020402,DTXSID3020916,DTXSID4021137,DTXSID1021116,DTXSID0025864,1.7,0.65,0.81,1.48,1,0.88,1.09,1.15,0.6,0.6,0.848,3.15031,2,0,0,-0.8578,3,0,953.45129871945,-7.01169590643275
DTXSID8044830,NaN,0.61,[0.13:1.09],1,0.521,0.617,3811-49-2,144-19-4,3296-90-0,579-10-2,618-36-0,OUNSASXJZHBGAI-UHFFFAOYSA-N,JCTXKRPTIMZBJT-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,RQEUFEKYXDPUSK-UHFFFAOYSA-N,DTXSID7041885,DTXSID8027113,DTXSID9020164,DTXSID8060373,DTXSID40862301,1.31,0,0.68,0.18,0.82,1.42,0.69,0.39,1.01,0.93,2.53,1.60859,2,0,0,-0.13,1,0,1237.79155614217,-8.22887731481481
DTXSID6041056,NaN,0.48,[0.25:0.71],1,0.231,0.626,115-77-5,10541-83-0,108-78-1,102-71-6,1779-48-2,WXZMFSXDPGVJKK-UHFFFAOYSA-N,ZVIDMSBTYRSMAR-UHFFFAOYSA-N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,GSEJCLTVZPLZKY-UHFFFAOYSA-N,MLCHBQKMVKNBOV-UHFFFAOYSA-N,DTXSID2026943,DTXSID8065117,DTXSID6020802,DTXSID9021392,DTXSID0027436,0.1,0.38,0.58,0.59,0.78,0.16,0.64,0.36,0.24,0.59,-2.924,-1.10454,6,0,0,-2.1807,0,1,1072.63238795171,-17.0899079552926
DTXSID0023747,NaN,0.21,[-0.23:0.65],1,0.375,0.6,680-31-9,122-20-3,102-71-6,110-98-5,108-78-1,GNOIPBMMFNIUFM-UHFFFAOYSA-N,SLINHMUFWFWBMU-UHFFFAOYSA-N,GSEJCLTVZPLZKY-UHFFFAOYSA-N,AZUXKVXMJOIAOF-UHFFFAOYSA-N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,DTXSID6020694,DTXSID5021415,DTXSID9021392,DTXSID7026863,DTXSID6020802,-0.3,-0.24,0.59,0.66,0.58,0.22,0.12,0.24,0.46,0.36,-0.991,-0.78783,6,0,0,-2.4961,0,0,1254.27150282883,-9.33375850340136
DTXSID8020832,NaN,0.89,[0.73:1.05],1,0.618,0.787,79-46-9,110-02-1,110-00-9,60-29-7,106-93-4,FGLBSLMDCBOPQK-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N,DTXSID6020981,DTXSID8026145,DTXSID6020646,DTXSID3021720,DTXSID3020415,0.92,0.95,0.7,0.73,1.18,0.68,0.82,0.8,0.62,0.99,1.378,1.0111,0,0,0,0.9911,0,0,405.393939583198,-0.619427297668039
DTXSID50408653,NaN,1.51,[0.55:2.47],1,0.437,0.454,90-94-8,3766-81-2,84-51-5,1582-09-8,134-62-3,VVBLNCFGVYUYGU-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,SJEBAWHUJDUKQK-UHFFFAOYSA-N,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,MMOXZBCLCQITDF-UHFFFAOYSA-N,DTXSID2020894,DTXSID4058077,DTXSID5044994,DTXSID4021395,DTXSID2021995,1.45,1.41,0.98,3.36,0.38,1.23,1.46,1.63,2.16,1.07,3.813,3.87798,2,0,0,0.6811,4,0,2053.05942490631,2.28451751070799
DTXSID80996376,NaN,0.29,[-0.19:0.77],1,0.367,0.547,962-58-3,3761-42-0,2497-06-5,3761-41-9,26087-47-8,VBLJFQYCTRKKKF-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,DLAPIMGBBDILHJ-UHFFFAOYSA-N,FCOAHACKGGIURQ-UHFFFAOYSA-N,DTXSID5037523,DTXSID6041975,DTXSID8041901,DTXSID9058076,DTXSID7058040,-0.35,0.51,0.7,0.12,0.94,0.69,0.17,0.22,0.28,0.84,3.151,2.78915,6,0,0,0.443099999999998,3,0,2342.05712320832,-19.1030883888772
DTXSID0024187,NaN,1.03,[0.83:1.23],1,0.625,0.761,106-93-4,78-79-5,79-46-9,110-02-1,616-44-4,PAAZPARNPHGIKF-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,FGLBSLMDCBOPQK-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,DTXSID3020415,DTXSID2020761,DTXSID6020981,DTXSID8026145,DTXSID8060666,1.18,1.3,0.92,0.95,0.72,0.99,0.89,0.68,0.82,0.88,1.578,1.0512,0,0,0,1.5224,0,0,599.017842052231,-0.63206033382716
DTXSID7025683,NaN,0.17,[-0.16:0.5],1,0.513,0.666,68-12-2,110-91-8,123-91-1,110-85-0,96-45-7,ZMXDDKWLCZADIW-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,GLUUGHFHXGJENI-UHFFFAOYSA-N,PDQAZBWRQCGBEV-UHFFFAOYSA-N,DTXSID6020515,DTXSID2025688,DTXSID4020533,DTXSID1021164,DTXSID5020601,-0.1,0.45,-0.3,0.59,0.26,0.26,0.2,0.35,0.24,0.34,-0.566,-0.4251,1,0,0,-0.6476,0,0,236.110745594264,-2.46938775510204
DTXSID9024148,NaN,0.3,[-0.17:0.77],1,0.485,0.631,68-12-2,60-29-7,96-45-7,123-91-1,79-46-9,ZMXDDKWLCZADIW-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,PDQAZBWRQCGBEV-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,FGLBSLMDCBOPQK-UHFFFAOYSA-N,DTXSID6020515,DTXSID3021720,DTXSID5020601,DTXSID4020533,DTXSID6020981,-0.1,0.73,0.26,-0.3,0.92,0.26,0.62,0.34,0.35,0.68,-0.357,0.20599,1,0,0,0.5675,0,0,116.801097999164,-0.111111111111111
DTXSID3064720,NaN,2.03,[1.39:2.67],1,0.398,0.519,84-74-2,13358-11-7,85-68-7,102-06-7,25311-71-1,DOIRQSBPFJWKBE-UHFFFAOYSA-N,MVKYQJHRHHQPDM-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,OWRCNXZUPFZXOS-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,DTXSID2021781,DTXSID9042176,DTXSID3020205,DTXSID3025178,DTXSID8032417,2.22,2.97,1.21,1.3,2.12,1.62,2.12,1.98,1.65,1.73,4.69,4.24429,4,0,1,-1.7362,0,0,2405.5908968024,-1.7216
DTXSID60996394,NaN,0.97,[0.96:0.98],1,0.998,0.973,577-11-7,298-07-7,78-51-3,78-42-2,81-88-9,HNSDLXPSAYFUHK-UHFFFAOYSA-N,SEGLCEQVOFDUPX-UHFFFAOYSA-N,WTLBZVNBAKMVDP-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,,DTXSID8022959,DTXSID1027134,DTXSID5021758,DTXSID0021414,DTXSID6042369,0.97,0.64,0.76,1.7,0.23,0.9,1.64,1.16,2.11,1.83,5.04,5.46679000000001,7,0,2,-2.4466,0,1,3220.93633276353,-22.4601879681904
DTXSID50996404,NaN,1.12,[0.68:1.56],1,0.516,0.628,134-62-3,2631-40-5,2636-26-2,2212-67-1,3766-81-2,MMOXZBCLCQITDF-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,SCKHCCSZFPSHGR-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTXSID2021995,DTXSID6042072,DTXSID0041806,DTXSID6024206,DTXSID4058077,0.38,0.95,1.56,1.41,1.41,1.07,1.03,1.03,0.87,1.46,3.145,1.8727,3,0,0,0.1481,1,0,1647.69168590608,-1.45959595959596
DTXSID1024837,NaN,2.03,[1.61:2.37],1,0.496,0.613,298-04-4,120-54-7,56-38-2,2597-03-7,135-88-6,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,VNDRMZTXEFFQDR-UHFFFAOYSA-N,LCCNCVORNKJIRZ-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,KEQFTVQCIQJIQW-UHFFFAOYSA-N,DTXSID0022018,DTXSID0044789,DTXSID7021100,DTXSID6042280,DTXSID4021131,2.34,1.23,1.99,1.69,2.37,1.59,1.91,2.07,1.58,2.16,3.939,3.93058,2,0,0,3.3178,0,0,2077.38568826478,-2.78067523305619
DTXSID5026382,NaN,0.82,[0.71:0.93],1,0.637,0.806,79-46-9,110-00-9,60-29-7,110-02-1,96-29-7,FGLBSLMDCBOPQK-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,WHIVNJATOVLWBW-UHFFFAOYSA-N,DTXSID6020981,DTXSID6020646,DTXSID3021720,DTXSID8026145,DTXSID1021821,0.92,0.7,0.73,0.95,0.7,0.68,0.8,0.62,0.82,0.78,0.947,0.546,0,0,0,0.6133,0,0,389.530508126203,-0.471045233619537
DTXSID3064722,NaN,0.85,[0.34:1.36],1,0.595,0.616,579-10-2,2631-40-5,62-44-2,3811-49-2,134-62-3,LMTGCJANOQOGPI-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,OUNSASXJZHBGAI-UHFFFAOYSA-N,MMOXZBCLCQITDF-UHFFFAOYSA-N,DTXSID8060373,DTXSID6042072,DTXSID1021116,DTXSID7041885,DTXSID2021995,0.18,0.95,1.48,1.31,0.38,1.01,1.03,0.6,1.42,1.07,2.881,2.45547,2,0,0,0.2721,1,0,1302.22023845083,-3.88034188034188
DTXSID4021557,NaN,1.07,[0.88:1.26],1,0.652,0.777,106-93-4,110-02-1,78-79-5,616-44-4,75-25-2,PAAZPARNPHGIKF-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,DIKBFYAXUHHXCS-UHFFFAOYSA-N,DTXSID3020415,DTXSID8026145,DTXSID2020761,DTXSID8060666,DTXSID1021374,1.18,0.95,1.3,0.72,1.13,0.99,0.82,0.89,0.88,1.14,2.195,1.7337,0,0,0,1.4959,0,0,455.182446967868,-0.139931412894376
DTXSID1020302,NaN,0.93,[0.63:1.23],1,0.715,0.738,75-09-2,107-05-1,74-97-5,78-87-5,75-35-4,YMWUJEATGCHHMB-UHFFFAOYSA-N,OSDWBNJEKMUWAV-UHFFFAOYSA-N,JPOXNPPZZKNXOV-UHFFFAOYSA-N,KNKRKFALVUDBJE-UHFFFAOYSA-N,LGXVIGDEPROXKC-UHFFFAOYSA-N,DTXSID0020868,DTXSID4039231,DTXSID4021503,DTXSID0020448,DTXSID8021438,1.36,0.7,0.6,0.85,1.11,0.76,1.01,1.02,0.86,0.87,1.398,1.2451,0,1.23439643347051,0,1.097,0,0,460.241074616568,-0.418581985406188
DTXSID8021434,NaN,0.93,[0.66:1.2],1,0.613,0.718,107-05-1,75-35-4,75-09-2,74-97-5,78-87-5,OSDWBNJEKMUWAV-UHFFFAOYSA-N,LGXVIGDEPROXKC-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,JPOXNPPZZKNXOV-UHFFFAOYSA-N,KNKRKFALVUDBJE-UHFFFAOYSA-N,DTXSID4039231,DTXSID8021438,DTXSID0020868,DTXSID4021503,DTXSID0020448,0.7,1.11,1.36,0.6,0.85,1.01,0.87,0.76,1.02,0.86,1.549,1.29489,0,0.998285322359396,0,1.002,0,0,368.658998952427,-1.31093244593473
DTXSID7020009,NaN,0.39,[-0.1:0.88],1,0.534,0.643,60-29-7,68-12-2,110-00-9,123-91-1,79-46-9,RTZKZFJDLAIYFH-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,FGLBSLMDCBOPQK-UHFFFAOYSA-N,DTXSID3021720,DTXSID6020515,DTXSID6020646,DTXSID4020533,DTXSID6020981,0.73,-0.1,0.7,-0.3,0.92,0.62,0.26,0.8,0.35,0.68,0.0310000000000001,0.59609,1,0,0,0.0445999999999997,0,0,283.63030160054,1.8125
DTXSID5039224,NaN,0.39,[-0.1:0.88],1,0.552,0.65,60-29-7,68-12-2,110-00-9,123-91-1,79-46-9,RTZKZFJDLAIYFH-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,FGLBSLMDCBOPQK-UHFFFAOYSA-N,DTXSID3021720,DTXSID6020515,DTXSID6020646,DTXSID4020533,DTXSID6020981,0.73,-0.1,0.7,-0.3,0.92,0.62,0.26,0.8,0.35,0.68,0.334,0.43909,1,0,0,-0.1825,0,0,314.815099602183,-0.0204081632653061
DTXSID9026394,NaN,0.82,[0.71:0.93],1,0.656,0.813,79-46-9,110-02-1,110-00-9,60-29-7,96-29-7,FGLBSLMDCBOPQK-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,WHIVNJATOVLWBW-UHFFFAOYSA-N,DTXSID6020981,DTXSID8026145,DTXSID6020646,DTXSID3021720,DTXSID1021821,0.92,0.95,0.7,0.73,0.7,0.68,0.82,0.8,0.62,0.78,1.305,0.9361,0,0,0,0.8637,0,0,540.43870799557,-0.335601694261452
DTXSID0020868,1.36,1.36,[1.32:1.36],1,1,0.865,75-09-2,74-97-5,67-66-3,107-05-1,79-00-5,YMWUJEATGCHHMB-UHFFFAOYSA-N,JPOXNPPZZKNXOV-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OSDWBNJEKMUWAV-UHFFFAOYSA-N,UBOXGVDOUJQMTN-UHFFFAOYSA-N,DTXSID0020868,DTXSID4021503,DTXSID1020306,DTXSID4039231,DTXSID5021380,1.36,0.6,1.11,0.7,0.7,0.76,1.02,0.89,1.01,0.86,1.519,1.4215,0,1.3070987654321,0,1.0729,0,0,319.235362937643,-0.0685017527815882
DTXSID8025337,NaN,0.4,[0.13:0.67],1,0.504,0.712,62-56-6,67-68-5,126-30-7,68-12-2,110-85-0,UMGDCJDMYOKAJW-UHFFFAOYSA-N,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,SLCVBVWXLSEKPL-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,GLUUGHFHXGJENI-UHFFFAOYSA-N,DTXSID9021348,DTXSID2021735,DTXSID8027036,DTXSID6020515,DTXSID1021164,0.3,0.6,0.67,-0.1,0.59,0.41,0.58,0.63,0.26,0.24,-1.044,-0.66461,2,0,0,-0.7037,0,0,214.528132646067,-7.11111111111111
DTXSID6023947,1.29,1.29,[1.28:1.3],1,1,0.925,75-15-0,79-46-9,110-02-1,78-79-5,106-93-4,QGJOPFRUJISHPQ-UHFFFAOYSA-N,FGLBSLMDCBOPQK-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N,DTXSID6023947,DTXSID6020981,DTXSID8026145,DTXSID2020761,DTXSID3020415,1.29,0.92,0.95,1.3,1.18,1.01,0.68,0.82,0.89,0.99,1.777,0.0916,0,0,0,1.6514,0,0,9.87909091862335,-0.643956713915562
DTXSID9026398,NaN,0.74,[0.48:0.95],1,0.63,0.722,79-46-9,110-02-1,110-00-9,60-29-7,1634-04-4,FGLBSLMDCBOPQK-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,DTXSID6020981,DTXSID8026145,DTXSID6020646,DTXSID3021720,DTXSID3020833,0.92,0.95,0.7,0.73,0.18,0.68,0.82,0.8,0.62,1.08,1.311,0.9792,0,0,0,0.7952,0,0,540.43870799557,-1.77157106809599
DTXSID4026399,NaN,0.89,[0.7:1.12],1,0.528,0.734,79-46-9,75-15-0,110-00-9,60-29-7,75-65-0,FGLBSLMDCBOPQK-UHFFFAOYSA-N,QGJOPFRUJISHPQ-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,DKGAVHZHDRPRBM-UHFFFAOYSA-N,DTXSID6020981,DTXSID6023947,DTXSID6020646,DTXSID3021720,DTXSID8020204,0.92,1.29,0.7,0.73,0.7,0.68,1.01,0.8,0.62,0.56,0.418,0.32899,0,0,0,0.9394,0,0,225.127413439223,-2.25
DTXSID1021374,1.13,1.13,[1.11:1.15],1,1,0.983,75-25-2,106-93-4,79-27-6,78-79-5,76-12-0,DIKBFYAXUHHXCS-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N,QXSZNDIIPUOQMB-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,UGCSPKPEHQEOSR-UHFFFAOYSA-N,DTXSID1021374,DTXSID3020415,DTXSID1026083,DTXSID2020761,DTXSID5026091,1.13,1.18,0.74,1.3,1.77,1.14,0.99,2,0.89,1.01,3.088,2.4547,0,0,0,2.2286,0,0,329.467452905387,-0.0518827160493827
DTXSID7030197,NaN,0.96,[0.73:1.19],1,0.686,0.776,110-02-1,616-44-4,106-93-4,78-79-5,98-95-3,YTPLMLYBLZKORZ-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,LQNUZADURLCDLV-UHFFFAOYSA-N,DTXSID8026145,DTXSID8060666,DTXSID3020415,DTXSID2020761,DTXSID3020964,0.95,0.72,1.18,1.3,0.67,0.82,0.88,0.99,0.89,0.98,2.033,1.7897,0,0,0,0.941000000000001,0,0,718.629140707535,-0.885352543391264
DTXSID1020198,NaN,0.89,[0.67:1.11],1,0.73,0.789,67-66-3,79-00-5,71-55-6,79-34-5,74-97-5,HEDRZPFGACZZDS-UHFFFAOYSA-N,UBOXGVDOUJQMTN-UHFFFAOYSA-N,UOCLXMDMGBRAIB-UHFFFAOYSA-N,QPFMBZIOSGYJDE-UHFFFAOYSA-N,JPOXNPPZZKNXOV-UHFFFAOYSA-N,DTXSID1020306,DTXSID5021380,DTXSID0021381,DTXSID7021318,DTXSID4021503,1.11,0.7,0.7,1.11,0.6,0.89,0.86,1.03,1,1.02,2.412,2.1425,0,1.37997256515775,0,1.821,0,0,261.76514999032,-0.0133245694253925
DTXSID3029287,NaN,0.18,[-0.16:0.52],1,0.56,0.68,110-91-8,123-91-1,110-85-0,68-12-2,96-45-7,YNAVUWVOSKDBBP-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,GLUUGHFHXGJENI-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N,PDQAZBWRQCGBEV-UHFFFAOYSA-N,DTXSID2025688,DTXSID4020533,DTXSID1021164,DTXSID6020515,DTXSID5020601,0.45,-0.3,0.59,-0.1,0.26,0.2,0.35,0.24,0.26,0.34,-1.018,-0.0389999999999999,1,0,0,-0.3973,0,0,831.215009813593,-1.21052631578947
DTXSID5020784,NaN,1.68,[0.99:2.37],1,0.288,0.483,2597-03-7,50512-35-1,13358-11-7,26087-47-8,120-54-7,XAMUDJHXFNRLCY-UHFFFAOYSA-N,UFHLMYOGRXOCSL-UHFFFAOYSA-N,MVKYQJHRHHQPDM-UHFFFAOYSA-N,FCOAHACKGGIURQ-UHFFFAOYSA-N,VNDRMZTXEFFQDR-UHFFFAOYSA-N,DTXSID6042280,DTXSID8058110,DTXSID9042176,DTXSID7058040,DTXSID0044789,1.69,1.57,2.97,0.94,1.23,1.58,1.02,2.12,0.84,1.91,4.574,4.28177000000001,5,0,0,-0.0992000000000004,0,0,3287.14512284488,-5.14349112426035
DTXSID1025481,NaN,0.82,[0.7:0.94],1,0.652,0.812,110-02-1,79-46-9,110-00-9,616-44-4,96-29-7,YTPLMLYBLZKORZ-UHFFFAOYSA-N,FGLBSLMDCBOPQK-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,WHIVNJATOVLWBW-UHFFFAOYSA-N,DTXSID8026145,DTXSID6020981,DTXSID6020646,DTXSID8060666,DTXSID1021821,0.95,0.92,0.7,0.72,0.7,0.82,0.68,0.8,0.88,0.78,1.602,1.3246,0,0,0,0.5632,0,0,690.935279076661,-0.855498187945605
DTXSID1020437,NaN,0.82,[0.6:1.07],1,0.748,0.773,78-87-5,74-97-5,79-00-5,107-05-1,75-09-2,KNKRKFALVUDBJE-UHFFFAOYSA-N,JPOXNPPZZKNXOV-UHFFFAOYSA-N,UBOXGVDOUJQMTN-UHFFFAOYSA-N,OSDWBNJEKMUWAV-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,DTXSID0020448,DTXSID4021503,DTXSID5021380,DTXSID4039231,DTXSID0020868,0.85,0.6,0.7,0.7,1.36,0.86,1.02,0.86,1.01,0.76,1.816,1.81,0,1.27606310013717,0,1.5407,0,0,511.607910391665,-0.512612406645328
DTXSID9027653,NaN,2.17,[1.9:2.37],1,0.523,0.662,298-04-4,56-38-2,135-88-6,50512-35-1,544-01-4,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,LCCNCVORNKJIRZ-UHFFFAOYSA-N,KEQFTVQCIQJIQW-UHFFFAOYSA-N,UFHLMYOGRXOCSL-UHFFFAOYSA-N,AQZGPSLYZOOYQP-UHFFFAOYSA-N,DTXSID0022018,DTXSID7021100,DTXSID4021131,DTXSID8058110,DTXSID8052198,2.34,1.99,2.37,1.57,2.23,1.59,2.07,2.16,1.02,2.04,3.947,3.48058,2,0,0,2.4663,0,0,1946.72330719393,-3.1639350569406
DTXSID8021438,1.11,1.11,[1.09:1.13],1,1,0.93,75-35-4,107-05-1,79-01-6,79-00-5,74-97-5,LGXVIGDEPROXKC-UHFFFAOYSA-N,OSDWBNJEKMUWAV-UHFFFAOYSA-N,XSTXAVWGXDQKEL-UHFFFAOYSA-N,UBOXGVDOUJQMTN-UHFFFAOYSA-N,JPOXNPPZZKNXOV-UHFFFAOYSA-N,DTXSID8021438,DTXSID4039231,DTXSID0021383,DTXSID5021380,DTXSID4021503,1.11,0.7,1.2,0.7,0.6,0.87,1.01,1.07,0.86,1.02,1.933,1.86139,0,1.08161865569273,0,1.688,0,0,342.237288409041,-1.50390353773984
DTXSID3021439,NaN,0.84,[0.6:1.13],1,0.427,0.627,75-65-0,100-02-7,554-84-7,67-68-5,75-71-8,DKGAVHZHDRPRBM-UHFFFAOYSA-N,BTJIUGUIPKRLHP-UHFFFAOYSA-N,RTZZCYNQPHTPPL-UHFFFAOYSA-N,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,PXBRQCKWGAHEHS-UHFFFAOYSA-N,DTXSID8020204,DTXSID0021834,DTXSID2025765,DTXSID2021735,DTXSID6020436,0.7,0.71,1.4,0.6,0.79,0.56,1.4,0.71,0.58,1.44,1.011,1.32279,0,0,0,1.1144,0,0,225.196959965543,-11.8641975308642
