MoleculeID,LogBCF_exp,LogBCF_pred,BCF_predRange,AD_BCF,AD_index_BCF,Conf_index_BCF,LogBCF_CAS_neighbor_1,LogBCF_CAS_neighbor_2,LogBCF_CAS_neighbor_3,LogBCF_CAS_neighbor_4,LogBCF_CAS_neighbor_5,LogBCF_InChiKey_neighbor_1,LogBCF_InChiKey_neighbor_2,LogBCF_InChiKey_neighbor_3,LogBCF_InChiKey_neighbor_4,LogBCF_InChiKey_neighbor_5,LogBCF_DTXSID_neighbor_1,LogBCF_DTXSID_neighbor_2,LogBCF_DTXSID_neighbor_3,LogBCF_DTXSID_neighbor_4,LogBCF_DTXSID_neighbor_5,LogBCF_Exp_neighbor_1,LogBCF_Exp_neighbor_2,LogBCF_Exp_neighbor_3,LogBCF_Exp_neighbor_4,LogBCF_Exp_neighbor_5,LogBCF_pred_neighbor_1,LogBCF_pred_neighbor_2,LogBCF_pred_neighbor_3,LogBCF_pred_neighbor_4,LogBCF_pred_neighbor_5,XLogP,CrippenLogP,nHBAcc,minsCl,LipinskiFailures,ALogP,naasC,nAcid,ATSC0v,ATSC1s
DTXSID8023890,NaN,0.4,[0.18:0.62],1,0.34,0.667,108-78-1,88-19-7,98-10-2,512-56-1,78-40-0,JDSHMPZPIAZGSV-UHFFFAOYSA-N,YCMLQMDWSXFTIF-UHFFFAOYSA-N,KHBQMWCZKVMBLN-UHFFFAOYSA-N,WVLBCYQITXONBZ-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,DTXSID6020802,DTXSID7021362,DTXSID1059159,DTXSID1021403,DTXSID8026228,0.58,0.41,0.68,0.15,0.11,0.36,0.39,0.29,0.17,0.31,0.297,0.42538,6,0,0,-1.1568,2,0,1162.79965664078,-24.4050720164609
DTXSID8027535,NaN,0.7,[0.66:0.74],1,0.998,0.89,298-06-6,102-70-5,78-59-1,63-25-2,2216-69-5,IRDLUHRVLVEUHA-UHFFFAOYSA-N,VPYJNCGUESNPMV-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,NQMUGNMMFTYOHK-UHFFFAOYSA-N,DTXSID6027133,DTXSID5026174,DTXSID8020759,DTXSID9020247,DTXSID5062263,0.7,0.55,0.3,0.95,2.21,1.13,1.14,1.25,0.46,0.72,2.474,1.8843,2,0,0,1.9844,0,0,1224.59454289529,-5.25396578741808
DTXSID9021554,NaN,0.87,[0.26:1.64],1,0.322,0.512,86-87-3,92-70-6,76-93-7,98-73-7,629-25-4,PRPINYUDVPFIRX-UHFFFAOYSA-N,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,UKXSKSHDVLQNKG-UHFFFAOYSA-N,KDVYCTOWXSLNNI-UHFFFAOYSA-N,POULHZVOKOAJMA-UHFFFAOYSA-N,DTXSID8020915,DTXSID3026560,DTXSID0058805,DTXSID0040703,DTXSID9044453,0.47,0.6,0.26,0.66,2.4,0.56,0.55,0.64,0.51,1.8,4.156,3.44559,2,0,0,-2.1697,0,1,1532.88583077686,-1.46571180555555
DTXSID8040270,NaN,0.52,[0.34:0.7],1,0.398,0.678,91-15-6,626-17-5,623-26-7,583-39-1,94-52-0,XQZYPMVTSDWCCE-UHFFFAOYSA-N,LAQPNDIUHRHNCV-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,YHMYGUUIMTVXNW-UHFFFAOYSA-N,XPAZGLFMMUODDK-UHFFFAOYSA-N,DTXSID8029604,DTXSID7027259,DTXSID1060768,DTXSID9025536,DTXSID8020965,0.7,0.75,0.3,0.41,0.4,0.58,0.51,0.7,0.74,0.79,1.926,2.93455,4,0,0,-0.1286,2,0,820.383651897469,6.05906111873189
DTXSID5047037,NaN,0.19,[-0.21:0.59],1,0.356,0.562,962-58-3,3761-42-0,3761-41-9,2497-06-5,2255-17-6,VBLJFQYCTRKKKF-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,DLAPIMGBBDILHJ-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,MJNAIAPNXYJWCT-UHFFFAOYSA-N,DTXSID5037523,DTXSID6041975,DTXSID9058076,DTXSID8041901,DTXSID00177084,-0.35,0.51,0.12,0.7,0.44,0.69,0.17,0.28,0.22,0.43,1.342,3.14089,6,-0.0976137898575062,0,0.2341,4,0,2056.0940163211,-18.5954935901917
DTXSID8031865,NaN,0.7,[0.45:0.95],0,0.188,0.604,84-87-7,946-30-5,127-68-4,81-16-3,920-66-1,HGWQOFDAUWCQDA-UHFFFAOYSA-N,GNTARUIZNIWBCN-UHFFFAOYSA-N,ONMOULMPIIOVTQ-UHFFFAOYSA-N,GWIAAIUASRVOIA-UHFFFAOYSA-N,BYEAHWXPCBROCE-UHFFFAOYSA-N,DTXSID2058910,DTXSID4061339,DTXSID2027048,DTXSID7020922,DTXSID1022134,1.11,0.48,0.7,0.78,0.4,0.66,0.78,0.72,0.74,0.28,5.905,4.67899,2,0,1,3.8079,0,1,377.828807140914,-39.3744966305063
DTXSID90894036,NaN,1.8,[1.29:2.31],1,0.471,0.589,1490-04-6|2216-51-5,544-01-4,56-38-2,135-88-6,3766-81-2,NOOLISFMXDJSKH-UHFFFAOYSA-N,AQZGPSLYZOOYQP-UHFFFAOYSA-N,LCCNCVORNKJIRZ-UHFFFAOYSA-N,KEQFTVQCIQJIQW-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTXSID8029650|DTXSID1022180,DTXSID8052198,DTXSID7021100,DTXSID4021131,DTXSID4058077,1.04,2.23,1.99,2.37,1.41,2.15,2.04,2.07,2.16,1.46,4.11,3.4415,2,0,0,0.807399999999999,0,0,1847.66716426304,-6.89255402164841
DTXSID3032337,NaN,2.71,[2.31:3.11],1,0.483,0.632,226-36-8,2104-64-5,13540-50-6,80-43-3,6165-51-1,JNCSIWAONQTVCF-UHFFFAOYSA-N,AIGRXSNSLVJMEA-UHFFFAOYSA-N,LJBGURBFHJJQQU-UHFFFAOYSA-N,XMNIXWIUMCBBBL-UHFFFAOYSA-N,FRAOOIFTSMORED-UHFFFAOYSA-N,DTXSID3059761,DTXSID7022174,DTXSID10159331,DTXSID1025017,DTXSID30879781,2.03,2.97,3.14,2.62,2.86,2.77,2.75,2.59,2.52,2.8,6.893,4.29079,1,0,1,2.2202,4,0,1964.45209758784,0.810019841269842
DTXSID0052704,NaN,2.52,[1.2:3.84],1,0.522,0.383,60-57-1|72-20-8,108-60-1,96-12-8,13116-53-5,309-00-2,DFBKLUNHFCTMDC-UHFFFAOYSA-N,QCFYJCYNJLBDRT-UHFFFAOYSA-N,WBEJYOJJBDISQU-UHFFFAOYSA-N,UDPHJTAYHSSOQB-UHFFFAOYSA-N,QBYJBZPUGVGKQQ-UHFFFAOYSA-N,DTXSID9020453|DTXSID6020561,DTXSID4020167,DTXSID3020413,DTXSID5051656,DTXSID8020040,3.91,1.08,1.06,1.57,3.74,2.65,0.85,1.18,0.96,3.96,2.529,4.02069,1,1.18332133058985,0,2.4683,0,0,1080.27803299939,0.408739471029033
DTXSID8047399,NaN,2.23,[1.65:2.81],1,0.482,0.558,135-88-6,298-04-4,544-01-4,79-92-5,1490-04-6|2216-51-5,KEQFTVQCIQJIQW-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,AQZGPSLYZOOYQP-UHFFFAOYSA-N,CRPUJAZIXJMDBK-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,DTXSID4021131,DTXSID0022018,DTXSID8052198,DTXSID8026488,DTXSID8029650|DTXSID1022180,2.37,2.34,2.23,2.98,1.04,2.16,1.59,2.04,2.17,2.15,4.686,3.90779,1,0,0,1.7932,0,0,2003.27760520287,-2.38563810358682
DTXSID7074749,5.93,5.66,[5.43:5.89],1,1,0.868,117964-21-3,446255-54-5,446255-54-5,337513-72-1,437701-78-5,AAFUUKPTSPVXJH-UHFFFAOYSA-N,YZABCBOJTHQTSX-UHFFFAOYSA-N,IBKRHVDFFHQOSC-UHFFFAOYSA-N,RTUZOQFRIPIWPS-UHFFFAOYSA-N,ASGZXYIDLFWXID-UHFFFAOYSA-N,DTXSID9074775,DTXSID00196255,DTXSID00196255,DTXSID7074749,DTXSID40556652,5.3,5.72,5.72,5.93,5.57,5.79,5.65,5.65,5.58,5.59,8.156,10.07969,0,0,1,6.9563,10,0,761.281163686133,0.082995583975764
DTXSID80187464,NaN,2.27,[1.54:3],1,0.542,0.531,3380-34-5,33857-26-0,97-23-4,32861-85-1,2050-76-2,XEFQLINVKFYRCS-UHFFFAOYSA-N,NBFMTHWVRBOVPE-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,DXXVCXKMSWHGTF-UHFFFAOYSA-N,HVLJEMXDXOTWLV-UHFFFAOYSA-N,DTXSID5032498,DTXSID1020435,DTXSID6021824,DTXSID6058055,DTXSID4062141,1.72,2.54,2.28,3.59,1.35,2.91,2.76,2.42,2.59,1.69,3.913,5.36268,0,0.753851799750536,0,0.8742,5,0,1193.88973151487,-5.23966265040475
DTXSID5032498,1.72,1.72,[1.72:1.79],1,1,0.802,3380-34-5,33857-26-0,32861-85-1,39227-58-2,1836-77-7,XEFQLINVKFYRCS-UHFFFAOYSA-N,NBFMTHWVRBOVPE-UHFFFAOYSA-N,DXXVCXKMSWHGTF-UHFFFAOYSA-N,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,XQNAUQUKWRBODG-UHFFFAOYSA-N,DTXSID5032498,DTXSID1020435,DTXSID6058055,DTXSID50192489,DTXSID0041775,1.72,2.54,3.59,2.75,3.31,2.91,2.76,2.59,3.25,3.15,4.009,6.01608,0,0.759060133083869,0,1.6185,6,0,1140.4304753251,-5.06354250019052
DTXSID8024157,NaN,2.79,[2.15:3.43],1,0.399,0.558,226-36-8,2104-64-5,92-86-4,36335-67-8,80-43-3,JNCSIWAONQTVCF-UHFFFAOYSA-N,AIGRXSNSLVJMEA-UHFFFAOYSA-N,HQJQYILBCQPYBI-UHFFFAOYSA-N,OEYOMNZEMCPTKN-UHFFFAOYSA-N,XMNIXWIUMCBBBL-UHFFFAOYSA-N,DTXSID3059761,DTXSID7022174,DTXSID1059072,DTXSID5058068,DTXSID1025017,2.03,2.97,3.92,2.46,2.62,2.77,2.75,3.82,2.42,2.52,5.131,4.53269,1,0,1,1.4561,4,0,2121.5796290827,3.95185185185185
DTXSID1032484,NaN,1.81,[1.38:2.24],1,0.33,0.556,25311-71-1,66332-96-5,5124-25-4,36335-67-8,17109-49-8,HOQADATXFBOEGG-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,OEYOMNZEMCPTKN-UHFFFAOYSA-N,AWZOLILCOUMRDG-UHFFFAOYSA-N,DTXSID8032417,DTXSID8024109,DTXSID8052148,DTXSID5058068,DTXSID7041910,2.12,1.29,1.61,2.46,1.51,1.73,1.82,1.54,2.42,2.62,6.609,4.90508000000001,4,0,1,2.6006,4,0,2658.02184915561,-14.785724115414
DTXSID1043910,NaN,0.79,[0.1:1.48],1,0.399,0.504,66-81-9,50512-35-1,2497-07-6,732-11-6,2597-03-7,YPHMISFOHDHNIV-UHFFFAOYSA-N,UFHLMYOGRXOCSL-UHFFFAOYSA-N,UPUGLJYNCXXUQV-UHFFFAOYSA-N,LMNZTLDVJIUSHT-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,DTXSID6024882,DTXSID8058110,DTXSID4037536,DTXSID5024261,DTXSID6042280,0.45,1.57,0,0.26,1.69,0.34,1.02,1.12,1.11,1.58,1.747,2.28419,4,0,0,0.212999999999999,0,0,2462.70532692554,-6.21237631653889
DTXSID9059834,NaN,3.73,[3.11:4.35],0,0.18,0.428,1544-19-0,4390-04-9,13475-82-6,87-82-1,1460-02-2,NILNWNGNABYYHH-UHFFFAOYSA-N,VCLJODPNBNEBKW-UHFFFAOYSA-N,VKPSKYDESGTTFR-UHFFFAOYSA-N,CAYGQBVSOZLICD-UHFFFAOYSA-N,GUFMBISUSZUUCB-UHFFFAOYSA-N,DTXSID20165620,DTXSID7052101,DTXSID0042034,DTXSID1024128,DTXSID50163255,4.35,3.82,2.94,3,4.36,3.15,3.57,3.16,4.14,3.7,9.105,6.6596,1,0,1,7.7679,0,0,333.327594749702,-28.025494276795
DTXSID7063007,NaN,2.64,[1.33:3.95],0,0.153,0.271,119-47-1,26761-40-0,1460-02-2,2668-47-5,3319-31-1,KGRVJHAUYBGFFP-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,GUFMBISUSZUUCB-UHFFFAOYSA-N,JIEWQZNTUPWNMX-UHFFFAOYSA-N,KRADHMIOFJQKEZ-UHFFFAOYSA-N,DTXSID4020870,DTXSID4025082,DTXSID50163255,DTXSID7062582,DTXSID9026265,2.74,1.16,4.36,3.78,1.17,3.58,2.05,3.7,3.59,1.93,14.707,6.16447000000001,2,0,1,4.4954,5,0,5686.16905506973,-14.4722558939398
DTXSID1037806,NaN,0.46,[0.31:0.58],1,0.333,0.657,108-78-1,61-82-5,461-58-5,512-56-1,122-34-9,JDSHMPZPIAZGSV-UHFFFAOYSA-N,KLSJWNVTNUYHDU-UHFFFAOYSA-N,QGBSISYHAICWAH-UHFFFAOYSA-N,WVLBCYQITXONBZ-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,DTXSID6020802,DTXSID0020076,DTXSID1020354,DTXSID1021403,DTXSID4021268,0.58,0.49,0.49,0.15,0.56,0.36,0.52,0.43,0.17,1.31,-0.551,0.49978,5,0.579163237311385,0,-1.2002,3,0,497.467541624375,-12.0468502690725
DTXSID3024316,NaN,0.57,[0.2:1],1,0.448,0.607,732-11-6,950-37-8,60-51-5,10605-21-7,315-18-4,LMNZTLDVJIUSHT-UHFFFAOYSA-N,MEBQXILRKZHVCX-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,TWFZGCMQGLPBSX-UHFFFAOYSA-N,YNEVBPNZHBAYOA-UHFFFAOYSA-N,DTXSID5024261,DTXSID5020819,DTXSID7020479,DTXSID4024729,DTXSID7020893,0.26,0.74,0.2,0.4,1.42,1.11,0.66,0.59,0.34,1.15,1.332,2.14147,5,0,0,1.7237,2,0,1536.02638529657,-1.82251703615204
DTXSID30865700,NaN,2.91,[2.57:3.25],1,0.31,0.577,13358-11-7,4821-19-6,80-43-3,140-66-9,4130-42-1,MVKYQJHRHHQPDM-UHFFFAOYSA-N,AUEZNTKYSSUTGZ-UHFFFAOYSA-N,XMNIXWIUMCBBBL-UHFFFAOYSA-N,ISAVYTVYFVQUDY-UHFFFAOYSA-N,BVUXDWXKPROUDO-UHFFFAOYSA-N,DTXSID9042176,DTXSID60197465,DTXSID1025017,DTXSID9022360,DTXSID0029262,2.97,3.02,2.62,2.46,3.46,2.12,2.63,2.52,2.92,3.07,6.515,5.15116000000001,0,0,1,1.0277,1,0,3297.15529555839,-2.384856750326
DTXSID80955605,NaN,0.57,[0.41:0.73],1,0.403,0.714,86-87-3,10541-83-0,92-70-6,121-92-6,98-73-7,PRPINYUDVPFIRX-UHFFFAOYSA-N,ZVIDMSBTYRSMAR-UHFFFAOYSA-N,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,AFPHTEQTJZKQAQ-UHFFFAOYSA-N,KDVYCTOWXSLNNI-UHFFFAOYSA-N,DTXSID8020915,DTXSID8065117,DTXSID3026560,DTXSID0025737,DTXSID0040703,0.47,0.38,0.6,0.85,0.66,0.56,0.64,0.55,0.6,0.51,2.742,2.52129,2,0,0,-0.8903,0,1,1232.22307837817,-2.88724523339908
DTXSID5044817,NaN,2.57,[2.16:2.98],1,0.403,0.57,2173-57-1,225-11-6,90-30-2,5510-99-6,103-50-4,XOHIHZHSDMWWMS-UHFFFAOYSA-N,JEGZRTMZYUDVBF-UHFFFAOYSA-N,XQVWYOYUZDUNRW-UHFFFAOYSA-N,FHTGJZOULSYEOB-UHFFFAOYSA-N,MHDVGSVTJDSBDK-UHFFFAOYSA-N,DTXSID1051484,DTXSID9075371,DTXSID2025892,DTXSID0044440,DTXSID5025819,2.8,2.02,3.23,2.39,2.43,2.87,3.17,2.28,2.33,2.26,6.01,3.8558,1,0,1,-0.6275,0,0,2305.43962884014,-3.75299382716049
DTXSID1042077,NaN,1.14,[0.71:1.56],1,0.548,0.652,3766-81-2,2631-40-5,134-62-3,2636-26-2,90-94-8,DIRFUJHNVNOBMY-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,MMOXZBCLCQITDF-UHFFFAOYSA-N,SCKHCCSZFPSHGR-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,DTXSID4058077,DTXSID6042072,DTXSID2021995,DTXSID0041806,DTXSID2020894,1.41,0.95,0.38,1.56,1.45,1.46,1.03,1.07,1.03,1.23,3.435,3.10158,3,0,0,0.149799999999999,2,0,1659.29521807379,-2.8989898989899
DTXSID70955679,NaN,2.75,[2.17:3.33],1,0.34,0.514,60782-58-3,544-76-3,117-81-7,1116-76-3,1241-94-7,NOVLNRUYLAGEMC-UHFFFAOYSA-N,DCAYPVUWAIABOU-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,DTXSID30878375,DTXSID0027195,DTXSID5020607,DTXSID3047635,DTXSID1025300,2.7,3.7,2.77,1.93,2.49,2.49,2.68,2.1,2.48,2.19,8.206,5.88849000000001,2,0,2,-3.8492,0,0,3252.24974809629,-1.40020049008688
DTXSID2067822,NaN,2.73,[2.5:2.96],0,0.258,0.59,60782-58-3,1241-94-7,13358-11-7,4821-19-6,140-66-9,NOVLNRUYLAGEMC-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,MVKYQJHRHHQPDM-UHFFFAOYSA-N,AUEZNTKYSSUTGZ-UHFFFAOYSA-N,ISAVYTVYFVQUDY-UHFFFAOYSA-N,DTXSID30878375,DTXSID1025300,DTXSID9042176,DTXSID60197465,DTXSID9022360,2.7,2.49,2.97,3.02,2.46,2.49,2.19,2.12,2.63,2.92,5.232,5.54316000000001,0,0,2,0.864,0,0,3292.95207834547,-2.88264407525953
DTXSID4022313,NaN,4.07,[3.9:4.24],1,0.727,0.804,72-55-9,50-29-3,15862-07-4,37680-65-2,34883-41-5,UCNVFOCBFJOQAL-UHFFFAOYSA-N,YVGGHNCTFXOJCH-UHFFFAOYSA-N,VGVIKVCCUATMNG-UHFFFAOYSA-N,DCMURXAZTZQAFB-UHFFFAOYSA-N,QHZSDTDMQZPUKC-UHFFFAOYSA-N,DTXSID9020374,DTXSID4020375,DTXSID0073405,DTXSID6073491,DTXSID5074137,4.08,4.29,3.78,4.23,3.77,4.07,3.78,4.05,4.25,3.99,6.726,6.00519,0,0.93528719100809,1,2.7413,4,0,1327.74953790087,-0.38875135393021
DTXSID6029256,NaN,0.51,[0.27:0.75],1,0.541,0.692,94-52-0,95-16-9,60-29-7,10315-98-7,623-26-7,XPAZGLFMMUODDK-UHFFFAOYSA-N,IOJUPLGTWVMSFF-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,DTXSID8020965,DTXSID7024586,DTXSID3021720,DTXSID30145675,DTXSID1060768,0.4,0.88,0.73,0.25,0.3,0.79,0.87,0.62,0.98,0.7,1.209,1.6646,2,0,0,0.3136,0,0,834.466620812542,2.79743767313019
DTXSID8023848,NaN,1.78,[1.12:2.55],1,0.549,0.516,15972-60-8,510-15-6,28249-77-6,330-54-1,19666-30-9,XCSGPAVHZFQHGE-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,QHTQREMOGMZHJV-UHFFFAOYSA-N,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,DTXSID1022265,DTXSID9020299,DTXSID6024337,DTXSID0020446,DTXSID3024239,1.12,2.68,2.23,1.15,3.08,2.16,2.04,1.52,1.75,2.73,3.795,3.65851,3,0.703425523501581,0,1.0607,3,0,1989.64938165437,-1.58206086203162
DTXSID90889467,NaN,0.78,[0.26:1.36],0,0.082,0.442,134-47-4,577-11-7,24019-05-4,298-07-7,135-51-3,PCGISRHGYLRXSR-UHFFFAOYSA-N,HNSDLXPSAYFUHK-UHFFFAOYSA-N,MKUMTCOTMQPYTQ-UHFFFAOYSA-N,SEGLCEQVOFDUPX-UHFFFAOYSA-N,USWINTIHFQKJTR-UHFFFAOYSA-N,DTXSID7059642,DTXSID8022959,DTXSID9058656,DTXSID1027134,DTXSID8044543,0.26,0.97,1.87,0.64,0.3,0.48,0.9,1.23,1.64,0.48,5.816,11.0362,16,0,4,-2.4004,14,2,3846.09486139783,-61.93789518265
DTXSID6067830,NaN,2.83,[2.22:3.44],1,0.33,0.497,544-76-3,117-81-7,60782-58-3,1116-76-3,1241-94-7,DCAYPVUWAIABOU-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,NOVLNRUYLAGEMC-UHFFFAOYSA-N,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,DTXSID0027195,DTXSID5020607,DTXSID30878375,DTXSID3047635,DTXSID1025300,3.7,2.77,2.7,1.93,2.49,2.68,2.1,2.49,2.48,2.19,8.103,6.26469000000001,2,0,2,-3.6861,0,0,2734.48069505791,0.611111111111115
DTXSID4029357,NaN,0.52,[0.38:0.66],1,0.486,0.743,62-56-6,67-68-5,126-30-7,110-85-0,110-91-8,UMGDCJDMYOKAJW-UHFFFAOYSA-N,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,SLCVBVWXLSEKPL-UHFFFAOYSA-N,GLUUGHFHXGJENI-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,DTXSID9021348,DTXSID2021735,DTXSID8027036,DTXSID1021164,DTXSID2025688,0.3,0.6,0.67,0.59,0.45,0.41,0.58,0.63,0.24,0.2,-1.534,-0.8916,1,0,0,-0.781899999999999,0,0,584.492140681194,-7.10111111111111
DTXSID0063024,NaN,0.48,[0.2:0.76],1,0.531,0.695,60-51-5,63-25-2,123-63-7,314-40-9,2814-20-2,MCWXGJITAZMZEV-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,SQYNKIJPMDEDEG-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,DTXSID7020479,DTXSID9020247,DTXSID9023419,DTXSID4022020,DTXSID1027502,0.2,0.95,0.48,0.51,0.26,0.59,0.46,0.44,0.41,0.61,0.978,1.53369,4,0,0,1.2864,0,0,1191.91055612547,-0.588099934253779
DTXSID9042380,NaN,1.5,[0.68:2.32],1,0.417,0.476,298-04-4,2497-07-6,2597-03-7,333-41-5,50512-35-1,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,UPUGLJYNCXXUQV-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,FHIVAFMUCKRCQO-UHFFFAOYSA-N,UFHLMYOGRXOCSL-UHFFFAOYSA-N,DTXSID0022018,DTXSID4037536,DTXSID6042280,DTXSID9020407,DTXSID8058110,2.34,0,1.69,1.85,1.57,1.59,1.12,1.58,1.43,1.02,3.949,3.39889,3,0,0,2.8496,0,0,2588.01353205886,-8.39045531021237
DTXSID4047678,NaN,0.51,[0.33:0.69],1,0.575,0.737,583-39-1,623-26-7,626-17-5,91-15-6,94-52-0,YHMYGUUIMTVXNW-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,LAQPNDIUHRHNCV-UHFFFAOYSA-N,XQZYPMVTSDWCCE-UHFFFAOYSA-N,XPAZGLFMMUODDK-UHFFFAOYSA-N,DTXSID9025536,DTXSID1060768,DTXSID7027259,DTXSID8029604,DTXSID8020965,0.41,0.3,0.75,0.7,0.4,0.74,0.7,0.51,0.58,0.79,1.374,2.16578,2,0,0,-0.0648,2,0,1020.82347177378,1.96777777777778
DTXSID60865718,NaN,2.18,[1.42:2.94],1,0.282,0.427,117-81-7,52918-63-5,85-68-7,13358-11-7,119168-77-3,BJQHLKABXJIVAM-UHFFFAOYSA-N,OWZREIFADZCYQD-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,MVKYQJHRHHQPDM-UHFFFAOYSA-N,ZZYSLNWGKKDOML-UHFFFAOYSA-N,DTXSID5020607,DTXSID8020381,DTXSID3020205,DTXSID9042176,DTXSID0034223,2.77,2.51,1.21,2.97,1.15,2.1,2.63,1.98,2.12,2.62,7.206,5.75888000000001,5,0,2,1.1387,3,0,2951.92897810135,-0.637402563086274
DTXSID80880024,NaN,0.75,[0.43:1.07],0,0.115,0.483,577-11-7,78-51-3,3089-11-0,3319-31-1,81-88-9,HNSDLXPSAYFUHK-UHFFFAOYSA-N,WTLBZVNBAKMVDP-UHFFFAOYSA-N,BNCADMBVWNPPIZ-UHFFFAOYSA-N,KRADHMIOFJQKEZ-UHFFFAOYSA-N,,DTXSID8022959,DTXSID5021758,DTXSID9027520,DTXSID9026265,DTXSID6042369,0.97,0.76,0.54,1.17,0.23,0.9,1.16,0.65,1.93,1.83,3.714,4.99306000000001,14,0,1,-1.5542,0,1,6341.78733841764,-24.7177582643938
DTXSID2044921,NaN,1.34,[0.87:1.69],1,0.442,0.59,2597-03-7,50512-35-1,732-11-6,120-54-7,3766-81-2,XAMUDJHXFNRLCY-UHFFFAOYSA-N,UFHLMYOGRXOCSL-UHFFFAOYSA-N,LMNZTLDVJIUSHT-UHFFFAOYSA-N,VNDRMZTXEFFQDR-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTXSID6042280,DTXSID8058110,DTXSID5024261,DTXSID0044789,DTXSID4058077,1.69,1.57,0.26,1.23,1.41,1.58,1.02,1.11,1.91,1.46,4.841,3.68409,4,0,0,1.1095,0,0,2013.09097383014,0.821885703984137
DTXSID7044922,NaN,0.49,[0.36:0.62],1,0.524,0.741,110-85-0,111-40-0,111-41-1,110-91-8,2814-20-2,GLUUGHFHXGJENI-UHFFFAOYSA-N,RPNUMPOLZDHAAY-UHFFFAOYSA-N,LHIJANUOQQMGNT-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,DTXSID1021164,DTXSID2025050,DTXSID7025423,DTXSID2025688,DTXSID1027502,0.59,0.65,0.46,0.45,0.26,0.24,0.52,0.62,0.2,0.61,-0.879,-0.16501,3,0,0,-1.3135,0,0,918.159719806035,-2.75694444444445
DTXSID30885589,NaN,0.62,[0.39:0.85],1,0.417,0.673,75-98-9,121-92-6,10541-83-0,127-20-8,1779-48-2,IUGYQRQAERSCNH-UHFFFAOYSA-N,AFPHTEQTJZKQAQ-UHFFFAOYSA-N,ZVIDMSBTYRSMAR-UHFFFAOYSA-N,NDUPDOJHUQKPAG-UHFFFAOYSA-N,MLCHBQKMVKNBOV-UHFFFAOYSA-N,DTXSID8026432,DTXSID0025737,DTXSID8065117,DTXSID5024001,DTXSID0027436,0.36,0.85,0.38,0.86,0.78,0.67,0.6,0.64,0.42,0.59,0.0639999999999999,0.23469,2,0,0,0.0693999999999999,0,1,471.866018763815,-5.25728538069136
