MoleculeID,LogKoc_exp,LogKoc_pred,Koc_predRange,AD_Koc,AD_index_Koc,Conf_index_Koc,Koc_CAS_neighbor_1,Koc_CAS_neighbor_2,Koc_CAS_neighbor_3,Koc_CAS_neighbor_4,Koc_CAS_neighbor_5,Koc_InChiKey_neighbor_1,Koc_InChiKey_neighbor_2,Koc_InChiKey_neighbor_3,Koc_InChiKey_neighbor_4,Koc_InChiKey_neighbor_5,Koc_DTXSID_neighbor_1,Koc_DTXSID_neighbor_2,Koc_DTXSID_neighbor_3,Koc_DTXSID_neighbor_4,Koc_DTXSID_neighbor_5,LogKoc_Exp_neighbor_1,LogKoc_Exp_neighbor_2,LogKoc_Exp_neighbor_3,LogKoc_Exp_neighbor_4,LogKoc_Exp_neighbor_5,LogKoc_pred_neighbor_1,LogKoc_pred_neighbor_2,LogKoc_pred_neighbor_3,LogKoc_pred_neighbor_4,LogKoc_pred_neighbor_5,CrippenLogP,nHBAcc,SpDiam_Dzi,VP_1,MPC3,TPC,VABC,SsssN,topoDiameter,AATS1m,MPC6,ATS1v
DTXSID20883615,NaN,2.7,[2.45:2.87],1,0.579,0.744,100-41-4,103-65-1,108-67-8,526-73-8,108-68-9,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,AUHZEENZYGFFBQ-UHFFFAOYSA-N,FYGHSUNMUKGBRK-UHFFFAOYSA-N,TUAMRELNJMMDMT-UHFFFAOYSA-N,DTXSID3020596|,DTXSID3042219|,DTXSID6026797|,DTXSID8047769|,DTXSID1025148|,2.23,2.87,2.82,2.8,2.83,2.42,2.83,2.75,2.78,2.51,2.82299,0,21.3660604594157,3.64982991426106,8,64,131.931418306133,0,4,60.1641909090909,8,4994.4478431819
DTXSID80883616,NaN,1.07,[0:2.19],1,0.438,0.336,123-33-1,61-82-5,1071-83-6,16672-87-0,111-42-2,BGRDGMRNKXEXQD-UHFFFAOYSA-N,KLSJWNVTNUYHDU-UHFFFAOYSA-N,XDDAORKBJWWYJS-UHFFFAOYSA-N,UDPGUMQDCGORJQ-UHFFFAOYSA-N,ZBCBWPMODOFKDW-UHFFFAOYSA-N,DTXSID9020792|,DTXSID0020076|,DTXSID1024122|,DTXSID7024085|,DTXSID3021932|,0.45,1.25,3.32,0,0.6,1.24,0.68,1.17,0.56,0.72,-1.79842,4,18.3827834697228,2.04356626591998,13,74,93.2403140836835,0,5,155.089501909091,6,2783.94379664244
DTXSID90889245,NaN,4.48,[3.64:5.32],0,0.06,0.312,64532-97-4,69409-94-5,117-84-0,131-20-4,70124-77-5,LMCLPMXCYFSRNG-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,DTXSID4025797|,DTXSID7024110|DTXSID7037555,DTXSID1021956|,DTXSID50873226|,DTXSID0022301|,4.06,5.71,4.38,3.21,5,5.06,5.05,4.06,4.39,5.2,12.82518,6,840.93157374108,20.9747122132056,64,820,803.831915953508,0,37,65.0703204393939,86,29449.4971493389
DTXSID6047105,NaN,2.34,[1.54:3.14],1,0.738,0.581,91-16-7,697-82-5,90-05-1,108-68-9,150-19-6,ABDKAPXRBAPSQN-UHFFFAOYSA-N,OGRAOKJKVGDSFR-UHFFFAOYSA-N,LHGVFZTZFXWLCP-UHFFFAOYSA-N,TUAMRELNJMMDMT-UHFFFAOYSA-N,ASHGTJPOSUFTGB-UHFFFAOYSA-N,DTXSID7047065|,DTXSID3047184|,DTXSID0023113|,DTXSID1025148|,DTXSID0022012|,2.03,3.61,1.56,2.83,1.5,2.39,2.84,2,2.51,2.05,1.79941,0,24.5831880039115,3.07401310515836,15,95,133.338954305656,0,5,85.5715799,9,4987.44999643291
DTXSID0052629,NaN,1.71,[1.49:1.93],1,0.638,0.772,5345-54-0,103-84-4,537-92-8,98-86-2,104-94-9,XQVCBOLNTSUFGD-UHFFFAOYSA-N,FZERHIULMFGESH-UHFFFAOYSA-N,ALMHSXDYCFOZQD-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,BHAAPTBBJKJZER-UHFFFAOYSA-N,DTXSID00201616|,DTXSID2022543|,DTXSID6024412|,DTXSID6021828|,DTXSID7024532|,1.93,1.43,1.45,1.8,1.93,2.09,1.58,1.7,1.74,1.8,2.22289,1,29.4733533309728,3.34574460003625,14,90,139.208253530161,0,6,80.5805979,8,5261.74778152497
DTXSID2044474,NaN,2.37,[1.52:3.22],1,0.617,0.537,60-12-8,98-85-1,697-82-5,93-89-0,95-93-2,WRMNZCZEMHIOCP-UHFFFAOYSA-N,WAPNOHKVXSQRPX-UHFFFAOYSA-N,OGRAOKJKVGDSFR-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,SQNZJJAZBFDUTD-UHFFFAOYSA-N,DTXSID9026342|,DTXSID1020859|,DTXSID3047184|,DTXSID3038696|,DTXSID1029124|,1.5,1.5,3.61,2.3,3.12,1.61,1.75,2.84,1.68,3.06,1.7889,1,30.8020390591625,3.57291269851534,14,90,141.844712230961,0,6,74.5384562727272,8,5458.49802852096
DTXSID2044470,NaN,1.71,[1.49:1.93],1,0.634,0.77,5345-54-0,537-92-8,103-84-4,98-86-2,104-94-9,XQVCBOLNTSUFGD-UHFFFAOYSA-N,ALMHSXDYCFOZQD-UHFFFAOYSA-N,FZERHIULMFGESH-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,BHAAPTBBJKJZER-UHFFFAOYSA-N,DTXSID00201616|,DTXSID6024412|,DTXSID2022543|,DTXSID6021828|,DTXSID7024532|,1.93,1.45,1.43,1.8,1.93,2.09,1.7,1.58,1.74,1.8,2.24769,1,29.9529722635448,3.42546791953471,14,90,139.208253530161,0,6,80.5805979,8,5261.74778152497
DTXSID5025572,2.1,2.09,[2.04:2.1],1,1,0.874,93-58-3,99-94-5,103-82-2,613-93-4,33222-69-4,QPJVMBTYPHYUOC-UHFFFAOYSA-N,LPNBBFKOUUSUDB-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,NCCHARWOCKOHIH-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,DTXSID5025572|,DTXSID6021618|,DTXSID2021656|,DTXSID5025570|,DTXSID10186869|,2.1,1.77,1.45,1.68,1.48,1.59,1.7,1.76,1.73,1.76,1.44159,2,28.451360329324,2.97718018345069,14,90,130.702495604856,0,6,93.5109732222222,8,4790.69974943692
DTXSID0059089,NaN,1.64,[1.32:1.96],1,0.542,0.678,611-74-5,93-71-0,101-42-8,121-69-7,330-39-2,IMNDHOCGZLYMRO-UHFFFAOYSA-N,MDBGGTQNNUOQRC-UHFFFAOYSA-N,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,ANWCBSUPTRJETC-UHFFFAOYSA-N,DTXSID4060602|,DTXSID2041591|,DTXSID7037551|,DTXSID2020507|,DTXSID80186634|,1.6,1.3,1.4,2.26,1.73,1.47,1.68,1.67,1.69,1.59,2.04018,2,25.7826432224226,3.07540514591557,14,90,132.909029112461,1.52777777777778,6,87.9698283157894,8,4839.49160330263
DTXSID5061322,NaN,1.73,[1.57:1.89],1,0.616,0.773,33222-69-4,619-55-6,645-09-0,613-93-4,99-94-5,VTONZKDPQTYHLV-UHFFFAOYSA-N,UHBGYFCCKRAEHA-UHFFFAOYSA-N,KWAYEPXDGHYGRW-UHFFFAOYSA-N,NCCHARWOCKOHIH-UHFFFAOYSA-N,LPNBBFKOUUSUDB-UHFFFAOYSA-N,DTXSID10186869|,DTXSID2060705|,DTXSID5025732|,DTXSID5025570|,DTXSID6021618|,1.48,1.78,1.95,1.68,1.77,1.76,1.69,1.63,1.73,1.7,0.93409,2,32.0505419841565,3.80407155688305,19,160,140.055088545134,0,6,88.6430965454545,18,5791.77246075815
DTXSID9024194,1.3,1.3,[1.3:1.35],1,1,0.847,93-65-2,7073-42-9,94-74-6,24691-80-3,120-36-5,WNTGYJSOUMFZEP-UHFFFAOYSA-N,WNOVNNUWOUKIOL-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,JFSPBVWPKOEZCB-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,DTXSID9024194|,DTXSID20220985|,DTXSID4024195|,DTXSID8058035|,DTXSID0020440|,1.3,1.95,1.73,2.48,2.23,2.01,1.63,1.69,2.39,1.82,3.00931,2,54.8350556117163,4.53856333362022,21,173,189.295759327583,0,8,105.20083468,21,6713.94582623722
DTXSID3026562,NaN,1.91,[1.77:2.05],1,0.672,0.798,122-42-9,13140-86-8,22175-22-0,5532-90-1,20782-57-4,VXPLXMJHHKHSOA-UHFFFAOYSA-N,GAVZUXBKQVMADB-UHFFFAOYSA-N,GUMFWXBSFOHZDC-UHFFFAOYSA-N,QDZXCXBFZLLQFT-UHFFFAOYSA-N,YWHRNWZTCCNWSH-UHFFFAOYSA-N,DTXSID7020766|,DTXSID80157026|,DTXSID20176711|,DTXSID70203884|,DTXSID20174873|,1.83,1.74,2.1,2.06,1.84,1.9,1.97,1.85,1.91,2.06,2.52091,3,58.0779678664932,4.44270534084004,19,165,190.950750989822,0,8,86.0314612592593,17,6946.45435525589
DTXSID3042051,NaN,2.2,[1.87:2.53],1,0.599,0.727,673-04-1,131-11-3,1610-17-9,122-34-9,1912-24-9,HKAMKLBXTLTVCN-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,PXWUKZGIHQRDHL-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,DTXSID9042388|,DTXSID3022455|,DTXSID0037493|,DTXSID4021268|,DTXSID9020112|,2.34,1.6,2.64,2.1,2.24,2.22,1.75,2.45,2.36,2.35,1.19658,5,53.11354558744,4.11602540378444,19,165,182.765369169634,0,8,87.2955310370371,17,6536.64434416707
DTXSID0061325,NaN,1.84,[1.55:2.12],1,0.71,0.753,114-38-5,1967-27-7,2989-98-2,1967-25-5,656-31-5,ASPIQYFYSMQBHA-UHFFFAOYSA-N,PPCUBWWPGYHEJE-UHFFFAOYSA-N,DHMRSMNEKFDABI-UHFFFAOYSA-N,PFQUUCXMPUNRLA-UHFFFAOYSA-N,PAWVOCWEWJXILY-UHFFFAOYSA-N,DTXSID1074460|,DTXSID90173338|,DTXSID70184008|,DTXSID30173337|,DTXSID00215854|,1.61,2.01,2.12,2.06,1.32,1.85,1.67,1.95,2.16,1.73,1.93819,3,32.6019348832381,3.22913639085868,16,110,137.407805449983,0,6,133.7806325,12,4789.42409732816
DTXSID0021387,1.75,1.75,[1.75:1.78],1,1,0.876,93-72-1,93-76-5,120-36-5,709-98-8,15310-01-7,ZLSWBLPERHFHIS-UHFFFAOYSA-N,SMYMJHWAQXWPDB-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,LFULEKSKNZEWOE-UHFFFAOYSA-N,LJOZMWRYMKECFF-UHFFFAOYSA-N,DTXSID0021387|,DTXSID5021388|,DTXSID0020440|,DTXSID8022111|,DTXSID7041623|,1.75,1.99,2.23,2.17,2.82,2.28,1.83,1.82,2.31,2.73,4.23338,2,59.5361571615352,5.08912341931457,24,201,202.421910242583,0,8,149.495831545455,26,6755.47427472445
DTXSID5021388,1.99,1.99,[1.97:2.01],1,1,0.949,93-76-5,93-72-1,120-36-5,55335-06-3,94-75-7,SMYMJHWAQXWPDB-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,REEQLXCGVXDJSQ-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,DTXSID5021388|,DTXSID0021387|,DTXSID0020440|,DTXSID0032497|,DTXSID0020442|,1.99,1.75,2.23,1.67,1.66,1.83,2.28,1.82,2.14,2.35,3.84488,2,54.4018256398986,4.6296242803227,21,178,185.125925616717,0,8,164.233157736842,23,6102.48414023408
DTXSID50918060,NaN,3.44,[2.7:4.21],1,0.368,0.431,32357-46-3,53404-31-2,84-75-3,1689-99-2,72490-01-8,IRLJKGHTPKJLFX-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,DTXSID5041354|,DTXSID0041858|,DTXSID6025068|,DTXSID7023932|,DTXSID7032393|,2.7,3,4.72,4,3,3.65,3.47,3.63,3.1,2.94,6.12059000000001,2,179.840561654053,8.92341548414086,21,180,334.828176666724,0,16,60.3740558363637,16,11814.9771235554
DTXSID40888723,NaN,4.01,[3.6:4.38],0,0.294,0.516,117-84-0,103-23-1,131-20-4,6422-86-2,64532-97-4,MQIUGAXCHLFZKX-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,DTXSID1021956|,DTXSID0020606|,DTXSID50873226|,DTXSID7027625|,DTXSID4025797|,4.38,4.19,3.21,4.16,4.06,4.06,4.12,4.39,4.06,5.06,8.76289,2,311.553843970624,11.9471162208775,26,257,438.604084421925,0,22,58.7337382054795,23,15820.9823444261
DTXSID70917959,NaN,2.83,[2.21:3.49],1,0.287,0.433,26644-46-2,492-80-8,90-94-8,101-61-1,59669-26-0,RROQIUMZODEXOR-UHFFFAOYSA-N,JPIYZTWMUGTEHX-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,JNRLEMMIVRBKJE-UHFFFAOYSA-N,XDOTVMNBCQVZKG-UHFFFAOYSA-N,DTXSID5032654|,DTXSID7043821|,DTXSID2020894|,DTXSID5020869|,DTXSID0032578|,2.3,3.31,2.21,3.96,2.54,2.75,2.66,3.33,2.78,2.91,2.51265,5,147.968119023202,9.60492546990656,43,519,347.864342391135,4.33779294742588,13,91.9747855961539,61,12356.2757005313
DTXSID40917865,NaN,4.65,[3.65:5.65],0,0.093,0.267,64532-97-4,69409-94-5,117-84-0,67485-29-4,131-20-4,LMCLPMXCYFSRNG-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IQVNEKKDSLOHHK-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,DTXSID4025797|,DTXSID7024110|DTXSID7037555,DTXSID1021956|,DTXSID6023868|,DTXSID50873226|,4.06,5.71,4.38,5.86,3.21,5.06,5.05,4.06,4.78,4.39,10.80549,8,560.762769260604,19.8679161403534,56,709,777.46780716262,0,20,67.9001202580645,70,27599.3453320452
DTXSID80891711,NaN,3.95,[3.46:4.44],1,0.401,0.535,786-19-6,35400-43-2,78-48-8,3070-15-3,1689-99-2,VEDTXTNSFWUXGQ-UHFFFAOYSA-N,JXHJNEJVUNHLKO-UHFFFAOYSA-N,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,NYAZLCBHRWRNRY-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,DTXSID7022120|,DTXSID8032675|,DTXSID1024174|,DTXSID7062827|,DTXSID7023932|,4.66,4.08,3.7,3.18,4,3.54,3.83,3.5,3.12,3.1,4.8594,2,120.563907601678,10.3186443521993,17,146,290.534029135523,0,12,119.795488649209,11,9872.24615502406
DTXSID8026563,NaN,4.15,[3.61:4.69],0,0.269,0.471,103-23-1,117-84-0,131-20-4,6422-86-2,117-81-7,SAOKZLXYCUGLFA-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID0020606|,DTXSID1021956|,DTXSID50873226|,DTXSID7027625|,DTXSID5020607|,4.19,4.38,3.21,4.16,4.94,4.12,4.06,4.39,4.06,3.91,4.99718000000001,4,315.433669244141,10.9031320930901,27,247,421.16264337812,1.5502032378892,21,63.9833689558824,21,14786.2693153031
DTXSID90879808,NaN,1.8,[1.48:2.16],1,0.586,0.656,63-99-0,619-55-6,150-13-0,613-93-4,33222-69-4,UVQVMNIYFXZXCI-UHFFFAOYSA-N,UHBGYFCCKRAEHA-UHFFFAOYSA-N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,NCCHARWOCKOHIH-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,DTXSID1075351|,DTXSID2060705|,DTXSID6024466|,DTXSID5025570|,DTXSID10186869|,1.56,1.78,2.5,1.68,1.48,1.49,1.69,1.47,1.73,1.76,0.3858,3,33.8624449702944,3.48516529751232,16,113,146.542248021428,0,6,80.0046062173913,12,5565.92012315616
DTXSID30891100,NaN,1.38,[0.77:1.99],1,0.441,0.498,56-04-2,30560-19-1,4684-94-0,19928-35-9,55-21-0,VDIAYBNYJCMVED-UHFFFAOYSA-N,YASYVMFAVPKPKE-UHFFFAOYSA-N,ZLKMOIHCHCMSFW-UHFFFAOYSA-N,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,KXDAEFPNCMNJSK-UHFFFAOYSA-N,DTXSID2020890|,DTXSID8023846|,DTXSID7040289|,DTXSID60860187|,DTXSID0021709|,2.14,0.3,1.37,1.3,1.46,1.77,1.8,1.63,2.32,1.52,-0.22571,3,23.73646498117,4.28022813271618,4,28,122.323936805683,0,4,131.686469625,0,4406.49434871754
DTXSID60917382,NaN,1.97,[1.08:2.99],0,0.169,0.296,126535-15-7,144740-54-5,83-79-4,86209-51-0,111991-09-4,IMEVJVISCHQJRM-UHFFFAOYSA-N,DTVOKYWXACGVGO-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,DTXSID2032502|,DTXSID9058311|,DTXSID6021248|,DTXSID8032463|,DTXSID6034764|,1.84,1.46,4,1.08,1.48,1.53,1.83,5.56,1.93,1.84,3.61426,9,225.171232588083,10.5827031800419,77,1666,402.488789152724,2.04691271266717,15,148.19155445614,171,16218.7531529828
DTXSID6041636,NaN,2.01,[1.61:2.41],1,0.71,0.682,101-97-3,94-08-6,103-45-7,51-66-1,93-89-0,DULCUDSUACXJJC-UHFFFAOYSA-N,NWPWRAWAUYIELB-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,XVAIDCNLVLTVFM-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,DTXSID6044353|,DTXSID5048211|,DTXSID7044506|,DTXSID6026325|,DTXSID3038696|,1.89,2.59,1.89,1.4,2.3,2.01,1.85,1.98,2.02,1.68,2.20349,2,43.3011953431633,3.92065955716678,16,123,165.294464856589,0,7,84.173088,12,6096.68001841765
DTXSID70916987,NaN,3.05,[2.39:3.71],1,0.475,0.561,84-74-2,84-69-5,85-68-7,13684-63-4,31972-43-7,DOIRQSBPFJWKBE-UHFFFAOYSA-N,MGWAVDBGNNKXQV-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,IDOWTHOLJBTAFI-UHFFFAOYSA-N,LUQMWGMGWJEGAT-UHFFFAOYSA-N,DTXSID2021781|,DTXSID9022522|,DTXSID3020205|,DTXSID1024255|,DTXSID8037548|,3.14,3.14,3.72,3.38,1.57,3.41,2.79,3.25,3.35,2.03,2.64417,4,121.74975280749,7.58791921695524,28,329,306.376960043334,0,13,70.2530949166667,44,11012.3832867177
DTXSID10916885,NaN,3.13,[2.68:3.58],1,0.505,0.6,53-96-3,723-62-6,26225-79-6,40487-42-1,1468-95-7,CZIHNRWJTSTCEX-UHFFFAOYSA-N,XGWFJBFNAQHLEF-UHFFFAOYSA-N,IRCMYGHHKLLGHV-UHFFFAOYSA-N,CHIFOSRWCNZCFN-UHFFFAOYSA-N,JCJNNHDZTLRSGN-UHFFFAOYSA-N,DTXSID0039227|,DTXSID7049427|,DTXSID8034580|,DTXSID7024245|,DTXSID1049221|,3.14,2.74,2.53,3.7,3.61,3.61,3.72,2.68,3.66,3.42,2.94798,2,80.7075539833304,6.58491821669773,37,524,225.938403360056,0,9,78.4893563684211,68,9555.67435987778
DTXSID6074968,NaN,2.81,[2.18:3.44],1,0.484,0.544,7700-17-6,84-72-0,84-74-2,84-69-5,35367-38-5,XXXSILNSXNPGKG-UHFFFAOYSA-N,PZBLUWVMZMXIKZ-UHFFFAOYSA-N,DOIRQSBPFJWKBE-UHFFFAOYSA-N,MGWAVDBGNNKXQV-UHFFFAOYSA-N,QQQYTWIFVNKMRW-UHFFFAOYSA-N,DTXSID6037514|,DTXSID3024100|,DTXSID2021781|,DTXSID9022522|,DTXSID1024049|,2,2.54,3.14,3.14,3.83,2.74,2.32,3.41,2.79,3.15,2.3857,5,131.082315529758,6.56788278324039,26,246,264.268656401078,0,13,115.257763447368,29,9730.6821281988
DTXSID6027343,NaN,2.39,[1.67:3.11],1,0.567,0.583,1129-50-6,93-08-3,92-52-4,119-61-9,51-66-1,UHANVDZCDNSILX-UHFFFAOYSA-N,XSAYZAUNJMRRIR-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,RWCCWEUUXYIKHB-UHFFFAOYSA-N,XVAIDCNLVLTVFM-UHFFFAOYSA-N,DTXSID9061544|,DTXSID2041389|,DTXSID4020161|,DTXSID0021961|,DTXSID6026325|,1.71,2.93,3.27,2.63,1.4,1.86,3.06,3.5,2.65,2.02,2.76499,1,41.5483119299271,4.09574460003625,18,131,173.800222781895,0,7,74.9449443076923,20,6567.72805050571
DTXSID4052633,NaN,2.23,[1.75:2.71],1,0.613,0.644,106-30-9,1129-50-6,136-60-7,122-42-9,106-32-1,TVQGDYNRXLTQAP-UHFFFAOYSA-N,UHANVDZCDNSILX-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,VXPLXMJHHKHSOA-UHFFFAOYSA-N,YYZUSRORWSJGET-UHFFFAOYSA-N,DTXSID1040112|,DTXSID9061544|,DTXSID8040694|,DTXSID7020766|,DTXSID8051542|,2.61,1.71,2.1,1.83,3.02,2.17,1.86,1.66,1.9,2.34,3.04958,2,52.144021193846,4.57158411921888,13,78,193.823840958989,0,8,67.1907765172413,6,6361.58281489144
DTXSID9045003,NaN,3.64,[3.03:4.25],1,0.389,0.507,85-70-1,85-68-7,84-75-3,72490-01-8,53404-31-2,GOJCZVPJCKEBQV-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,DTXSID7023938|,DTXSID3020205|,DTXSID6025068|,DTXSID7032393|,DTXSID0041858|,3.7,3.72,4.72,3,3,3.36,3.25,3.63,2.94,3.47,2.88618,4,168.391055086994,9.86296141279919,28,334,318.793068979479,0,16,93.5656334489796,32,11684.1541913582
DTXSID7072969,NaN,1.72,[1.24:2.2],0,0.244,0.5,126535-15-7,86209-51-0,83055-99-6,144740-54-5,122931-48-0,IMEVJVISCHQJRM-UHFFFAOYSA-N,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,XMQFTWRPUQYINF-UHFFFAOYSA-N,DTVOKYWXACGVGO-UHFFFAOYSA-N,MEFOUWRMVYJCQC-UHFFFAOYSA-N,DTXSID2032502|,DTXSID8032463|,DTXSID7024164|,DTXSID9058311|,DTXSID1032642|,1.84,1.08,2.5,1.46,1.71,1.53,1.93,1.77,1.83,1.83,2.65125,9,267.715227911891,10.3953783567783,46,489,481.680460420253,0,14,86.3438032727272,57,15762.5622171471
DTXSID60240602,NaN,4.48,[3.64:5.32],0,0.056,0.311,64532-97-4,69409-94-5,117-84-0,70124-77-5,131-20-4,LMCLPMXCYFSRNG-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,DTXSID4025797|,DTXSID7024110|DTXSID7037555,DTXSID1021956|,DTXSID0022301|,DTXSID50873226|,4.06,5.71,4.38,5,3.21,5.06,5.05,4.06,5.2,4.39,15.05839,6,874.135933587705,23.2001244904482,67,869,852.429870040163,0,33,66.9446140434783,90,31420.7018725258
DTXSID9034868,NaN,1.88,[1.43:2.33],1,0.495,0.6,90982-32-4,82097-50-5,86209-51-0,83055-99-6,122931-48-0,NSWAMPCUPHPTTC-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,XMQFTWRPUQYINF-UHFFFAOYSA-N,MEFOUWRMVYJCQC-UHFFFAOYSA-N,DTXSID0023955|,DTXSID0024345|,DTXSID8032463|,DTXSID7024164|,DTXSID1032642|,2.04,2.02,1.08,2.5,1.71,1.9,1.87,1.93,1.77,1.83,3.49058,8,191.782456469623,8.12121898134363,46,579,329.884508233199,0,14,139.457236366791,67,12236.6840387115
DTXSID4022527,NaN,2.2,[1.9:2.5],1,0.68,0.714,94-08-6,99-77-4,101-97-3,103-45-7,136-60-7,NWPWRAWAUYIELB-UHFFFAOYSA-N,PHWSCBWNPZDYRI-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,DTXSID5048211|,DTXSID1052666|,DTXSID6044353|,DTXSID7044506|,DTXSID8040694|,2.59,2.48,1.89,1.89,2.1,1.85,2.18,2.01,1.98,1.66,1.92739,2,54.0630972293908,4.19900420904112,18,147,174.08469155715,0,9,88.6535202,18,6366.68653474842
DTXSID90240731,NaN,4.01,[3.6:4.38],0,0.233,0.496,117-84-0,103-23-1,131-20-4,64532-97-4,6422-86-2,MQIUGAXCHLFZKX-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,DTXSID1021956|,DTXSID0020606|,DTXSID50873226|,DTXSID4025797|,DTXSID7027625|,4.38,4.19,3.21,4.06,4.16,4.06,4.12,4.39,5.06,4.06,8.85129,2,367.199885070869,12.3205324256816,25,252,455.900069047792,0,24,59.2094888157895,22,16385.908064988
DTXSID20240825,NaN,2.32,[1.99:2.6],1,0.597,0.652,99-77-4,2686-99-9,94-08-6,2655-14-3,NOCAS_876006,PHWSCBWNPZDYRI-UHFFFAOYSA-N,AUQAUAIUNJIIEP-UHFFFAOYSA-N,NWPWRAWAUYIELB-UHFFFAOYSA-N,CVQODEWAPZVVBU-UHFFFAOYSA-N,IPIVUPVIFPKFTG-UHFFFAOYSA-N,DTXSID1052666|,DTXSID1040322|,DTXSID5048211|,DTXSID7058042|,DTXSID60876006|,2.48,2.6,2.59,1.71,2.16,2.18,1.66,1.85,2.19,2,1.92038,2,48.0759636975883,4.14341358797619,23,244,158.06546713945,0,8,97.85419144,31,6321.89593774928
