MoleculeID,LogKoc_exp,LogKoc_pred,Koc_predRange,AD_Koc,AD_index_Koc,Conf_index_Koc,Koc_CAS_neighbor_1,Koc_CAS_neighbor_2,Koc_CAS_neighbor_3,Koc_CAS_neighbor_4,Koc_CAS_neighbor_5,Koc_InChiKey_neighbor_1,Koc_InChiKey_neighbor_2,Koc_InChiKey_neighbor_3,Koc_InChiKey_neighbor_4,Koc_InChiKey_neighbor_5,Koc_DTXSID_neighbor_1,Koc_DTXSID_neighbor_2,Koc_DTXSID_neighbor_3,Koc_DTXSID_neighbor_4,Koc_DTXSID_neighbor_5,LogKoc_Exp_neighbor_1,LogKoc_Exp_neighbor_2,LogKoc_Exp_neighbor_3,LogKoc_Exp_neighbor_4,LogKoc_Exp_neighbor_5,LogKoc_pred_neighbor_1,LogKoc_pred_neighbor_2,LogKoc_pred_neighbor_3,LogKoc_pred_neighbor_4,LogKoc_pred_neighbor_5,CrippenLogP,nHBAcc,SpDiam_Dzi,VP_1,MPC3,TPC,VABC,SsssN,topoDiameter,AATS1m,MPC6,ATS1v
DTXSID8020466,NaN,1.38,[0.85:1.83],1,0.629,0.596,103-74-2,111-76-2,108-65-6,55-21-0,619-55-6,BXGYBSJAZFGIPX-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,LLHKCFNBLRBOGN-UHFFFAOYSA-N,KXDAEFPNCMNJSK-UHFFFAOYSA-N,UHBGYFCCKRAEHA-UHFFFAOYSA-N,DTXSID2044767|,DTXSID1024097|,DTXSID1026796|,DTXSID0021709|,DTXSID2060705|,1.45,1.83,0.36,1.46,1.78,1.62,1.23,1.75,1.52,1.69,0.4903,2,23.781004573189,3.23369277925544,6,36,132.902467603267,0,6,78.7295895789473,1,3955.11159260233
DTXSID6030607,NaN,1.37,[0.84:1.9],1,0.667,0.612,142-62-1,111-76-2,111-27-3,539-82-2,108-65-6,FUZZWVXGSFPDMH-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,ICMAFTSLXCXHRK-UHFFFAOYSA-N,LLHKCFNBLRBOGN-UHFFFAOYSA-N,DTXSID7021607|,DTXSID1024097|,DTXSID8021931|,DTXSID6040161|,DTXSID1026796|,1.46,1.83,1.01,1.97,0.36,1.49,1.23,1.38,1.51,1.75,1.4054,2,25.7384056388136,3.04031862154338,6,36,129.912819857122,0,6,65.2832167142857,1,4087.78134273854
DTXSID3025041,NaN,1.31,[0.55:2.07],1,0.613,0.504,108-65-6,103-74-2,64-10-8,111-76-2,150-13-0,LLHKCFNBLRBOGN-UHFFFAOYSA-N,BXGYBSJAZFGIPX-UHFFFAOYSA-N,LUBJCRLGQSPQNN-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,DTXSID1026796|,DTXSID2044767|,DTXSID8042507|,DTXSID1024097|,DTXSID6024466|,0.36,1.45,1.35,1.83,2.5,1.75,1.62,1.76,1.23,1.47,0.77739,3,24.7773511819003,2.60393626725852,6,36,118.770603231017,0,6,80.6128862941176,1,3508.04747758295
DTXSID8025591,NaN,1.56,[1.11:2.01],1,0.362,0.564,1596-84-5,685-91-6,611-74-5,93-71-0,121-69-7,NOQGZXFMHARMLW-UHFFFAOYSA-N,AJFDBNQQDYLMJN-UHFFFAOYSA-N,IMNDHOCGZLYMRO-UHFFFAOYSA-N,MDBGGTQNNUOQRC-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,DTXSID9020370|,DTXSID9020459|,DTXSID4060602|,DTXSID2041591|,DTXSID2020507|,0.95,1.84,1.6,1.3,2.26,1.59,1.69,1.47,1.68,1.69,-1.0972,3,25.4548664665071,2.71212465956731,6,36,123.613595439422,1.86111111111111,6,67.15012015,1,3841.65399237311
DTXSID4020240,NaN,1.4,[1.25:1.5],1,0.6,0.759,55-21-0,65-85-0,100-51-6,103-74-2,98-85-1,KXDAEFPNCMNJSK-UHFFFAOYSA-N,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WVDDGKGOMKODPV-UHFFFAOYSA-N,BXGYBSJAZFGIPX-UHFFFAOYSA-N,WAPNOHKVXSQRPX-UHFFFAOYSA-N,DTXSID0021709|,DTXSID6020143|,DTXSID5020152|,DTXSID2044767|,DTXSID1020859|,1.46,1.5,1.1,1.45,1.5,1.52,1.6,1.57,1.62,1.75,0.91049,2,19.4781578492733,3.16123092641848,9,63,117.126435963128,0,4,72.9026675789473,9,4296.66711169239
DTXSID2065127,NaN,1.02,[0.22:1.82],1,0.348,0.392,57966-95-7,1646-87-3,1646-88-4,6923-22-4,116-06-3,XERJKGMBORTKEO-UHFFFAOYSA-N,BXPMAGSOWXBZHS-UHFFFAOYSA-N,YRRKLBAKDXSTNC-UHFFFAOYSA-N,KRTSDMXIXPKRQR-UHFFFAOYSA-N,QGLZXHRNAYXIBU-UHFFFAOYSA-N,DTXSID6032358|,DTXSID1033161|,DTXSID6023862|,DTXSID9034816|,DTXSID0039223|,2.09,0.56,0.42,0,1.5,1.17,1.44,1.49,1.77,1.79,-1.1368,4,69.1292767169713,4.73071014330082,9,77,190.9113765404,0,11,60.8841457878788,6,6401.22970687102
DTXSID2033445,NaN,1.59,[0.96:2.22],1,0.403,0.502,25606-41-1,32817-80-4,93-71-0,1596-84-5,7160-01-2,WZZLDXDUQPOXNW-UHFFFAOYSA-N,KZAUOCCYDRDERY-UHFFFAOYSA-N,MDBGGTQNNUOQRC-UHFFFAOYSA-N,NOQGZXFMHARMLW-UHFFFAOYSA-N,QTERLAXNZRFFMZ-UHFFFAOYSA-N,DTXSID6034849|,DTXSID10860293|,DTXSID2041591|,DTXSID9020370|,DTXSID60221835|,2.49,1,1.3,0.95,1.51,1.7,1.71,1.68,1.59,1.64,-0.1235,3,56.3626251670963,4.32601002866716,8,66,179.914616332233,2.19901966805241,9,59.5732160645161,5,5946.28751316085
DTXSID3026722,NaN,1.87,[0.93:2.64],1,0.468,0.42,673-04-1,122-34-9,6923-22-4,1912-24-9,1610-17-9,HKAMKLBXTLTVCN-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,KRTSDMXIXPKRQR-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,PXWUKZGIHQRDHL-UHFFFAOYSA-N,DTXSID9042388|,DTXSID4021268|,DTXSID9034816|,DTXSID9020112|,DTXSID0037493|,2.34,2.1,0,2.24,2.64,2.22,2.36,1.77,2.35,2.45,1.62259,6,67.8008880320821,4.17221713560779,13,105,194.3927785095,0,9,94.0679862592593,8,5938.60702975551
DTXSID9051539,NaN,2.27,[2.17:2.37],1,0.494,0.763,1912-24-9,1014-70-6,122-34-9,139-40-2,5915-41-3,MXWJVTOOROXGIU-UHFFFAOYSA-N,MGLWZSOBALDPEK-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,WJNRPILHGGKWCK-UHFFFAOYSA-N,FZXISNSWEXTPMF-UHFFFAOYSA-N,DTXSID9020112|,DTXSID8037596|,DTXSID4021268|,DTXSID3021196|,DTXSID4027608|,2.24,2.3,2.1,2.4,2.32,2.35,2.42,2.36,2.37,2.41,2.33919,5,72.2966937483096,5.05186994686269,13,105,204.111575866539,0,9,108.357517444445,8,6338.6235277419
DTXSID2021864,NaN,2.07,[1.57:2.57],1,0.754,0.689,106-42-3,90-05-1,91-16-7,108-68-9,150-19-6,URLKBWYHVLBVBO-UHFFFAOYSA-N,LHGVFZTZFXWLCP-UHFFFAOYSA-N,ABDKAPXRBAPSQN-UHFFFAOYSA-N,TUAMRELNJMMDMT-UHFFFAOYSA-N,ASHGTJPOSUFTGB-UHFFFAOYSA-N,DTXSID2021868|,DTXSID0023113|,DTXSID7047065|,DTXSID1025148|,DTXSID0022012|,2.41,1.56,2.03,2.83,1.5,2.49,2,2.39,2.51,2.05,1.87354,0,20.2732532208352,2.96164066946256,13,78,124.548727605095,0,5,77.4404074210526,7,4805.50789403059
DTXSID1059319,NaN,4.01,[3.59:4.38],0,0.242,0.499,117-84-0,103-23-1,131-20-4,6422-86-2,64532-97-4,MQIUGAXCHLFZKX-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,DTXSID1021956|,DTXSID0020606|,DTXSID50873226|,DTXSID7027625|,DTXSID4025797|,4.38,4.19,3.21,4.16,4.06,4.06,4.12,4.39,4.06,5.06,8.06349000000001,4,368.460744367673,12.104483591154,27,272,453.548079122248,0,25,65.1419269452055,24,16022.5649767968
DTXSID7021865,NaN,2.52,[2.18:2.86],1,0.396,0.625,63075-06-9,101-27-9,886-59-9,1538-74-5,78508-44-8,BIYXGLPPMRDUNY-UHFFFAOYSA-N,MCOQHIWZJUDQIC-UHFFFAOYSA-N,WPLYTRWMCWBZEN-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,ABBMQADJUMXTAJ-UHFFFAOYSA-N,DTXSID40212403|,DTXSID3041617|,DTXSID90877268|,DTXSID60165422|,DTXSID60877139|,2.61,3.06,2.07,2.26,2.56,2.52,2.44,2.31,2.47,2.37,2.38928,4,101.955475227171,5.71874401501341,15,130,243.359804911045,0,13,76.9572223714286,12,7922.76145560926
DTXSID3026724,NaN,2.52,[2.18:2.86],1,0.396,0.625,63075-06-9,101-27-9,886-59-9,1538-74-5,78508-44-8,BIYXGLPPMRDUNY-UHFFFAOYSA-N,MCOQHIWZJUDQIC-UHFFFAOYSA-N,WPLYTRWMCWBZEN-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,ABBMQADJUMXTAJ-UHFFFAOYSA-N,DTXSID40212403|,DTXSID3041617|,DTXSID90877268|,DTXSID60165422|,DTXSID60877139|,2.61,3.06,2.07,2.26,2.56,2.52,2.44,2.31,2.47,2.37,2.38928,4,101.955475227171,5.71874401501341,15,130,243.359804911045,0,13,76.9572223714286,12,7922.76145560926
DTXSID1044510,NaN,1.5,[0.95:2.08],1,0.381,0.511,25606-41-1,1596-84-5,93-71-0,611-74-5,32817-80-4,WZZLDXDUQPOXNW-UHFFFAOYSA-N,NOQGZXFMHARMLW-UHFFFAOYSA-N,MDBGGTQNNUOQRC-UHFFFAOYSA-N,IMNDHOCGZLYMRO-UHFFFAOYSA-N,KZAUOCCYDRDERY-UHFFFAOYSA-N,DTXSID6034849|,DTXSID9020370|,DTXSID2041591|,DTXSID4060602|,DTXSID10860293|,2.49,0.95,1.3,1.6,1,1.7,1.59,1.68,1.47,1.71,-0.3842,3,42.3955276032545,3.89616570846136,8,55,162.618631706367,2.26361111111111,8,59.1546218928571,3,5368.03345781787
DTXSID1044772,NaN,2.63,[2.28:2.98],1,0.63,0.672,106-32-1,112-30-1,1538-74-5,106-30-9,136-60-7,YYZUSRORWSJGET-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,DTXSID8051542|,DTXSID7021946|,DTXSID60165422|,DTXSID1040112|,DTXSID8040694|,3.02,2.59,2.26,2.61,2.1,2.34,2.33,2.47,2.17,1.66,3.09208,2,73.0942163881775,4.85084993056187,11,91,211.119825584856,0,10,66.156588,9,7014.5729493818
DTXSID0020654,NaN,2.67,[2.41:2.93],1,0.562,0.677,106-32-1,1538-74-5,63075-06-9,94-81-5,112-30-1,YYZUSRORWSJGET-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,BIYXGLPPMRDUNY-UHFFFAOYSA-N,LLWADFLAOKUBDR-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,DTXSID8051542|,DTXSID60165422|,DTXSID40212403|,DTXSID4024193|,DTXSID7021946|,3.02,2.26,2.61,2.73,2.59,2.34,2.47,2.52,2.07,2.33,3.32847,2,77.6364950476673,4.9443236657693,12,105,225.779351509922,0,10,68.523482939394,11,7438.08985113113
DTXSID90147413,NaN,3.11,[2.39:3.83],0,0.253,0.399,101-61-1,492-80-8,90-94-8,26644-46-2,3478-94-2,JNRLEMMIVRBKJE-UHFFFAOYSA-N,JPIYZTWMUGTEHX-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,RROQIUMZODEXOR-UHFFFAOYSA-N,BZGLBXYQOMFXAU-UHFFFAOYSA-N,DTXSID5020869|,DTXSID7043821|,DTXSID2020894|,DTXSID5032654|,DTXSID7032634|,3.96,3.31,2.21,2.3,3.7,2.78,2.66,3.33,2.75,2.95,5.73749,2,149.625190798468,9.01855984406168,37,356,313.717242353401,5.0384716973209,13,141.08834774359,36,11451.7792107553
DTXSID20872988,NaN,4.55,[3.53:5.57],0,0.115,0.275,69409-94-5,64532-97-4,3478-94-2,24151-93-7,67485-29-4,INISTDXBRIBGOC-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,BZGLBXYQOMFXAU-UHFFFAOYSA-N,UNLYSVIDNRIVFJ-UHFFFAOYSA-N,IQVNEKKDSLOHHK-UHFFFAOYSA-N,DTXSID7024110|DTXSID7037555,DTXSID4025797|,DTXSID7032634|,DTXSID8058031|,DTXSID6023868|,5.71,4.06,3.7,3.44,5.86,5.05,5.06,2.95,2.84,4.78,6.98440000000001,2,316.678991309057,14.1774108890482,61,844,493.529357509136,5.56799739648946,15,118.745620208955,84,19604.8890351908
DTXSID6044773,NaN,2.19,[1.81:2.57],1,0.616,0.673,94-81-5,24911-15-7,1538-74-5,136-60-7,80045-51-8,LLWADFLAOKUBDR-UHFFFAOYSA-N,JSBUIJZRVJLNAV-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,PTBZQKPCPZYJDD-UHFFFAOYSA-N,DTXSID4024193|,DTXSID60179625|,DTXSID60165422|,DTXSID8040694|,DTXSID80230045|,2.73,1.9,2.26,2.1,1.68,2.07,1.91,2.47,1.66,1.87,2.84557,2,81.1679272248265,4.70395969800165,19,168,206.040202108084,0,10,88.7227719655173,14,7355.12915705966
DTXSID1044774,NaN,2.57,[2.26:2.92],1,0.457,0.656,84-69-5,26087-47-8,19095-79-5,1982-49-6,76738-62-0,MGWAVDBGNNKXQV-UHFFFAOYSA-N,FCOAHACKGGIURQ-UHFFFAOYSA-N,MMNBZHUPPBZRSD-UHFFFAOYSA-N,JXVIIQLNUPXOII-UHFFFAOYSA-N,RMOGWMIKYWRTKW-UHFFFAOYSA-N,DTXSID9022522|,DTXSID7058040|,DTXSID10172606|,DTXSID7032474|,DTXSID2024242|,3.14,2.26,2.37,2.31,2.7,2.79,2.67,2.31,2.33,2.57,3.61139,4,109.832731667732,7.6009536313039,21,228,285.527758788645,0,9,74.2933732222223,21,10305.2487608297
DTXSID90884497,NaN,3.14,[2.22:4.06],1,0.334,0.368,32357-46-3,84-75-3,53404-31-2,74051-80-2,72490-01-8,IRLJKGHTPKJLFX-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,NMHGOXYVOKDNHF-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,DTXSID5041354|,DTXSID6025068|,DTXSID0041858|,DTXSID9024304|,DTXSID7032393|,2.7,4.72,3,2,3,3.65,3.63,3.47,3.36,2.94,4.35369,2,207.024692600754,9.98965805116467,19,187,349.349699732896,0,17,60.1900749830509,16,12181.4691085898
DTXSID70147451,NaN,1.74,[1.48:2.03],1,0.595,0.707,33222-69-4,60-12-8,619-55-6,613-93-4,93-89-0,VTONZKDPQTYHLV-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,UHBGYFCCKRAEHA-UHFFFAOYSA-N,NCCHARWOCKOHIH-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,DTXSID10186869|,DTXSID9026342|,DTXSID2060705|,DTXSID5025570|,DTXSID3038696|,1.48,1.5,1.78,1.68,2.3,1.76,1.61,1.69,1.73,1.68,1.00319,1,35.979896279017,3.35502862382265,16,113,142.129181006217,0,7,88.7493108095238,14,5345.52092669213
DTXSID2021866,NaN,3.09,[3.01:3.17],1,0.38,0.694,84-74-2,53404-31-2,72490-01-8,84-69-5,13684-56-5,DOIRQSBPFJWKBE-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,MGWAVDBGNNKXQV-UHFFFAOYSA-N,WZJZMXBKUWKXTQ-UHFFFAOYSA-N,DTXSID2021781|,DTXSID0041858|,DTXSID7032393|,DTXSID9022522|,DTXSID0034518|,3.14,3,3,3.14,3.18,3.41,3.47,2.94,2.79,3.41,3.46729,4,145.158532173672,7.01516719367699,17,154,280.588232863578,0,15,71.0389198372093,14,9458.21495733104
DTXSID6044359,NaN,2.39,[2.18:2.6],1,0.416,0.667,2307-68-8,19095-79-5,1982-49-6,26087-47-8,80045-52-9,WGVWLKXZBUVUAM-UHFFFAOYSA-N,MMNBZHUPPBZRSD-UHFFFAOYSA-N,JXVIIQLNUPXOII-UHFFFAOYSA-N,FCOAHACKGGIURQ-UHFFFAOYSA-N,IJSXOOSTBVECCN-UHFFFAOYSA-N,DTXSID3042265|,DTXSID10172606|,DTXSID7032474|,DTXSID7058040|,DTXSID40230046|,2.76,2.37,2.31,2.26,2.17,2.2,2.31,2.33,2.67,2.22,4.84839,2,96.0185214112309,7.55047681565195,18,196,270.583764088323,0,9,65.2264027777778,18,10050.0503890926
DTXSID4024729,2.35,2.35,[2.34:2.36],1,1,0.951,10605-21-7,673-04-1,122-34-9,1610-17-9,1912-24-9,TWFZGCMQGLPBSX-UHFFFAOYSA-N,HKAMKLBXTLTVCN-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,PXWUKZGIHQRDHL-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,DTXSID4024729|,DTXSID9042388|,DTXSID4021268|,DTXSID0037493|,DTXSID9020112|,2.35,2.34,2.1,2.64,2.24,2.19,2.22,2.36,2.45,2.35,1.86257,5,46.6848038838241,4.09106044561731,25,279,155.095843453623,0,8,106.853870125,35,6352.44086791065
DTXSID8026725,NaN,3.63,[2.83:4.43],0,0.349,0.421,32357-46-3,84-75-3,103-23-1,53404-31-2,69806-50-4,IRLJKGHTPKJLFX-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,VAIZTNZGPYBOGF-UHFFFAOYSA-N,DTXSID5041354|,DTXSID6025068|,DTXSID0020606|,DTXSID0041858|,DTXSID3034612|DTXSID0034855,2.7,4.72,4.19,3,3.62,3.65,3.63,4.12,3.47,4.17,5.53719000000001,3,223.666259822006,9.06308658543662,19,183,343.618403367285,0,18,62.0156607142858,16,12173.0480538146
DTXSID10861720,NaN,4.14,[3.61:4.67],0,0.338,0.501,103-23-1,117-84-0,131-20-4,6422-86-2,117-81-7,SAOKZLXYCUGLFA-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID0020606|,DTXSID1021956|,DTXSID50873226|,DTXSID7027625|,DTXSID5020607|,4.19,4.38,3.21,4.16,4.94,4.12,4.06,4.39,4.06,3.91,4.56109000000001,4,286.243250618317,10.2592609442968,23,219,389.207132827186,0,21,62.7525731718751,19,13784.4983582108
DTXSID4047337,NaN,4.52,[3.05:5.86],0,0.112,0.147,69409-94-5,67485-29-4,70124-77-5,83-79-4,126535-15-7,INISTDXBRIBGOC-UHFFFAOYSA-N,IQVNEKKDSLOHHK-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,IMEVJVISCHQJRM-UHFFFAOYSA-N,DTXSID7024110|DTXSID7037555,DTXSID6023868|,DTXSID0022301|,DTXSID6021248|,DTXSID2032502|,5.71,5.86,5,4,1.84,5.05,4.78,5.2,5.56,1.53,6.63119000000001,7,360.72040036677,14.109972241797,92,1885,507.58225089838,3.95445080318665,19,97.152826113924,192,21812.6343951725
DTXSID30860412,NaN,2.41,[1.9:2.92],1,0.485,0.599,80045-52-9,3766-81-2,2307-68-8,92-91-1,23950-58-5,IJSXOOSTBVECCN-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,WGVWLKXZBUVUAM-UHFFFAOYSA-N,QCZZSANNLWPGEA-UHFFFAOYSA-N,PHNUZKMIPFFYSO-UHFFFAOYSA-N,DTXSID40230046|,DTXSID4058077|,DTXSID3042265|,DTXSID6052619|,DTXSID2020420|,2.17,1.71,2.76,3.22,2.31,2.22,2.22,2.2,2.98,2.09,3.54998,1,73.94064481931,5.97945989402982,26,193,241.861094061095,0,8,64.2679922820513,22,8952.92193371383
DTXSID7025053,NaN,3.67,[3.2:4.14],1,0.371,0.549,104-40-5,112-53-8,1689-99-2,56-53-1,2307-68-8,IGFHQQFPSIBGKE-UHFFFAOYSA-N,LQZZUXJYWNFBMV-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,RGLYKWWBQGJZGM-UHFFFAOYSA-N,WGVWLKXZBUVUAM-UHFFFAOYSA-N,DTXSID5033836|,DTXSID5026918|,DTXSID7023932|,DTXSID3020465|,DTXSID3042265|,3.84,3.52,4,4.14,2.76,3.65,2.95,3.1,4.14,2.2,5.00880000000001,1,113.665047277492,7.98502364871592,18,150,296.288972922834,0,12,54.5477234509804,14,10559.268518253
DTXSID5044360,NaN,2.3,[1.79:2.81],1,0.589,0.623,143-08-8,106-30-9,112-30-1,111-87-5,106-32-1,ZWRUINPWMLAQRD-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,YYZUSRORWSJGET-UHFFFAOYSA-N,DTXSID6022008|,DTXSID1040112|,DTXSID7021946|,DTXSID7021940|,DTXSID8051542|,1.89,2.61,2.59,1.56,3.02,2.34,2.17,2.33,1.89,2.34,2.8312,1,56.4133110878336,4.77302344497731,9,66,190.306531660028,0,8,55.0286536875,6,6605.86419222614
DTXSID3026726,NaN,2.11,[1.71:2.51],1,0.609,0.674,143-08-8,106-30-9,111-87-5,123-66-0,112-30-1,ZWRUINPWMLAQRD-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,DTXSID6022008|,DTXSID1040112|,DTXSID7021940|,DTXSID3021980|,DTXSID7021946|,1.89,2.61,1.56,2.06,2.59,2.34,2.17,1.89,1.98,2.33,2.67749,1,52.8578694508493,4.40699804119287,9,66,187.670072959228,0,8,57.8900914,6,6376.39095948511
DTXSID3041790,NaN,2.06,[1.63:2.49],1,0.597,0.661,143-08-8,106-30-9,111-87-5,1129-50-6,112-30-1,ZWRUINPWMLAQRD-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,UHANVDZCDNSILX-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,DTXSID6022008|,DTXSID1040112|,DTXSID7021940|,DTXSID9061544|,DTXSID7021946|,1.89,2.61,1.56,1.71,2.59,2.34,2.17,1.89,1.86,2.33,3.11798,1,51.8011592090199,4.23472082603541,9,66,185.033614258428,0,8,61.0167379285714,6,6179.64071248912
DTXSID8026727,NaN,1.99,[1.65:2.33],1,0.615,0.694,143-08-8,111-87-5,106-30-9,123-66-0,103-45-7,ZWRUINPWMLAQRD-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,DTXSID6022008|,DTXSID7021940|,DTXSID1040112|,DTXSID3021980|,DTXSID7044506|,1.89,1.56,2.61,2.06,1.89,2.34,1.89,2.17,1.98,1.98,2.52378,1,49.4656582330341,4.06362800672746,9,66,185.033614258428,0,8,61.1603059285714,6,6146.91772674407
DTXSID0073031,NaN,4.48,[3.4:5.35],1,0.295,0.388,52645-53-1,82558-50-7,52315-07-8,68359-37-5,82657-04-3,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,PMHURSZHKKJGBM-UHFFFAOYSA-N,KAATUXNTWXVJKI-UHFFFAOYSA-N,QQODLKZGRKWIFG-UHFFFAOYSA-N,OMFRMAHOUUJSGP-UHFFFAOYSA-N,DTXSID8022292|,DTXSID8024159|,DTXSID1023998|,DTXSID5035957|,DTXSID9020160|,4.8,2.4,5,5,5.35,4.89,2.65,4.68,4.75,4.77,8.02718,2,141.729642711964,9.81569169490239,52,691,361.856122194802,0,10,87.2020935555555,79,13984.9279089629
DTXSID3026728,NaN,1.99,[1.65:2.33],1,0.615,0.694,143-08-8,111-87-5,106-30-9,123-66-0,103-45-7,ZWRUINPWMLAQRD-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,DTXSID6022008|,DTXSID7021940|,DTXSID1040112|,DTXSID3021980|,DTXSID7044506|,1.89,1.56,2.61,2.06,1.89,2.34,1.89,2.17,1.98,1.98,2.52378,1,49.4656582330341,4.06362800672746,9,66,185.033614258428,0,8,61.1603059285714,6,6146.91772674407
DTXSID60881216,NaN,1.96,[1.6:2.32],1,0.604,0.686,143-08-8,111-87-5,106-30-9,123-66-0,1129-50-6,ZWRUINPWMLAQRD-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,UHANVDZCDNSILX-UHFFFAOYSA-N,DTXSID6022008|,DTXSID7021940|,DTXSID1040112|,DTXSID3021980|,DTXSID9061544|,1.89,1.56,2.61,2.06,1.71,2.34,1.89,2.17,1.98,1.86,2.96427,1,48.4617000052849,3.90818754397561,9,66,182.397155557628,0,8,64.7790186923077,6,5950.16747974809
DTXSID3042059,NaN,2.11,[1.78:2.44],1,0.659,0.717,106-30-9,123-66-0,143-08-8,103-45-7,1129-50-6,TVQGDYNRXLTQAP-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,ZWRUINPWMLAQRD-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,UHANVDZCDNSILX-UHFFFAOYSA-N,DTXSID1040112|,DTXSID3021980|,DTXSID6022008|,DTXSID7044506|,DTXSID9061544|,2.61,2.06,1.89,1.89,1.71,2.17,1.98,2.34,1.98,1.86,2.60969,2,52.4598712157701,4.32053242568161,9,66,179.164315033922,0,8,64.4381570714285,6,5938.06591314211
