MoleculeID,LogHL_exp,LogHL_pred,HL_predRange,AD_HL,AD_index_HL,Conf_index_HL,HL_CAS_neighbor_1,HL_CAS_neighbor_2,HL_CAS_neighbor_3,HL_CAS_neighbor_4,HL_CAS_neighbor_5,HL_InChiKey_neighbor_1,HL_InChiKey_neighbor_2,HL_InChiKey_neighbor_3,HL_InChiKey_neighbor_4,HL_InChiKey_neighbor_5,HL_DTXSID_neighbor_1,HL_DTXSID_neighbor_2,HL_DTXSID_neighbor_3,HL_DTXSID_neighbor_4,HL_DTXSID_neighbor_5,LogHL_Exp_neighbor_1,LogHL_Exp_neighbor_2,LogHL_Exp_neighbor_3,LogHL_Exp_neighbor_4,LogHL_Exp_neighbor_5,LogHL_pred_neighbor_1,LogHL_pred_neighbor_2,LogHL_pred_neighbor_3,LogHL_pred_neighbor_4,LogHL_pred_neighbor_5,nHBDon,MLFER_S,GATS1e,ndssC,ATS3m,nHBint6,nHBAcc2,AATSC0i,SpAD_Dzm
DTXSID5025312,NaN,-4.57,[-5.03:-4.11],1,0.744,0.734,123-91-1,2426-08-6,629-14-1,105-57-7,646-06-0,RYHBNJHYFVUHQT-UHFFFAOYSA-N,YSUQLAYJZDEMOT-UHFFFAOYSA-N,LZDKZFUFMNSQCJ-UHFFFAOYSA-N,DHKHKXVYLBGOIT-UHFFFAOYSA-N,WNXJIVFYUVYPPR-UHFFFAOYSA-N,DTXSID4020533,DTXSID9024691,DTXSID5025285,DTXSID6030607,DTXSID4027284,-5.32,-4.6,-4.21,-4.01,-4.61,-4.12,-4.88,-4.33,-4.18,-4.24,0,0.71,0.927781370624178,0,1460.962383,0,2,1.21611053570475,29.2614142377778
DTXSID9034650,NaN,-11.62,[-14.89:-8.35],0,0.399,0.157,90982-32-4,126801-58-9,82097-50-5,64902-72-3,74223-64-6,NSWAMPCUPHPTTC-UHFFFAOYSA-N,UWVKRNOCDUPIDM-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,VJYIFXVZLXQVHO-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTXSID0023955,DTXSID1057951,DTXSID0024345,DTXSID7023980,DTXSID6023864,-14.74,-7.72,-9.1,-9.51,-16,-10.14,-11.08,-10.47,-10.39,-11.12,2,3.682,0.820535950421187,2,10659.022062,2,12,1.58843418445964,201.452012854344
DTXSID9021845,NaN,-6.98,[-7.54:-6.36],1,0.649,0.67,111-76-2,98-00-0,122-99-6,150-19-6,770-35-4,POAOYUHQDCAZBD-UHFFFAOYSA-N,XPFVYQJUAUNWIW-UHFFFAOYSA-N,QCDWFXQBSFUVSP-UHFFFAOYSA-N,ASHGTJPOSUFTGB-UHFFFAOYSA-N,IBLKWZIFZMJLFL-UHFFFAOYSA-N,DTXSID1024097,DTXSID2025347,DTXSID9021976,DTXSID0022012,DTXSID9027312,-5.8,-7.08,-7.31,-7.24,-7.54,-5.88,-6.22,-6.61,-6.67,-6.46,1,0.784,0.964306601569532,0,1827.498056,0,3,1.11948590551812,33.7924335420918
DTXSID0027721,NaN,-8.54,[-10.26:-6.87],1,0.304,0.429,80844-07-1,64532-97-4,78-42-2,55179-31-2|70585-36-3,70585-38-5,YREQHYQNNWYQCJ-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,DTXSID9032610,DTXSID4025797,DTXSID0021414,DTXSID2037502|DTXSID701031930,DTXSID301335049,-6.87,-7.85,-7.08,-10.29,-11.18,-7.94,-7.54,-7.71,-11.18,-11.18,1,2.247,1.09178287771291,0,8683.2945,0,1,1.41334569930507,330.271462303468
DTXSID1047601,NaN,-5.66,[-5.88:-5.44],1,0.905,0.877,99-71-8,98-54-4,499-75-2,89-83-8,645-56-7,ZUTYZAFDFLLILI-UHFFFAOYSA-N,QHPQWRBYOIRBIT-UHFFFAOYSA-N,RECUKUPTGUEGMW-UHFFFAOYSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,KLSLBUSXWBJMEC-UHFFFAOYSA-N,DTXSID7022332,DTXSID1020221,DTXSID6042074,DTXSID6034972,DTXSID9022100,-5.6,-5.92,-5.39,-5.48,-5.94,-5.66,-5.49,-5.64,-5.54,-6.2,1,0.796,0.991690494385314,0,2047.36935,0,1,1.31354081454423,49.9349010498749
DTXSID20884445,-3.11,-3.11,[-3.22:-3],1,1,0.735,10094-45-8,16260-09-6,630-06-8,119-06-2,84-77-5,FUSNPOOETKRESL-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,YDLYQMBWCWFRAI-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,DTXSID20884445,DTXSID00893434,DTXSID7060885,DTXSID2025214,DTXSID3026512,-3.11,-3.85,-13.94,-2.56,-3.67,-6.22,-5.72,-2.46,-5.89,-4.72,1,1.138,0.88933294384048,1,7911.95176800004,0,2,1.2291882071739,1158.72319227018
DTXSID6020692,-8.8,-8.79,[-8.8:-8.63],1,1,0.76,100-97-0,78-40-0,512-56-1,1445-75-6,513-08-6,VKYKSIONXSXAKP-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,WVLBCYQITXONBZ-UHFFFAOYSA-N,WOAFDHWYKSOANX-UHFFFAOYSA-N,RXPQRKFMDQNODS-UHFFFAOYSA-N,DTXSID6020692,DTXSID8026228,DTXSID1021403,DTXSID5024051,DTXSID4052712,-8.8,-7.44,-8.14,-4.35,-6.17,-6.82,-6.87,-7.06,-6.74,-6.88,0,1.569,1.08364060963618,0,2599.99714800001,0,4,1.43154111811463,33.2290371072905
DTXSID3041584,-6.75,-8.03,[-10.68:-5.75],1,1,0.446,119738-06-6,134098-61-6,139001-49-3,131860-33-8,83164-33-4,BBKDWPHJZANJGB-UHFFFAOYSA-N,YYJNOYZRYGDPNH-UHFFFAOYSA-N,UQBHMWHKJIHQHK-UHFFFAOYSA-N,WFDXOXNFNRHQEC-UHFFFAOYSA-N,WYEHFWKAOXOVJD-UHFFFAOYSA-N,DTXSID3058290,DTXSID7032557,DTXSID5057969,DTXSID0032520,DTXSID4041494,-8.05,-5.75,-6.76,-13.15,-6.49,-8.18,-8.46,-6.94,-7.81,-8.23,0,2.51,0.62149704698013,2,11223.7565203456,0,12,3.52208978567998,476.593814910509
DTXSID0026252,NaN,-5.93,[-7.01:-4.85],1,0.556,0.559,35400-43-2,13067-93-1,563-04-2,96182-53-5,7526-26-3,JXHJNEJVUNHLKO-UHFFFAOYSA-N,LRNJHZNPJSPMGK-UHFFFAOYSA-N,RMLPZKRPSQVRAB-UHFFFAOYSA-N,AWYOMXWDGWUJHS-UHFFFAOYSA-N,HPUPGAFDTWIMBR-UHFFFAOYSA-N,DTXSID8032675,DTXSID5041805,DTXSID4026216,DTXSID1032482,DTXSID2064731,-6.07,-7.15,-4.08,-5.54,-6.77,-6.42,-6.66,-5.89,-6.71,-7.08,0,2.588,1.07650502519193,0,6308.667449292,0,3,1.43294577788763,123.934920202276
DTXSID9020089,-9.55,-9.55,[-9.55:-9.47],1,1,0.799,101-05-3,31972-43-7,121552-61-2,63284-71-9,1912-26-1,IMHBYKMAHXWHRP-UHFFFAOYSA-N,LUQMWGMGWJEGAT-UHFFFAOYSA-N,HAORKNGNJCEJBX-UHFFFAOYSA-N,SAPGTCDSBGMXCD-UHFFFAOYSA-N,HFBWPRKWDIRYNX-UHFFFAOYSA-N,DTXSID9020089,DTXSID8037548,DTXSID1032359,DTXSID2042220,DTXSID2042488,-9.55,-9.44,-7.14,-9.49,-7.04,-8.2,-8.41,-7.9,-9.91,-8.1,1,2.552,0.820782300904945,0,5488.960988,0,4,1.73124467727623,75.1512643426225
DTXSID9034232,-7.78,-7.79,[-7.95:-7.63],1,1,0.854,101-10-0,94-74-6,16484-77-8,101-21-3,119-36-8,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,WNTGYJSOUMFZEP-UHFFFAOYSA-N,CWJSHJJYOPWUGX-UHFFFAOYSA-N,OSWPMRLSEDHDFF-UHFFFAOYSA-N,DTXSID9034232,DTXSID4024195,DTXSID3032670,DTXSID7020764,DTXSID5025659,-7.78,-9.27,-9.13,-6.33,-6.05,-8.39,-8.09,-8.17,-7.4,-7.58,1,1.108,0.812301899282282,1,3504.976305,0,3,1.28927303644631,59.9402774576953
DTXSID5020865,NaN,-8.56,[-9.78:-7.34],1,0.547,0.506,91-94-1,80-05-7,23947-60-6,609-20-1,139-40-2,HUWXDEQWWKGHRV-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,BBXXLROWFHWFQY-UHFFFAOYSA-N,HQCHAOKWWKLXQH-UHFFFAOYSA-N,WJNRPILHGGKWCK-UHFFFAOYSA-N,DTXSID6020432,DTXSID7020182,DTXSID6041927,DTXSID7020427,DTXSID3021196,-7.31,-10.4,-8.63,-9.83,-8.75,-9,-8.28,-8.18,-8.91,-7.95,2,2.027,0.832366824356392,0,5878.070358,0,2,1.48355063773588,99.4406822632145
DTXSID1045033,NaN,-11.01,[-14.82:-7.2],0,0.184,0.1,51596-11-3,90982-32-4,74223-64-6,17804-35-2,126801-58-9,VOZIAWLUULBIPN-UHFFFAOYSA-N,NSWAMPCUPHPTTC-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,RIOXQFHNBCKOKP-UHFFFAOYSA-N,UWVKRNOCDUPIDM-UHFFFAOYSA-N,DTXSID4052760,DTXSID0023955,DTXSID6023864,DTXSID5023900,DTXSID1057951,-6.59,-14.74,-16,-11.31,-7.72,-12.13,-10.14,-11.12,-9.27,-11.08,3,4.015,0.736460999728261,5,13524.707011,2,10,1.42168938679618,298.463631163892
DTXSID8024101,-12.99,-12.99,[-13.08:-12.9],1,1,0.834,101200-48-0,74223-64-6,90982-32-4,144651-06-9,82097-50-5,VLCQZHSMCYCDJL-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,NSWAMPCUPHPTTC-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,DTXSID8024101,DTXSID6023864,DTXSID0023955,DTXSID4034364,DTXSID0024345,-12.99,-16,-14.74,-9.61,-9.1,-12.12,-11.12,-10.14,-9.84,-10.47,1,3.42,0.726758787078593,2,9270.553395,1,11,1.6214254355286,189.956601461372
DTXSID4026214,NaN,-8.86,[-9.44:-7.87],1,0.49,0.562,178928-70-6,50-65-7,1420-04-8,83657-24-3,104030-54-8,MNHVNIJQQRJYDH-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,FBOUIAKEJMZPQG-UHFFFAOYSA-N,RXDMAYSSBPYBFW-UHFFFAOYSA-N,DTXSID4034869,DTXSID7040362,DTXSID3020338,DTXSID2040363,DTXSID4057922,-9.44,-9.18,-9.42,-6.4,-8.35,-8.82,-9.42,-9.42,-7.15,-6.31,2,2.187,0.68585134740627,1,7128.718346,1,3,1.46481834557859,124.656243325087
DTXSID0057918,-9.22,-9.22,[-9.37:-9.07],1,1,0.884,101205-02-1,87820-88-0,74051-80-2,149979-41-9,96489-71-3,GOJRHLKLWMSXMB-UHFFFAOYSA-N,ZHDPLQKJJVUBDP-UHFFFAOYSA-N,NMHGOXYVOKDNHF-UHFFFAOYSA-N,LHTJZXMWYGUVJS-UHFFFAOYSA-N,DWFZBUWUXWZWKD-UHFFFAOYSA-N,DTXSID0057918,DTXSID1034973,DTXSID9024304,DTXSID7034252,DTXSID5032573,-9.22,-9.7,-10.86,-10.06,-4.33,-9.61,-9.13,-8.95,-8.97,-9.97,0,1.777,0.51849227195308,3,6660.89291100001,0,4,1.39417597372294,187.447110105599
DTXSID7020764,-6.33,-6.34,[-6.45:-6.33],1,1,0.815,101-21-3,1967-16-4,2631-40-5,2686-99-9,122-42-9,CWJSHJJYOPWUGX-UHFFFAOYSA-N,ULBXWWGWDPVHAO-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,AUQAUAIUNJIIEP-UHFFFAOYSA-N,VXPLXMJHHKHSOA-UHFFFAOYSA-N,DTXSID7020764,DTXSID6041769,DTXSID6042072,DTXSID1040322,DTXSID7020766,-6.33,-8.06,-7.7,-7.36,-7.08,-7.4,-8.28,-7.07,-7.13,-7.04,1,0.938,0.74076145947134,1,3385.305201,0,3,1.36657490613871,73.6132686486858
DTXSID70554727,NaN,-5.93,[-8.61:-3.25],1,0.287,0.189,57-11-4,2027-47-6,3061-75-4,83657-24-3,20292-08-4,QIQXTHQIDYTFRH-UHFFFAOYSA-N,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,ORAWFNKFUWGRJG-UHFFFAOYSA-N,FBOUIAKEJMZPQG-UHFFFAOYSA-N,LWLRMRFJCCMNML-UHFFFAOYSA-N,DTXSID8021642,DTXSID7048118,DTXSID7062821,DTXSID2040363,DTXSID50864937,-10.4,-4.35,-5.49,-6.4,-2.48,-3.67,-7.45,-3.83,-7.15,-2.89,1,0.776,0.801949580282722,1,5721.52385200002,1,3,1.23151851510935,295.507210439281
DTXSID8037754,NaN,-8.43,[-9.67:-7.19],1,0.494,0.507,311-45-5,950-35-6,60207-31-0,513-08-6,7292-16-2,WYMSBXTXOHUIGT-UHFFFAOYSA-N,BAFQDKPJKOLXFZ-UHFFFAOYSA-N,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,RXPQRKFMDQNODS-UHFFFAOYSA-N,PWYIUEFFPNVCMW-UHFFFAOYSA-N,DTXSID6024046,DTXSID5037571,DTXSID3041613,DTXSID4052712,DTXSID2058172,-8.21,-9.05,-10.07,-6.17,-8.54,-7.86,-7.67,-8.67,-6.88,-6.94,0,1.579,0.945228860798221,0,3954.912285,0,6,1.48482313770223,113.487425252096
DTXSID4025587,NaN,-5.19,[-6.61:-3.89],1,0.742,0.603,93-55-0,98-86-2,497-38-1,1122-54-9,350-03-8,KRIOVPPHQSLHCZ-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,KPMKEVXVVHNIEY-UHFFFAOYSA-N,WMQUKDQWMMOHSA-UHFFFAOYSA-N,WEGYGNROSJDEIW-UHFFFAOYSA-N,DTXSID2044470,DTXSID6021828,DTXSID50883406,DTXSID0022147,DTXSID7044421,-3.89,-4.98,-4.64,-7.2,-7.67,-5.01,-4.53,-5.23,-7.57,-7.25,0,1.124,0.484877604970705,1,1977.339435,0,1,1.36572554152923,46.3886716507205
DTXSID1044352,NaN,-5.01,[-6.28:-3.99],1,0.908,0.62,140-11-4,93-89-0,93-58-3,760-79-2,4030-18-6,QUKGYYKBILRGFE-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,QPJVMBTYPHYUOC-UHFFFAOYSA-N,VIJUZNJJLALGNJ-UHFFFAOYSA-N,LNWWQYYLZVZXKS-UHFFFAOYSA-N,DTXSID0020151,DTXSID3038696,DTXSID5025572,DTXSID5061081,DTXSID50193315,-4.96,-3.99,-4.48,-6.83,-8.8,-5.72,-6.1,-6.17,-6.84,-6.69,0,0.984,0.685665913650199,1,2029.211831,0,2,1.34261125118909,48.9174870255251
DTXSID7037551,-8.63,-8.62,[-8.74:-8.5],1,1,0.921,101-42-8,134-20-3,150-68-5,120-23-0,94-74-6,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,VAMXMNNIEUEQDV-UHFFFAOYSA-N,BMLIZLVNXIYGCK-UHFFFAOYSA-N,RZCJYMOBWVJQGV-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,DTXSID7037551,DTXSID6025567,DTXSID0020311,DTXSID2042195,DTXSID4024195,-8.63,-5.72,-9.24,-8.98,-9.27,-8.42,-8.23,-7.9,-9.13,-8.09,1,1.38,0.777659534555245,1,2492.121485,0,3,1.48623443884194,55.3478484511507
DTXSID7051507,NaN,-3.3,[-3.43:-3.17],1,0.682,0.76,97-88-1,97-86-9,97-63-2,80-62-6,5146-66-7,SOGAXMICEFXMKE-UHFFFAOYSA-N,RUMACXVDVNRZJZ-UHFFFAOYSA-N,SUPCQIBBMFXVTL-UHFFFAOYSA-N,VVQNEPGJFQJSBK-UHFFFAOYSA-N,HLCSDJLATUNSSI-UHFFFAOYSA-N,DTXSID4024696,DTXSID3025461,DTXSID1025308,DTXSID2020844,DTXSID3036286,-3.31,-3.15,-3.24,-3.5,-3.47,-3.64,-3.71,-3.75,-3.69,-4.53,0,0.685,0.683167216699191,2,2695.095801,0,2,1.25752300166353,62.6447852949468
DTXSID1041978,-10.58,-10.04,[-13.01:-7.07],1,1,0.391,90982-32-4,126801-58-9,82097-50-5,51596-11-3,71422-67-8,NSWAMPCUPHPTTC-UHFFFAOYSA-N,UWVKRNOCDUPIDM-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,VOZIAWLUULBIPN-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,DTXSID0023955,DTXSID1057951,DTXSID0024345,DTXSID4052760,DTXSID5041772,-14.74,-7.72,-9.1,-6.59,-11.74,-10.14,-11.08,-10.47,-12.13,-9.69,2,2.516,0.652569549723968,2,11018.530529592,2,11,4.33337572962392,354.813211861541
DTXSID3047001,NaN,-6.14,[-7.2:-5.08],1,0.739,0.595,122-60-1,54-11-5,112-26-5,18138-04-0,111-91-1,FQYUMYWMJTYZTK-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,AGYUOJIYYGGHKV-UHFFFAOYSA-N,PSINWXIDJYEXLO-UHFFFAOYSA-N,NLXGURFLBLRZRO-UHFFFAOYSA-N,DTXSID8021145,DTXSID1020930,DTXSID8047000,DTXSID6066317,DTXSID4023917,-6.08,-8.05,-6.12,-4.91,-5.38,-5.95,-5.07,-5.27,-5.51,-5.5,0,0.884,0.882939263134756,0,2440.314597,0,2,1.29668378964117,58.8062579513455
DTXSID6059231,NaN,-8.23,[-9.26:-7.2],0,0.231,0.397,78-57-9,26644-46-2,113036-88-7,144651-06-9,94125-34-5,SUYHYHLFUHHVJQ-UHFFFAOYSA-N,RROQIUMZODEXOR-UHFFFAOYSA-N,PCKNFPQPGUWFHO-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,LTUNNEGNEKBSEH-UHFFFAOYSA-N,DTXSID9042120,DTXSID5032654,DTXSID0034356,DTXSID4034364,DTXSID9034868,-8.83,-7.73,-6.59,-9.61,-8.53,-11.16,-8.79,-10.3,-9.84,-9.79,3,4.819,0.636331622862405,0,7464.795185,0,9,1.75936977131079,144.705617081321
DTXSID10869362,NaN,-5.62,[-5.8:-5.44],1,0.681,0.811,80-46-6,499-75-2,89-83-8,98-54-4,99-71-8,NRZWYNLTFLDQQX-UHFFFAOYSA-N,RECUKUPTGUEGMW-UHFFFAOYSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,QHPQWRBYOIRBIT-UHFFFAOYSA-N,ZUTYZAFDFLLILI-UHFFFAOYSA-N,DTXSID8021771,DTXSID6042074,DTXSID6034972,DTXSID1020221,DTXSID7022332,-5.7,-5.39,-5.48,-5.92,-5.6,-5.63,-5.64,-5.54,-5.49,-5.66,1,0.764,1.09656449569781,0,3668.227221,0,1,1.55660154161778,56.2072810185992
DTXSID7025895,NaN,-10.75,[-11.88:-9.62],1,0.592,0.54,92-87-5,101-77-9,16672-87-0,108-45-2,123-30-8,HFACYLZERDEVSX-UHFFFAOYSA-N,YBRVSVVVWCFQMG-UHFFFAOYSA-N,UDPGUMQDCGORJQ-UHFFFAOYSA-N,WZCQRUWWHSTZEM-UHFFFAOYSA-N,PLIKAWJENQZMHA-UHFFFAOYSA-N,DTXSID2020137,DTXSID6022422,DTXSID7024085,DTXSID4021137,DTXSID3024499,-11.35,-10.28,-12.84,-9,-9.44,-10.34,-10.86,-9.81,-10.45,-9,2,2.035,1.35287065337079,0,2857.66468,0,2,1.57614307428437,70.692141669038
DTXSID5020869,NaN,-5.77,[-7.12:-4.42],1,0.529,0.478,91-80-5,33089-61-1,50782-69-9,67306-00-7,1593-77-7,HNJJXZKZRAWDPF-UHFFFAOYSA-N,QXAITBQSYVNQDR-UHFFFAOYSA-N,JJIUCEJQJXNMHV-UHFFFAOYSA-N,MGNFYQILYYYUBS-UHFFFAOYSA-N,JMXKCYUTURMERF-UHFFFAOYSA-N,DTXSID2023278,DTXSID5023871,DTXSID80866161,DTXSID9058157,DTXSID5041019,-6.56,-5.01,-7.96,-3.98,-5.12,-7.83,-7.2,-6.7,-5.27,-7.1,0,1.371,1.06504941376647,0,4536.87202600001,0,2,1.45600796037625,139.242712073233
DTXSID30893609,NaN,-7.47,[-9.06:-5.88],1,0.505,0.414,2212-67-1,1122-54-9,350-03-8,93-71-0,759-94-4,DEDOPGXGGQYYMW-UHFFFAOYSA-N,WMQUKDQWMMOHSA-UHFFFAOYSA-N,WEGYGNROSJDEIW-UHFFFAOYSA-N,MDBGGTQNNUOQRC-UHFFFAOYSA-N,GUVLYNGULCJVDO-UHFFFAOYSA-N,DTXSID6024206,DTXSID0022147,DTXSID7044421,DTXSID2041591,DTXSID1024091,-5.39,-7.2,-7.67,-6.97,-10.31,-6.67,-7.57,-7.25,-6.18,-5.11,0,1.193,0.490558465118812,1,3390.6156295216,0,2,2.26121513632395,67.0570975937372
DTXSID1025485,NaN,-9.82,[-11.14:-8.5],1,0.503,0.492,101-77-9,80-05-7,92-87-5,23947-60-6,91-94-1,YBRVSVVVWCFQMG-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,BBXXLROWFHWFQY-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,DTXSID6022422,DTXSID7020182,DTXSID2020137,DTXSID6041927,DTXSID6020432,-10.28,-10.4,-11.35,-8.63,-7.31,-10.86,-8.28,-10.34,-8.18,-9,2,1.849,1.23747847528955,0,3611.297564,0,2,1.49315572560048,111.307678056009
DTXSID6022422,-10.28,-10.29,[-10.36:-10.22],1,1,0.869,101-77-9,92-87-5,108-45-2,16672-87-0,123-30-8,YBRVSVVVWCFQMG-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,WZCQRUWWHSTZEM-UHFFFAOYSA-N,UDPGUMQDCGORJQ-UHFFFAOYSA-N,PLIKAWJENQZMHA-UHFFFAOYSA-N,DTXSID6022422,DTXSID2020137,DTXSID4021137,DTXSID7024085,DTXSID3024499,-10.28,-11.35,-9,-12.84,-9.44,-10.86,-10.34,-10.45,-9.81,-9,2,1.847,1.4358395241225,0,3189.04565,0,2,1.54358234166931,85.79725044797
DTXSID0021094,NaN,-8.54,[-9.06:-8.02],1,0.539,0.671,23947-60-6,834-12-8,1014-69-3,886-50-0,7287-19-6,BBXXLROWFHWFQY-UHFFFAOYSA-N,RQVYBGPQFYCBGX-UHFFFAOYSA-N,HCRWJJJUKUVORR-UHFFFAOYSA-N,IROINLKCQGIITA-UHFFFAOYSA-N,AAEVYOVXGOFMJO-UHFFFAOYSA-N,DTXSID6041927,DTXSID1023869,DTXSID6041842,DTXSID3024318,DTXSID4024272,-8.63,-8.77,-9.32,-7.83,-8.12,-8.18,-8.49,-8.42,-8.37,-8.27,2,2.032,1.13418594525833,0,3299.868034,0,3,1.55536824058247,78.542006550726
DTXSID4046787,NaN,-8.1,[-9.66:-6.9],1,0.318,0.409,25311-71-1,5836-10-2,510-15-6,31218-83-4,17804-35-2,HOQADATXFBOEGG-UHFFFAOYSA-N,AXGUBXVWZBFQGA-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,BZNDWPRGXNILMS-UHFFFAOYSA-N,RIOXQFHNBCKOKP-UHFFFAOYSA-N,DTXSID8032417,DTXSID5041778,DTXSID9020299,DTXSID7032470,DTXSID5023900,-7.23,-8.08,-6.9,-7.32,-11.31,-7.91,-7.29,-8.01,-8.3,-9.27,1,2.227,0.620154662936866,2,9655.015392,2,6,1.61949359287053,196.994481292581
DTXSID6025018,NaN,-5.61,[-7.76:-4.05],1,0.576,0.367,111-92-2,112-30-1,1724-39-6,110-96-3,143-08-8,JQVDAXLFBXTEQA-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,SFVWPXMPRCIVOK-UHFFFAOYSA-N,NJBCRXCAPCODGX-UHFFFAOYSA-N,ZWRUINPWMLAQRD-UHFFFAOYSA-N,DTXSID7024952,DTXSID7021946,DTXSID1027429,DTXSID5025079,DTXSID6022008,-4.05,-4.49,-5.53,-9.89,-4.3,-7.14,-4.89,-4.6,-5.05,-4.26,1,0.614,1.26605831778656,0,2876.575054,0,1,1.27902510940575,79.8083230444377
DTXSID9021847,-4.07,-4.07,[-4.08:-4.06],1,1,0.958,101-84-8,132-64-9,6452-49-9,776-35-2,86-73-7,USIUVYZYUHIAEV-UHFFFAOYSA-N,TXCDCPKCNAJMEE-UHFFFAOYSA-N,BMURONZFJJPAOK-UHFFFAOYSA-N,XXPBFNVKTVJZKF-UHFFFAOYSA-N,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,DTXSID9021847,DTXSID2021993,DTXSID1064370,DTXSID20228264,DTXSID8024105,-4.07,-3.86,-4.1,-4.08,-4.02,-4.21,-3.65,-3.84,-4.31,-4.07,0,1.164,0.827819577109233,0,2526.075406,0,1,1.3662404304506,57.7281438890534
DTXSID2020470,NaN,-7.71,[-9.06:-6.36],1,0.576,0.517,91-80-5,50782-69-9,513-08-6,60-11-7,60207-31-0,HNJJXZKZRAWDPF-UHFFFAOYSA-N,JJIUCEJQJXNMHV-UHFFFAOYSA-N,RXPQRKFMDQNODS-UHFFFAOYSA-N,JCYPECIVGRXBMO-UHFFFAOYSA-N,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,DTXSID2023278,DTXSID80866161,DTXSID4052712,DTXSID5020491,DTXSID3041613,-6.56,-7.96,-6.17,-8.15,-10.07,-7.83,-6.7,-6.88,-6.78,-8.67,0,1.453,0.882457191499707,0,3376.869345,0,4,1.31699349220953,103.459655791981
DTXSID8021355,NaN,-3.65,[-5.89:-1.42],0,0.309,0.331,3061-75-4,929-77-1,123-95-5,1120-28-1,78-42-2,ORAWFNKFUWGRJG-UHFFFAOYSA-N,QSQLTHHMFHEFIY-UHFFFAOYSA-N,ULBTUVJTXULMLP-UHFFFAOYSA-N,QGBRLVONZXHAKJ-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,DTXSID7062821,DTXSID6029206,DTXSID5027013,DTXSID2061515,DTXSID0021414,-5.49,-1.78,-1.42,-2.01,-7.08,-3.83,-2.97,-2.46,-2.27,-7.71,1,0.894,0.965217548896655,0,8911.78388399997,0,2,1.25735146705089,430.683777484118
