MoleculeID,LogHL_exp,LogHL_pred,HL_predRange,AD_HL,AD_index_HL,Conf_index_HL,HL_CAS_neighbor_1,HL_CAS_neighbor_2,HL_CAS_neighbor_3,HL_CAS_neighbor_4,HL_CAS_neighbor_5,HL_InChiKey_neighbor_1,HL_InChiKey_neighbor_2,HL_InChiKey_neighbor_3,HL_InChiKey_neighbor_4,HL_InChiKey_neighbor_5,HL_DTXSID_neighbor_1,HL_DTXSID_neighbor_2,HL_DTXSID_neighbor_3,HL_DTXSID_neighbor_4,HL_DTXSID_neighbor_5,LogHL_Exp_neighbor_1,LogHL_Exp_neighbor_2,LogHL_Exp_neighbor_3,LogHL_Exp_neighbor_4,LogHL_Exp_neighbor_5,LogHL_pred_neighbor_1,LogHL_pred_neighbor_2,LogHL_pred_neighbor_3,LogHL_pred_neighbor_4,LogHL_pred_neighbor_5,nHBDon,MLFER_S,GATS1e,ndssC,ATS3m,nHBint6,nHBAcc2,AATSC0i,SpAD_Dzm
DTXSID8067076,NaN,-3.69,[-5.25:-1.96],0,0.291,0.343,647-42-7,307-24-4,375-85-9,2706-90-3,434-90-2,GRJRKPMIRMSBNK-UHFFFAOYSA-N,PXUULQAPEKKVAH-UHFFFAOYSA-N,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,CXZGQIAOTKWCDB-UHFFFAOYSA-N,ONUFSRWQCKNVSL-UHFFFAOYSA-N,DTXSID5044572,DTXSID3031862,DTXSID1037303,DTXSID6062599,DTXSID7075341,-0.94,-5.04,-5.25,-4.83,-2.83,-4.12,-4.1,-3.39,-4.58,-1.47,0,-0.378,1.01963048498845,0,13530.6261466854,0,13,8.07492136562029,131.65429028996
DTXSID40179946,NaN,-4.4,[-4.82:-3.98],1,0.752,0.728,93-55-0,98-86-2,497-38-1,823-76-7,1125-12-8,KRIOVPPHQSLHCZ-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,KPMKEVXVVHNIEY-UHFFFAOYSA-N,RIFKADJTWUGDOV-UHFFFAOYSA-N,USMNOWBWPHYOEA-UHFFFAOYSA-N,DTXSID2044470,DTXSID6021828,DTXSID50883406,DTXSID40231674,DTXSID20859476,-3.89,-4.98,-4.64,-4.47,-4.01,-5.01,-4.53,-5.23,-3.84,-4.56,0,0.876,0.498108851504528,1,2343.394998,0,1,1.50950556047425,34.8242377966116
DTXSID00885293,NaN,-7.83,[-8.82:-7.01],1,0.549,0.567,137-30-4,533-74-4,91-64-5,61676-87-7,108-32-7,MZGNSEAPZQGJRB-UHFFFAOYSA-N,QAYICIQNSGETAS-UHFFFAOYSA-N,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,YUAUPYJCVKNAEC-UHFFFAOYSA-N,RUOJZAUFBMNUDX-UHFFFAOYSA-N,DTXSID0021464,DTXSID7024902,DTXSID7020348,DTXSID5058143,DTXSID2026789,-7.25,-9.58,-7.01,-7.46,-7.47,-7.85,-8.37,-7.47,-5.72,-7.04,0,1.71,0.907773014833446,1,1589.363979,0,1,1.66737111146117,29.1081798606462
DTXSID40860105,NaN,-8.23,[-10.1:-6.9],0,0.187,0.301,492-80-8,5836-10-2,510-15-6,97-23-4,25311-71-1,JPIYZTWMUGTEHX-UHFFFAOYSA-N,AXGUBXVWZBFQGA-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,DTXSID7043821,DTXSID5041778,DTXSID9020299,DTXSID6021824,DTXSID8032417,-7.08,-8.08,-6.9,-11.93,-7.23,-8.07,-7.29,-8.01,-8.62,-7.91,2,0.985,1.06041385753496,0,4779.43930800003,2,3,1.21096695740288,384.905197695092
DTXSID5027489,NaN,-6.98,[-8.51:-5.45],1,0.418,0.449,513-08-6,78-40-0,100-97-0,512-56-1,108-62-3,RXPQRKFMDQNODS-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,VKYKSIONXSXAKP-UHFFFAOYSA-N,WVLBCYQITXONBZ-UHFFFAOYSA-N,GKKDCARASOJPNG-UHFFFAOYSA-N,DTXSID4052712,DTXSID8026228,DTXSID6020692,DTXSID1021403,DTXSID1034715,-6.17,-7.44,-8.8,-8.14,-4.37,-6.88,-6.87,-6.82,-7.06,-5.35,0,1.013,1.32684566444586,0,4074.702636,0,5,1.68486470886996,89.6738388433449
DTXSID3029237,NaN,-8.21,[-10.96:-5.34],1,0.358,0.21,7786-34-7,58-08-2,950-10-7,141-28-6,120-61-6,GEPDYQSQVLXLEU-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,LTQSAUHRSCMPLD-UHFFFAOYSA-N,VIZORQUEIQEFRT-UHFFFAOYSA-N,WOZVHXUHUFLZGK-UHFFFAOYSA-N,DTXSID2032683,DTXSID0020232,DTXSID0058221,DTXSID2021999,DTXSID0020498,-10.39,-10.96,-9.92,-5.44,-3.89,-9.1,-6.29,-8.89,-6.19,-6.76,0,0.979,1.28236726012608,2,4583.373711,0,5,1.70583022048733,95.7054681473635
DTXSID8032417,-7.23,-7.23,[-7.25:-7.21],1,1,0.863,25311-71-1,31218-83-4,510-15-6,492-80-8,5836-10-2,HOQADATXFBOEGG-UHFFFAOYSA-N,BZNDWPRGXNILMS-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,JPIYZTWMUGTEHX-UHFFFAOYSA-N,AXGUBXVWZBFQGA-UHFFFAOYSA-N,DTXSID8032417,DTXSID7032470,DTXSID9020299,DTXSID7043821,DTXSID5041778,-7.23,-7.32,-6.9,-7.08,-8.08,-7.91,-8.3,-8.01,-8.07,-7.29,1,2.498,0.996644237733979,1,7529.04714319801,2,5,1.46858504843037,136.533907754775
DTXSID2047270,NaN,-9.22,[-11.38:-7.06],1,0.252,0.385,101200-48-0,51630-58-1,119738-06-6,178928-70-6,82558-50-7,VLCQZHSMCYCDJL-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,BBKDWPHJZANJGB-UHFFFAOYSA-N,MNHVNIJQQRJYDH-UHFFFAOYSA-N,PMHURSZHKKJGBM-UHFFFAOYSA-N,DTXSID8024101,DTXSID101017940,DTXSID3058290,DTXSID4034869,DTXSID8024159,-12.99,-6.68,-8.05,-9.44,-8.71,-12.12,-6.91,-8.18,-8.82,-9,1,3.484,0.603765330507586,1,8166.3167975216,1,6,1.94349577209938,286.495353109969
DTXSID7067087,NaN,-7.02,[-9.45:-4.59],1,0.419,0.315,78-42-2,80844-07-1,51-03-6,64532-97-4,1120-28-1,GTVWRXDRKAHEAD-UHFFFAOYSA-N,YREQHYQNNWYQCJ-UHFFFAOYSA-N,FIPWRIJSWJWJAI-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,QGBRLVONZXHAKJ-UHFFFAOYSA-N,DTXSID0021414,DTXSID9032610,DTXSID1021166,DTXSID4025797,DTXSID2061515,-7.08,-6.87,-10.64,-7.85,-2.01,-7.71,-7.94,-6.93,-7.54,-2.27,0,1.495,1.00453704396607,0,5374.28340415003,0,3,1.22363301233465,344.361215283423
DTXSID8027872,NaN,-5.06,[-6.2:-3.92],0,0.228,0.443,84-77-5,84-76-4,123-79-5,117-84-0,103-23-1,PGIBJVOPLXHHGS-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,DTXSID3026512,DTXSID9047966,DTXSID2021606,DTXSID1021956,DTXSID0020606,-3.67,-4.05,-6.36,-5.26,-6.36,-4.72,-5.33,-5.11,-5.35,-5.66,1,1.225,0.732708354578234,3,6777.50228100002,1,6,1.20044834526966,511.198536819701
DTXSID90893963,NaN,-8.36,[-9.18:-7.72],1,0.555,0.609,101-27-9,2307-68-8,7287-36-7,34123-59-6,94-82-6,MCOQHIWZJUDQIC-UHFFFAOYSA-N,WGVWLKXZBUVUAM-UHFFFAOYSA-N,KXGYBSNVFXBPNO-UHFFFAOYSA-N,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,YIVXMZJTEQBPQO-UHFFFAOYSA-N,DTXSID3041617,DTXSID3042265,DTXSID0042163,DTXSID1042077,DTXSID7024035,-7.94,-7.8,-7.72,-9.95,-8.51,-8.51,-8.17,-8.22,-8.46,-8.96,1,1.299,0.728546541226705,1,2769.703602,0,2,1.32097556792132,137.497855889282
DTXSID4041787,NaN,-4.85,[-5.62:-4.35],1,0.632,0.606,121-21-1,584-79-2,7696-12-0,207-08-9,283594-90-1,ROVGZAWFACYCSP-UHFFFAOYSA-N,ZCVAOQKBXKSDMS-UHFFFAOYSA-N,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,HAXBIWFMXWRORI-UHFFFAOYSA-N,GOLXNESZZPUPJE-UHFFFAOYSA-N,DTXSID4034499,DTXSID8035180,DTXSID6032649,DTXSID0023909,DTXSID1034929,-4.35,-4.54,-5.77,-6.23,-6.7,-5.72,-5.41,-5.93,-5.58,-8.97,0,1.361,0.61682811374381,5,6061.447908,0,3,1.30528354547295,198.338718739106
DTXSID8034821,NaN,-9.47,[-9.48:-9.42],1,0.998,0.802,1918-02-1,93-76-5,22781-23-3,93-72-1,178928-70-6,NQQVFXUMIDALNH-UHFFFAOYSA-N,SMYMJHWAQXWPDB-UHFFFAOYSA-N,XEGGRYVFLWGFHI-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,MNHVNIJQQRJYDH-UHFFFAOYSA-N,DTXSID1021160,DTXSID5021388,DTXSID9032327,DTXSID0021387,DTXSID4034869,-9.48,-7.24,-7.4,-9.16,-9.44,-8.13,-8.13,-7.96,-7.46,-8.82,2,1.735,1.07466614082307,1,7362.801961,1,4,1.46737969797418,45.942041086776
DTXSID2051928,NaN,-8.14,[-9.19:-7.09],1,0.759,0.647,101-27-9,1967-16-4,94-82-6,34123-59-6,101-21-3,MCOQHIWZJUDQIC-UHFFFAOYSA-N,ULBXWWGWDPVHAO-UHFFFAOYSA-N,YIVXMZJTEQBPQO-UHFFFAOYSA-N,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CWJSHJJYOPWUGX-UHFFFAOYSA-N,DTXSID3041617,DTXSID6041769,DTXSID7024035,DTXSID1042077,DTXSID7020764,-7.94,-8.06,-8.51,-9.95,-6.33,-8.51,-8.28,-8.96,-8.46,-7.4,1,1.049,0.787806472676218,1,4024.19064500001,0,3,1.32220381785981,96.4756243397374
DTXSID9027491,NaN,-5,[-6.41:-3.59],1,0.525,0.517,40596-69-8,42588-37-4,109-43-3,10453-86-8|28434-01-7,112-39-0,NFGXHKASABOEEW-UHFFFAOYSA-N,FZRBKIRIBLNOAM-UHFFFAOYSA-N,PYGXAGIECVVIOZ-UHFFFAOYSA-N,VEMKTZHHVJILDY-UHFFFAOYSA-N,FLIACVVOZYBSBS-UHFFFAOYSA-N,DTXSID8032627,DTXSID3032624,DTXSID1041847,DTXSID7022253|DTXSID2034382,DTXSID4029149,-5.11,-4.47,-7.33,-5.66,-2.47,-5.5,-4.17,-5.15,-5.34,-2.55,0,0.574,0.732518207222854,2,3854.07131500001,0,2,1.21601514716163,250.203922620444
DTXSID60862984,NaN,-2.71,[-3.84:-1.58],1,0.417,0.44,1825-62-3,76-06-2,124-38-9,4282-40-0,102-69-2,RSIHJDGMBDPTIM-UHFFFAOYSA-N,LFHISGNCFUNFFM-UHFFFAOYSA-N,CURLTUGMZLYLDI-UHFFFAOYSA-N,LMHCYRULPLGEEZ-UHFFFAOYSA-N,YFTHZRPMJXBUME-UHFFFAOYSA-N,DTXSID5051814,DTXSID0020315,DTXSID4027028,DTXSID2063393,DTXSID9021849,-4.38,-2.69,-1.54,-1.41,-3.42,0.22,-0.32,-1.98,-1.39,-3.35,0,0.532,1.54577806672141,0,4068.951556,0,3,1.68315179368494,54.2827014338624
DTXSID6033241,NaN,-4.6,[-5.39:-3.89],1,0.733,0.632,93-55-0,98-86-2,111-64-8,1125-12-8,823-76-7,KRIOVPPHQSLHCZ-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,REEZZSHJLXOIHL-UHFFFAOYSA-N,USMNOWBWPHYOEA-UHFFFAOYSA-N,RIFKADJTWUGDOV-UHFFFAOYSA-N,DTXSID2044470,DTXSID6021828,DTXSID9024724,DTXSID20859476,DTXSID40231674,-3.89,-4.98,-6.05,-4.01,-4.47,-5.01,-4.53,-3.56,-4.56,-3.84,0,1.024,0.495422155196444,1,1881.98175,0,1,1.34522492713094,53.8809538427302
DTXSID4047628,NaN,-3.96,[-4.67:-3.28],1,0.587,0.647,776-35-2,781-43-1,101-81-5,103-30-0,2131-41-1,XXPBFNVKTVJZKF-UHFFFAOYSA-N,JTGMTYWYUZDRBK-UHFFFAOYSA-N,CZZYITDELCSZES-UHFFFAOYSA-N,PJANXHGTPQOBST-UHFFFAOYSA-N,FSAWRQYDMHSDRN-UHFFFAOYSA-N,DTXSID20228264,DTXSID8073928,DTXSID1041891,DTXSID4026050,DTXSID50175575,-4.08,-5.26,-3.68,-3.28,-3.45,-4.31,-4.02,-3.4,-3.99,-3.35,0,0.727,0.788391214806005,0,4986.94935900001,0,0,1.48469537405127,72.9436582773984
DTXSID9062514,NaN,-4.17,[-6:-2.89],1,0.593,0.434,111-82-0,110-38-3,26530-20-1,106-33-2,112-12-9,UQDUPQYQJKYHQI-UHFFFAOYSA-N,RGXWDWUGBIJHDO-UHFFFAOYSA-N,JPMIIZHYYWMHDT-UHFFFAOYSA-N,MMXKVMNBHPAILY-UHFFFAOYSA-N,KYWIYKKSMDLRDC-UHFFFAOYSA-N,DTXSID5026889,DTXSID0044363,DTXSID1025805,DTXSID4047044,DTXSID2021943,-2.92,-3.19,-7.69,-2.89,-4.2,-3.03,-3.03,-3.57,-2.9,-3.79,0,0.748,0.604801499129677,1,3540.386746,0,1,1.22819075803032,137.064633006519
DTXSID6051930,NaN,-6.41,[-7.44:-5.38],1,0.62,0.548,112-48-1,112-26-5,122-60-1,54-11-5,112-36-7,GDXHBFHOEYVPED-UHFFFAOYSA-N,AGYUOJIYYGGHKV-UHFFFAOYSA-N,FQYUMYWMJTYZTK-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,RRQYJINTUHWNHW-UHFFFAOYSA-N,DTXSID5074268,DTXSID8047000,DTXSID8021145,DTXSID1020930,DTXSID3025047,-5,-6.12,-6.08,-8.05,-6.96,-4.61,-5.27,-5.95,-5.07,-5.04,0,0.884,0.881264148514927,0,2648.63741,0,2,1.28347912289565,88.9235862932444
DTXSID30365139,NaN,-3.08,[-3.18:-2.98],1,0.88,0.913,123-29-5,110-42-9,1731-84-6,106-32-1,110-38-3,BYEVBITUADOIGY-UHFFFAOYSA-N,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,IJXHLVMUNBOGRR-UHFFFAOYSA-N,YYZUSRORWSJGET-UHFFFAOYSA-N,RGXWDWUGBIJHDO-UHFFFAOYSA-N,DTXSID1047651,DTXSID4026842,DTXSID8061921,DTXSID8051542,DTXSID0044363,-3.12,-3.1,-2.85,-3.07,-3.19,-3.1,-3.12,-3.14,-3.08,-3.03,0,0.598,0.710349228841904,1,2210.989511,0,2,1.21674365492354,102.865211993472
DTXSID6034849,NaN,-8.82,[-8.83:-8.73],1,0.998,0.794,24579-73-5,2631-37-0,3766-81-2,2032-59-9,55406-53-6,WZZLDXDUQPOXNW-UHFFFAOYSA-N,DTAPQAJKAFRNJB-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,WYVVKGNFXHOCQV-UHFFFAOYSA-N,DTXSID1040295,DTXSID4037617,DTXSID4058077,DTXSID7022172,DTXSID0028038,-8.83,-7.05,-7.18,-8.28,-6.92,-7.43,-7.19,-7.13,-8.29,-7.2,1,0.658,0.850988114389169,1,2354.944783,0,4,1.20791179028442,90.573815174494
DTXSID30180288,NaN,-5.5,[-6.22:-4.78],1,0.302,0.54,117-84-0,103-23-1,117-81-7,3648-21-3,123-79-5,MQIUGAXCHLFZKX-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,JQCXWCOOWVGKMT-UHFFFAOYSA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,DTXSID1021956,DTXSID0020606,DTXSID5020607,DTXSID8040779,DTXSID2021606,-5.26,-6.36,-4.77,-4.78,-6.36,-5.35,-5.66,-5.43,-5.43,-5.11,1,1.287,0.945929557142144,3,7423.533612,0,2,1.30318875271074,357.467069182508
DTXSID2027882,NaN,-8.46,[-9.04:-7.88],1,0.466,0.61,139-40-2,5915-41-3,1912-24-9,122-34-9,26259-45-0,WJNRPILHGGKWCK-UHFFFAOYSA-N,FZXISNSWEXTPMF-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,ZJMZZNVGNSWOOM-UHFFFAOYSA-N,DTXSID3021196,DTXSID4027608,DTXSID9020112,DTXSID4021268,DTXSID8037594,-8.75,-7.5,-8.53,-9.26,-8.44,-7.95,-8.66,-8.49,-8.4,-8.64,2,1.895,0.626160690284722,0,4543.78159800001,0,5,1.4862480450604,112.946701632079
DTXSID0058695,NaN,-7.05,[-9.07:-5.18],0,0.181,0.247,37853-59-1,68631-49-2,1031-07-8,207122-16-5,3268-87-9,YATIGPZCMOYEGE-UHFFFAOYSA-N,RZXIRSKYBISPGF-UHFFFAOYSA-N,AAPVQEMYVNZIOO-UHFFFAOYSA-N,ILPSCQCLBHQUEM-UHFFFAOYSA-N,FOIBFBMSLDGNHL-UHFFFAOYSA-N,DTXSID1024627,DTXSID4030047,DTXSID3037541,DTXSID8052693,DTXSID4025799,-6.26,-5.79,-10.92,-7.14,-5.18,-4.65,-5.72,-5.01,-6.78,-5.58,0,4.045,0.963597319914682,0,32041.265784,0,6,1.27843991940141,296.19878267006
DTXSID4041238,NaN,-8.76,[-10.51:-6.14],1,0.388,0.298,105-59-9,4402-30-6,111-29-5,111-42-2,3663-50-1,CRVGTESFCCXCTH-UHFFFAOYSA-N,XKQMKMVTDKYWOX-UHFFFAOYSA-N,ALQSHHUCVQOPAS-UHFFFAOYSA-N,ZBCBWPMODOFKDW-UHFFFAOYSA-N,XYBQTTAROZGWOZ-UHFFFAOYSA-N,DTXSID8025591,DTXSID80883550,DTXSID2041256,DTXSID3021932,DTXSID3063122,-10.51,-8.46,-9.85,-10.4,-2.54,-9.49,-10.46,-9.75,-10.14,-4.79,2,0.699,1.49805722711513,0,2223.772579,2,2,1.26305616703574,48.9100746281736
DTXSID00885314,NaN,-11.74,[-14.77:-9.1],0,0.143,0.107,23564-05-8,74223-64-6,144651-06-9,90982-32-4,82097-50-5,QGHREAKMXXNCOA-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,NSWAMPCUPHPTTC-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,DTXSID1024338,DTXSID6023864,DTXSID4034364,DTXSID0023955,DTXSID0024345,-9.1,-16,-9.61,-14.74,-9.1,-7.27,-11.12,-9.84,-10.14,-10.47,5,5.658,0.636163849551024,2,14218.429501,1,11,1.5925166015166,310.342529638497
DTXSID2062533,NaN,-9.96,[-11.46:-8.46],1,0.334,0.381,97-23-4,105-59-9,4402-30-6,111-29-5,80-06-8,MDNWOSOZYLHTCG-UHFFFAOYSA-N,CRVGTESFCCXCTH-UHFFFAOYSA-N,XKQMKMVTDKYWOX-UHFFFAOYSA-N,ALQSHHUCVQOPAS-UHFFFAOYSA-N,URYAFVKLYSEINW-UHFFFAOYSA-N,DTXSID6021824,DTXSID8025591,DTXSID80883550,DTXSID2041256,DTXSID7040283,-11.93,-10.51,-8.46,-9.85,-7.89,-8.62,-9.49,-10.46,-9.75,-7.94,2,2.154,0.780969115061614,0,2490.665198,2,4,1.26928397721221,27.5655696695864
DTXSID5025992,NaN,-12.46,[-15.13:-9.79],0,0.137,0.136,173159-57-4,213464-77-8,97780-06-8,94593-91-6,90982-32-4,PXDNXJSDGQBLKS-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,WMLPCIHUFDKWJU-UHFFFAOYSA-N,NSWAMPCUPHPTTC-UHFFFAOYSA-N,DTXSID7034753,DTXSID4034788,DTXSID9034573,DTXSID5058220,DTXSID0023955,-16,-9.12,-10.92,-11.01,-14.74,-9.65,-11.52,-10.29,-9.78,-10.14,4,8.012,0.604190356978383,2,13955.653518,3,13,1.62833268042553,331.29992087156
DTXSID50180467,NaN,-4.5,[-6.1:-2.9],0,0.202,0.332,84-77-5,119-06-2,84-76-4,139001-49-3,123-79-5,PGIBJVOPLXHHGS-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,UQBHMWHKJIHQHK-UHFFFAOYSA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,DTXSID3026512,DTXSID2025214,DTXSID9047966,DTXSID5057969,DTXSID2021606,-3.67,-2.56,-4.05,-6.76,-6.36,-4.72,-5.89,-5.33,-6.94,-5.11,0,1.772,0.709054498952047,4,9729.28564799997,0,8,1.20500379454608,626.111277617181
DTXSID2062537,NaN,-12.94,[-15.81:-10.07],0,0.318,0.202,149-32-6,6610-29-3,115-77-5,56-81-5,6915-15-7,UNXHWFMMPAWVPI-UHFFFAOYSA-N,PTVZQOAHCSKAAS-UHFFFAOYSA-N,WXZMFSXDPGVJKK-UHFFFAOYSA-N,PEDCQBHIVMGVHV-UHFFFAOYSA-N,BJEPYKJPYRNKOW-UHFFFAOYSA-N,DTXSID6043919,DTXSID7044390,DTXSID2026943,DTXSID9020663,DTXSID0027640,-15.05,-11.75,-16,-7.76,-13.44,-13.37,-8.49,-12.79,-8.62,-11.39,4,0.678,1.58366193747713,1,531.59085,0,4,0.799036681076612,11.0030972981532
DTXSID1029332,NaN,-3.87,[-3.88:-3.81],1,0.998,0.832,74-90-8,624-92-0,593-71-5,110-02-1,110-81-6,LELOWRISYMNNSU-UHFFFAOYSA-N,WQOXQRCZOLPYPM-UHFFFAOYSA-N,PJGJQVRXEUVAFT-UHFFFAOYSA-N,YTPLMLYBLZKORZ-UHFFFAOYSA-N,CETBSQOFQKLHHZ-UHFFFAOYSA-N,DTXSID9024148,DTXSID4025117,DTXSID50208034,DTXSID8026145,DTXSID3051464,-3.88,-2.92,-3.06,-2.64,-2.67,-2.95,-3.14,-2.98,-3.01,-2.98,0,0.311,0.573647294589178,0,0,0,1,1.89557035001089,0.589159522202737
DTXSID2027884,NaN,-4.23,[-4.38:-4.08],1,0.82,0.84,109-74-0,110-59-8,78-82-0,107-12-0,100-47-0,KVNRLNFWIYMESJ-UHFFFAOYSA-N,RFFFKMOABOFIDF-UHFFFAOYSA-N,LRDFRRGEGBBSRN-UHFFFAOYSA-N,FVSKHRXBFJPNKK-UHFFFAOYSA-N,JFDZBHWFFUWGJE-UHFFFAOYSA-N,DTXSID1026823,DTXSID3026275,DTXSID5026461,DTXSID1021879,DTXSID7021491,-4.28,-4.18,-3.98,-4.43,-4.28,-4.35,-4.48,-4.47,-4.17,-4.7,0,1.03,0.54540765987981,0,576.886655,0,1,1.4855559434749,18.6890499709759
DTXSID3044627,NaN,-6.62,[-8.3:-4.94],1,0.656,0.477,554-84-7,1568-70-3,67233-85-6,89-64-5,88-75-5,RTZZCYNQPHTPPL-UHFFFAOYSA-N,YBUGOACXDPDUIR-UHFFFAOYSA-N,KXKCTSZYNCDFFG-UHFFFAOYSA-N,NWSIFTLPLKCTSX-UHFFFAOYSA-N,IQUPABOKLQSFBK-UHFFFAOYSA-N,DTXSID2025765,DTXSID80166133,DTXSID0035790,DTXSID4058996,DTXSID1021790,-8.7,-5.73,-8.35,-4.9,-4.89,-5.35,-5.54,-6.71,-4.84,-4.93,1,1.05,0.553719815336303,0,2329.095708,0,4,1.64978791527034,35.5057860029335
DTXSID3032547,-4.52,-4.53,[-4.62:-4.44],1,1,0.837,2593-15-9,535-89-7,24683-00-9,2675-77-6,25680-58-4,KQTVWCSONPJJPE-UHFFFAOYSA-N,HJIUPFPIEBPYIE-UHFFFAOYSA-N,UXFSPRAGHGMRSQ-UHFFFAOYSA-N,PFIADAMVCJPXSF-UHFFFAOYSA-N,DPCILIMHENXHQX-UHFFFAOYSA-N,DTXSID3032547,DTXSID0041800,DTXSID9051907,DTXSID2024793,DTXSID1067124,-4.52,-7.42,-4.31,-4.49,-4.83,-5.35,-4.96,-5.6,-3.11,-5.49,0,1.162,0.835111160968907,0,4701.154057,0,3,1.62669744480637,45.8427216830538
DTXSID50880076,NaN,-5.6,[-6.75:-4.45],1,0.7,0.575,112-36-7,111-96-6,123-63-7,24683-00-9,2426-08-6,RRQYJINTUHWNHW-UHFFFAOYSA-N,SBZXBUIDTXKZTM-UHFFFAOYSA-N,SQYNKIJPMDEDEG-UHFFFAOYSA-N,UXFSPRAGHGMRSQ-UHFFFAOYSA-N,YSUQLAYJZDEMOT-UHFFFAOYSA-N,DTXSID3025047,DTXSID1024621,DTXSID9023419,DTXSID9051907,DTXSID9024691,-6.96,-6.28,-4.4,-4.31,-4.6,-5.04,-5,-5.11,-5.6,-4.88,0,0.625,0.954326798737909,0,1653.637192,0,3,1.33338606542495,63.9463135621253
DTXSID9032406,-12.31,-12.3,[-12.31:-12.18],1,1,0.732,25954-13-6,1007-28-9,6190-65-4,30125-63-4,1014-69-3,UCHDFLNGIZUADY-UHFFFAOYSA-N,IVENSCMCQBJAKW-UHFFFAOYSA-N,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,LMKQNTMFZLAJDV-UHFFFAOYSA-N,HCRWJJJUKUVORR-UHFFFAOYSA-N,DTXSID9032406,DTXSID0037495,DTXSID5037494,DTXSID80184211,DTXSID6041842,-12.31,-9.82,-8.82,-8.35,-9.32,-9.12,-8.87,-9.05,-9.11,-8.42,2,2.528,1.16302609135158,1,2596.794560766,0,5,1.29862356313221,21.8601767228126
DTXSID4024436,NaN,-9.65,[-12.82:-6.59],0,0.212,0.12,144651-06-9,26644-46-2,78-57-9,113036-88-7,74223-64-6,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,RROQIUMZODEXOR-UHFFFAOYSA-N,SUYHYHLFUHHVJQ-UHFFFAOYSA-N,PCKNFPQPGUWFHO-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTXSID4034364,DTXSID5032654,DTXSID9042120,DTXSID0034356,DTXSID6023864,-9.61,-7.73,-8.83,-6.59,-16,-9.84,-8.79,-11.16,-10.3,-11.12,3,4.882,0.67441972427827,0,10432.790527,0,10,1.60992478124612,219.42014377581
