MoleculeID,BioDeg_exp,BioDeg_LogHalfLife_pred,BioDeg_predRange,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,BioDeg_CAS_neighbor_1,BioDeg_CAS_neighbor_2,BioDeg_CAS_neighbor_3,BioDeg_CAS_neighbor_4,BioDeg_CAS_neighbor_5,BioDeg_InChiKey_neighbor_1,BioDeg_InChiKey_neighbor_2,BioDeg_InChiKey_neighbor_3,BioDeg_InChiKey_neighbor_4,BioDeg_InChiKey_neighbor_5,BioDeg_DTXSID_neighbor_1,BioDeg_DTXSID_neighbor_2,BioDeg_DTXSID_neighbor_3,BioDeg_DTXSID_neighbor_4,BioDeg_DTXSID_neighbor_5,BioDeg_LogHalfLife_Exp_neighbor_1,BioDeg_LogHalfLife_Exp_neighbor_2,BioDeg_LogHalfLife_Exp_neighbor_3,BioDeg_LogHalfLife_Exp_neighbor_4,BioDeg_LogHalfLife_Exp_neighbor_5,BioDeg_LogHalfLife_pred_neighbor_1,BioDeg_LogHalfLife_pred_neighbor_2,BioDeg_LogHalfLife_pred_neighbor_3,BioDeg_LogHalfLife_pred_neighbor_4,BioDeg_LogHalfLife_pred_neighbor_5,BCUTp_1l,IC2,nF6Ring,nT6Ring,ATSC1p,VP_6
DTXSID7072969,NaN,0.75,[0.55:0.95],0,0.132,0.547,592-27-8|,2213-23-2|,21964-49-8|,2216-33-3|,3221-61-2|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID2060460|,DTXSID10862873|,DTXSID80176373|,DTXSID30862875|,DTXSID30863125|,0.48,0.78,1.11,0.7,0.7,0.61,0.52,0.59,0.56,0.56,4.3582958984375,3.75968135444313,0,0,-3.10696655304909,1.05594380070572
DTXSID60240602,NaN,2.15,[1.7:2.58],0,0.222,0.446,111-01-3|,1921-70-6|,14167-59-0|,630-05-7|,544-85-4|,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,GWVDBZWVFGFBCN-UHFFFAOYSA-N,SUJUOAZFECLBOA-UHFFFAOYSA-N,QHMGJGNTMQDRQA-UHFFFAOYSA-N,DTXSID0046513|,DTXSID70870919|,DTXSID7058622|,DTXSID5075444|,DTXSID5052202|,1.62,1.62,2.58,2.56,2.45,2.2,1.03,2.42,2.42,2.41,4.8849536594029,2.66366812003406,0,1,-1.68839940834797,3.00095484422276
DTXSID9034868,NaN,0.75,[0.54:0.96],0,0.151,0.552,21964-49-8|,592-27-8|,2213-23-2|,3221-61-2|,2216-33-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID10862873|,DTXSID30863125|,DTXSID30862875|,1.11,0.48,0.78,0.7,0.7,0.59,0.61,0.52,0.56,0.56,3.33721493053336,4.77159837985342,0,2,-2.03301915297451,0.80580372093942
DTXSID4022527,NaN,0.55,[0.49:0.6],1,0.432,0.761,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.60718843093943,3.81366068968818,0,1,-0.145990412959991,0.239338235753306
DTXSID90240731,NaN,0.93,[0.53:1.33],0,0.323,0.506,21964-49-8|,2216-33-3|,3221-61-2|,592-27-8|,1921-70-6|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,DTXSID80176373|,DTXSID30862875|,DTXSID30863125|,DTXSID2060460|,DTXSID70870919|,1.11,0.7,0.7,0.48,1.62,0.59,0.56,0.56,0.61,1.03,4.34987576566366,2.70899960597139,0,0,-1.03926051474487,1.49535482247896
DTXSID20240825,NaN,0.55,[0.49:0.6],0,0.311,0.721,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.00909719111293,3.97017552146435,0,1,-0.4235085445022,0.375761358046205
DTXSID0041274,NaN,0.8,[0.6:1],1,0.497,0.671,103-65-1|,21964-49-8|,622-96-8|,100-41-4|,2213-23-2|,ODLMAHJVESYWTB-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,DTXSID3042219|,DTXSID80176373|,DTXSID9029194|,DTXSID3020596|,DTXSID10862873|,0.6,1.11,0.6,0.9,0.78,0.61,0.59,0.62,0.63,0.52,4.847421875,3.00370169605735,0,1,-0.314171691135995,0.271144046251212
DTXSID9022526,NaN,0.55,[0.49:0.6],0,0.448,0.768,1074-17-5|,103-65-1|,620-14-4|,622-96-8|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID9029194|,DTXSID2050403|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.62,0.54,4.74180623641852,3.4343874601226,0,2,0.249191670285684,0.367472593575744
DTXSID4052635,NaN,0.73,[0.6:0.86],0,0.456,0.717,103-65-1|,622-96-8|,100-41-4|,141-93-5|,934-80-5|,ODLMAHJVESYWTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID3042219|,DTXSID9029194|,DTXSID3020596|,DTXSID1022003|,DTXSID6061317|,0.6,0.6,0.9,0.85,0.7,0.61,0.62,0.63,0.66,0.55,4.76363637397354,2.90785502306875,0,2,0.22459645747619,0.466741767138284
DTXSID90916166,NaN,0.59,[0.41:0.77],0,0.167,0.583,2213-23-2|,592-27-8|,2216-33-3|,3221-61-2|,15869-89-3|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,DTXSID70871244|,0.78,0.48,0.7,0.7,0.3,0.52,0.61,0.56,0.56,0.66,5.15424204981879,3.15859556855496,0,0,-2.54654323532606,0.794411576729592
DTXSID60371405,NaN,0.67,[0.48:0.9],0,0.297,0.586,21964-49-8|,103-65-1|,591-76-4|,592-27-8|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID3042219|,DTXSID5052256|,DTXSID2060460|,DTXSID30863125|,1.11,0.6,0.48,0.48,0.7,0.59,0.61,0.84,0.61,0.56,3.33219012347416,3.12808527889139,0,1,-0.327001712142858,0.095280080102284
DTXSID3020209,NaN,0.55,[0.49:0.6],1,0.429,0.76,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.64648181748047,3.85182322555177,0,1,-0.161447999999992,0.287626511694885
DTXSID30241388,NaN,0.55,[0.49:0.6],0,0.312,0.722,1074-17-5|,620-14-4|,874-41-9|,611-14-3|,103-65-1|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID0061246|,DTXSID2050403|,DTXSID3042219|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.54,0.54,0.61,4.41453974442112,4.28039465412319,0,0,-0.278641513857133,0.637804302587005
DTXSID3026564,NaN,0.63,[0.51:0.75],0,0.149,0.611,592-27-8|,2213-23-2|,2216-33-3|,3221-61-2|,589-81-1|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID2060460|,DTXSID10862873|,DTXSID30862875|,DTXSID30863125|,DTXSID90862250|,0.48,0.78,0.7,0.7,0.48,0.61,0.52,0.56,0.56,0.65,4.72595081329345,3.44301015955486,0,0,-2.80561204590561,0.917257521262305
DTXSID80241419,NaN,0.75,[0.55:0.95],0,0.21,0.572,21964-49-8|,2213-23-2|,592-27-8|,2216-33-3|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,1.11,0.78,0.48,0.7,0.7,0.59,0.52,0.61,0.56,0.56,4.6798038967371,3.77068368763465,0,0,-1.80718390838346,0.853685041693182
DTXSID4044747,NaN,1.3,[0.31:2.29],0,0.137,0.157,2294-82-8|,95-15-8|,2825-82-3|,874-35-1|,824-22-6|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,FCEHBMOGCRZNNI-UHFFFAOYSA-N,LPSXSORODABQKT-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,LNNSODHYZXCEJP-UHFFFAOYSA-N,DTXSID10872977|,DTXSID2052736|,DTXSID2029244|,DTXSID5061245|,DTXSID7073931|,1.46,1.4,3,0.3,0.3,1.19,1.25,1.87,0.44,0.49,5.12668073475591,3.44726249944121,0,0,2.96379414109566,0.564335029718139
DTXSID6024591,NaN,0.65,[0.43:0.87],0,0.407,0.641,100-41-4|,1678-91-7|,103-65-1|,141-93-5|,622-96-8|,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,IIEWJVIFRVWJOD-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,DTXSID3020596|,DTXSID1051779|,DTXSID3042219|,DTXSID1022003|,DTXSID9029194|,0.9,0.3,0.6,0.85,0.6,0.63,0.7,0.61,0.66,0.62,4.53354296875,2.49560292372901,0,2,0.148773581638906,0.258422781217212
DTXSID0032601,NaN,0.54,[0.32:0.76],1,0.353,0.635,2177-47-1|,767-60-2|,824-22-6|,90-12-0|1321-94-4,1074-17-5|,YSAXEHWHSLANOM-UHFFFAOYSA-N,COOKKJGOGWACMY-UHFFFAOYSA-N,LNNSODHYZXCEJP-UHFFFAOYSA-N,QPUYECUOLPXSFR-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,DTXSID00176173|,DTXSID40227496|,DTXSID7073931|,DTXSID9020877|DTXSID3025625,DTXSID4061466|,0.48,0.48,0.3,0.96,0.48,0.45,0.47,0.49,0.6,0.57,6.02000537060821,4.43858836864981,0,1,0.0894301074613293,1.00416806399034
DTXSID50241446,NaN,0.52,[0.48:0.58],0,0.347,0.73,1074-17-5|,620-14-4|,874-41-9|,611-14-3|,1758-88-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,AXIUBBVSOWPLDA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID0061246|,DTXSID2050403|,DTXSID0061951|,0.48,0.48,0.6,0.6,0.48,0.57,0.58,0.54,0.54,0.59,4.79776046554223,4.18788919491935,0,2,-0.206262268596206,0.798727164817416
DTXSID2024113,NaN,2.32,[1.85:2.79],0,0.078,0.363,207-08-9|,2825-82-3|,238-84-6|,50-32-8|,132-65-0|,HAXBIWFMXWRORI-UHFFFAOYSA-N,LPSXSORODABQKT-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,FMMWHPNWAFZXNH-UHFFFAOYSA-N,IYYZUPMFVPLQIF-UHFFFAOYSA-N,DTXSID0023909|,DTXSID2029244|,DTXSID3075204|,DTXSID2020139|,DTXSID0047741|,2.55,3,2.15,2.35,1.56,2.19,1.87,2.08,2.17,1.81,5.35234993368495,3.55197054750939,0,1,5.59475749689656,1.82041967959294
DTXSID60888740,NaN,0.72,[0.48:0.96],0,0.282,0.581,21964-49-8|,1074-17-5|,592-27-8|,2213-23-2|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID4061466|,DTXSID2060460|,DTXSID10862873|,DTXSID30863125|,1.11,0.48,0.48,0.78,0.7,0.59,0.57,0.61,0.52,0.56,3.87055957031249,3.80574565152106,0,0,-0.662580504084536,0.851347390165307
DTXSID50648658,NaN,0.55,[0.49:0.6],0,0.383,0.745,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.8264444952937,3.74420356831181,0,0,0.460481534774209,0.272520173310743
DTXSID9047590,NaN,0.64,[0.52:0.76],0,0.461,0.733,103-65-1|,622-96-8|,934-80-5|,1074-17-5|,141-93-5|,ODLMAHJVESYWTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,DTXSID3042219|,DTXSID9029194|,DTXSID6061317|,DTXSID4061466|,DTXSID1022003|,0.6,0.6,0.7,0.48,0.85,0.61,0.62,0.55,0.57,0.66,4.7111616210376,3.12422676350944,0,2,-0.182721812380427,0.396437108738625
DTXSID60877972,NaN,0.69,[0.48:0.92],0,0.398,0.626,21964-49-8|,592-27-8|,3221-61-2|,2216-33-3|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID30863125|,DTXSID30862875|,DTXSID90862250|,1.11,0.48,0.7,0.7,0.48,0.59,0.61,0.56,0.56,0.65,4.6359560546875,2.88954943086209,0,2,-0.628958193779925,0.36442501073659
DTXSID3026566,NaN,0.74,[0.53:0.95],0,0.337,0.616,592-27-8|,21964-49-8|,2216-33-3|,3221-61-2|,2216-34-4|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID2060460|,DTXSID80176373|,DTXSID30862875|,DTXSID30863125|,DTXSID90862876|,0.48,1.11,0.7,0.7,0.7,0.61,0.59,0.56,0.56,0.5,4.45331640625,2.92323142879762,0,1,-1.12974898773332,0.63128228337245
DTXSID3021805,NaN,0.53,[0.48:0.59],0,0.265,0.702,1074-17-5|,620-14-4|,874-41-9|,1758-88-9|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,AXIUBBVSOWPLDA-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID0061246|,DTXSID0061951|,DTXSID2050403|,0.48,0.48,0.6,0.48,0.6,0.57,0.58,0.54,0.59,0.54,5.1468902345535,4.1153115322251,0,2,-0.980701375806881,0.745182111440313
DTXSID0074687,NaN,0.55,[0.49:0.6],0,0.257,0.703,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,3.48304296875,4.22647411825437,0,1,-0.428253267857131,0.50260904268361
DTXSID1027344,NaN,0.77,[0.56:0.98],1,0.479,0.658,21964-49-8|,2216-33-3|,3221-61-2|,592-27-8|,1071-26-7|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,PSABUFWDVWCFDP-UHFFFAOYSA-N,DTXSID80176373|,DTXSID30862875|,DTXSID30863125|,DTXSID2060460|,DTXSID0061454|,1.11,0.7,0.7,0.48,0.78,0.59,0.56,0.56,0.61,0.64,4.6149018160553,2.54161189318666,0,0,-0.183399240810796,0.893706691164891
DTXSID9044748,NaN,1.19,[0.74:1.58],0,0.447,0.553,2294-82-8|,2531-84-2|,874-35-1|,91-57-6|,644-08-6|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,ZZLCFHIKESPLTH-UHFFFAOYSA-N,DTXSID10872977|,DTXSID1025649|,DTXSID5061245|,DTXSID4020878|,DTXSID4047177|,1.46,1.36,0.3,1.15,1.58,1.19,1.39,0.44,1.32,1.18,5.53889836172999,3.07230287723728,0,2,0.701967314802658,0.638462940613466
DTXSID4024195,NaN,0.55,[0.49:0.6],0,0.303,0.719,1074-17-5|,103-65-1|,620-14-4|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID2050403|,DTXSID0061246|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.54,0.54,3.65972079815112,3.93626002753153,0,1,-0.00691133163635804,0.338086400862387
DTXSID0020442,NaN,0.55,[0.49:0.6],0,0.316,0.725,1074-17-5|,103-65-1|,620-14-4|,622-96-8|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID9029194|,DTXSID2050403|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.62,0.54,3.68154903877519,3.6818808028034,0,1,0.17608745957895,0.354987352537586
DTXSID4024193,NaN,0.55,[0.49:0.6],0,0.284,0.712,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,3.70623784971731,4.25343438618878,0,1,-0.067629165999992,0.428831518704222
DTXSID7024035,NaN,0.55,[0.49:0.6],0,0.298,0.717,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,3.71169500287422,4.05366068968818,0,1,0.064163775200005,0.446430800870923
DTXSID2047727,NaN,0.52,[0.48:0.58],1,0.406,0.75,1074-17-5|,620-14-4|,874-41-9|,611-14-3|,1758-88-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,AXIUBBVSOWPLDA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID0061246|,DTXSID2050403|,DTXSID0061951|,0.48,0.48,0.6,0.6,0.48,0.57,0.58,0.54,0.54,0.59,4.96021517090205,4.15249259451568,0,1,-0.143869617629619,0.298707676297242
DTXSID2041200,NaN,0.63,[0.3:1.04],0,0.391,0.572,1074-17-5|,874-35-1|,2177-47-1|,620-14-4|,2294-82-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,YSAXEHWHSLANOM-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,DTXSID4061466|,DTXSID5061245|,DTXSID00176173|,DTXSID6050386|,DTXSID10872977|,0.48,0.3,0.48,0.48,1.46,0.57,0.44,0.45,0.58,1.19,5.22372987380932,3.8814307444478,0,2,0.485952914905383,0.513872894298172
DTXSID4025292,NaN,0.55,[0.49:0.6],0,0.424,0.761,1074-17-5|,103-65-1|,620-14-4|,622-96-8|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID9029194|,DTXSID2050403|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.62,0.54,4.44407273343456,3.48522813603425,0,0,0.0146221704042545,0.170555757867231
DTXSID0058221,NaN,0.63,[0.51:0.75],0,0.125,0.603,592-27-8|,2216-33-3|,3221-61-2|,2213-23-2|,589-81-1|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,DTXSID10862873|,DTXSID90862250|,0.48,0.7,0.7,0.78,0.48,0.61,0.56,0.56,0.52,0.65,4.17178970063856,3.51776647125846,0,0,-3.33925765780644,0.977086915002652
DTXSID5020819,NaN,2.15,[1.56:2.74],0,0.128,0.329,2825-82-3|,2294-82-8|,207-08-9|,238-84-6|,132-65-0|,LPSXSORODABQKT-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,HAXBIWFMXWRORI-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,IYYZUPMFVPLQIF-UHFFFAOYSA-N,DTXSID2029244|,DTXSID10872977|,DTXSID0023909|,DTXSID3075204|,DTXSID0047741|,3,1.46,2.55,2.15,1.56,1.87,1.19,2.19,2.08,1.81,5.23156050514689,3.47602361279381,0,0,3.23464508155556,2.15927372932021
DTXSID0058223,NaN,0.53,[0.48:0.59],0,0.263,0.702,1074-17-5|,620-14-4|,874-41-9|,611-14-3|,1758-88-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,AXIUBBVSOWPLDA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID0061246|,DTXSID2050403|,DTXSID0061951|,0.48,0.48,0.6,0.6,0.48,0.57,0.58,0.54,0.54,0.59,4.22333550171813,4.60613766066796,0,2,0.0874447364167872,1.17656681941045
