MoleculeID,BioDeg_exp,BioDeg_LogHalfLife_pred,BioDeg_predRange,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,BioDeg_CAS_neighbor_1,BioDeg_CAS_neighbor_2,BioDeg_CAS_neighbor_3,BioDeg_CAS_neighbor_4,BioDeg_CAS_neighbor_5,BioDeg_InChiKey_neighbor_1,BioDeg_InChiKey_neighbor_2,BioDeg_InChiKey_neighbor_3,BioDeg_InChiKey_neighbor_4,BioDeg_InChiKey_neighbor_5,BioDeg_DTXSID_neighbor_1,BioDeg_DTXSID_neighbor_2,BioDeg_DTXSID_neighbor_3,BioDeg_DTXSID_neighbor_4,BioDeg_DTXSID_neighbor_5,BioDeg_LogHalfLife_Exp_neighbor_1,BioDeg_LogHalfLife_Exp_neighbor_2,BioDeg_LogHalfLife_Exp_neighbor_3,BioDeg_LogHalfLife_Exp_neighbor_4,BioDeg_LogHalfLife_Exp_neighbor_5,BioDeg_LogHalfLife_pred_neighbor_1,BioDeg_LogHalfLife_pred_neighbor_2,BioDeg_LogHalfLife_pred_neighbor_3,BioDeg_LogHalfLife_pred_neighbor_4,BioDeg_LogHalfLife_pred_neighbor_5,BCUTp_1l,IC2,nF6Ring,nT6Ring,ATSC1p,VP_6
DTXSID3026724,NaN,0.58,[0.48:0.71],0,0.251,0.63,592-27-8|,591-76-4|,2213-23-2|,589-81-1|,3221-61-2|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID2060460|,DTXSID5052256|,DTXSID10862873|,DTXSID90862250|,DTXSID30863125|,0.48,0.48,0.78,0.48,0.7,0.61,0.84,0.52,0.65,0.56,4.36060351562499,3.3502090290999,0,0,-1.56239544100276,0.263675821802589
DTXSID1044510,NaN,0.58,[0.48:0.71],1,0.496,0.71,2213-23-2|,592-27-8|,591-76-4|,589-81-1|,2216-34-4|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID5052256|,DTXSID90862250|,DTXSID90862876|,0.78,0.48,0.48,0.48,0.7,0.52,0.61,0.84,0.65,0.5,4.80437942115653,3.03884694332883,0,0,-0.675224059774645,0.147188792355022
DTXSID1044772,NaN,0.65,[0.48:0.9],0,0.222,0.552,21964-49-8|,592-27-8|,3221-61-2|,591-76-4|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID30863125|,DTXSID5052256|,DTXSID90862250|,1.11,0.48,0.7,0.48,0.48,0.59,0.61,0.56,0.84,0.65,3.12165840265127,4.00607101310117,0,0,-1.00981571550007,0.441645478085806
DTXSID0020654,NaN,0.7,[0.48:0.93],0,0.302,0.587,21964-49-8|,592-27-8|,3221-61-2|,591-76-4|,2216-33-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID30863125|,DTXSID5052256|,DTXSID30862875|,1.11,0.48,0.7,0.48,0.7,0.59,0.61,0.56,0.84,0.56,3.78425121947881,3.32939114975571,0,0,-0.96765729731798,0.402191202989965
DTXSID90147413,NaN,1.97,[1.46:2.51],0,0.255,0.391,132-65-0|,30232-26-9|,2294-82-8|,2381-21-7|,2825-82-3|,IYYZUPMFVPLQIF-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,KBSPJIWZDWBDGM-UHFFFAOYSA-N,LPSXSORODABQKT-UHFFFAOYSA-N,DTXSID0047741|,DTXSID90184328|,DTXSID10872977|,DTXSID0025654|,DTXSID2029244|,1.56,1.92,1.46,1.96,3,1.81,1.52,1.19,2.13,1.87,6.81799157714844,3.03111617245602,0,2,1.67531057637213,1.34574264029707
DTXSID20872988,NaN,2.52,[2.46:2.58],0,0.221,0.659,207-08-9|,193-39-5|,189-55-9|,53-70-3|,205-99-2|,HAXBIWFMXWRORI-UHFFFAOYSA-N,SXQBHARYMNFBPS-UHFFFAOYSA-N,TUGYIJVAYAHHHM-UHFFFAOYSA-N,LHRCREOYAASXPZ-UHFFFAOYSA-N,FTOVXSOBNPWTSH-UHFFFAOYSA-N,DTXSID0023909|,DTXSID8024153|,DTXSID9059751|,DTXSID9020409|,DTXSID0023907|,2.55,2.52,2.47,2.62,2.45,2.19,2.65,2.66,2.57,2.51,6.73791424560547,2.85221700146248,0,4,2.01410786001096,2.57764872261863
DTXSID6044773,NaN,0.67,[0.48:0.92],0,0.297,0.573,21964-49-8|,2213-23-2|,592-27-8|,591-76-4|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID2060460|,DTXSID5052256|,DTXSID90862250|,1.11,0.78,0.48,0.48,0.48,0.59,0.52,0.61,0.84,0.65,4.41171834657554,3.64696666827365,0,1,-0.996637480275855,0.203868468051574
DTXSID1044774,NaN,0.74,[0.53:0.95],0,0.332,0.614,21964-49-8|,592-27-8|,2216-33-3|,3221-61-2|,2216-34-4|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,DTXSID90862876|,1.11,0.48,0.7,0.7,0.7,0.59,0.61,0.56,0.56,0.5,4.29400781249999,2.76496121898823,0,0,-1.14018095893331,0.943756667488506
DTXSID90884497,NaN,0.75,[0.55:0.95],0,0.216,0.574,21964-49-8|,592-27-8|,2213-23-2|,2216-33-3|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID10862873|,DTXSID30862875|,DTXSID30863125|,1.11,0.48,0.78,0.7,0.7,0.59,0.61,0.52,0.56,0.56,4.68008764599077,3.40473815611755,0,0,-1.85197344817312,1.01112416969241
DTXSID70147451,NaN,0.66,[0.3:1.07],0,0.256,0.527,1074-17-5|,874-35-1|,103-65-1|,2294-82-8|,620-14-4|,YQZBFMJOASEONC-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,DTXSID4061466|,DTXSID5061245|,DTXSID3042219|,DTXSID10872977|,DTXSID6050386|,0.48,0.3,0.6,1.46,0.48,0.57,0.44,0.61,1.19,0.58,4.12874785526755,3.68970373219955,0,1,1.04547834800001,0.215873080320349
DTXSID2021866,NaN,0.75,[0.55:0.95],0,0.242,0.583,592-27-8|,21964-49-8|,2213-23-2|,3221-61-2|,2216-33-3|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID2060460|,DTXSID80176373|,DTXSID10862873|,DTXSID30863125|,DTXSID30862875|,0.48,1.11,0.78,0.7,0.7,0.61,0.59,0.52,0.56,0.56,4.30170947265625,3.35649241379682,0,0,-1.61729282223858,0.47955606127692
DTXSID6044359,NaN,1.22,[1.06:1.38],1,0.446,0.708,629-59-4|,629-62-9|,629-50-5|,544-76-3|,112-40-3|,BGHCVCJVXZWKCC-UHFFFAOYSA-N,YCOZIPAWZNQLMR-UHFFFAOYSA-N,IIYFAKIEWZDVMP-UHFFFAOYSA-N,DCAYPVUWAIABOU-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,DTXSID1027267|,DTXSID6027268|,DTXSID6027266|,DTXSID0027195|,DTXSID0026913|,1.36,1.42,1.08,1.23,1,1.21,1.26,1.17,1.34,1.08,4.3334908267474,2.21944463041453,0,0,-0.575306465066646,1.09406189359833
DTXSID4024729,NaN,0.65,[0.48:0.88],0,0.313,0.603,1074-17-5|,103-65-1|,620-14-4|,21964-49-8|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID80176373|,DTXSID2050403|,0.48,0.6,0.48,1.11,0.6,0.57,0.61,0.58,0.59,0.54,4.11825872276789,3.79508858639773,0,1,-0.578750877680961,0.33938593617169
DTXSID8026725,NaN,0.86,[0.62:1.1],0,0.306,0.568,21964-49-8|,103-65-1|,1640-89-7|,2216-33-3|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,IFTRQJLVEBNKJK-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID3042219|,DTXSID5075109|,DTXSID30862875|,DTXSID30863125|,1.11,0.6,1.18,0.7,0.7,0.59,0.61,0.49,0.56,0.56,3.72184658917352,2.73499341296035,0,0,0.100889242586572,1.11802812059544
DTXSID10861720,NaN,0.67,[0.48:0.91],0,0.321,0.598,21964-49-8|,103-65-1|,1074-17-5|,622-96-8|,592-27-8|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID80176373|,DTXSID3042219|,DTXSID4061466|,DTXSID9029194|,DTXSID2060460|,1.11,0.6,0.48,0.6,0.48,0.59,0.61,0.57,0.62,0.61,3.93125392171938,3.21344310120307,0,0,-0.111561798375634,1.23903302103456
DTXSID4047337,NaN,0.68,[0.48:1.02],0,0.182,0.504,1074-17-5|,832-69-9|,874-41-9|,620-14-4|,1758-88-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,AXIUBBVSOWPLDA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6025648|,DTXSID0061246|,DTXSID6050386|,DTXSID0061951|,0.48,1.36,0.6,0.48,0.48,0.57,1.92,0.54,0.58,0.59,4.57268844055743,4.67475564380061,0,5,-0.749933984494724,2.31596121369586
DTXSID30860412,NaN,0.55,[0.49:0.6],0,0.369,0.741,1074-17-5|,620-14-4|,103-65-1|,874-41-9|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID0061246|,DTXSID2050403|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.6010071762289,3.77786407733735,0,0,0.315598234358998,0.789892058087788
DTXSID7025053,NaN,0.7,[0.41:0.99],1,0.486,0.618,21964-49-8|,2213-23-2|,2216-33-3|,592-27-8|,15869-89-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID30862875|,DTXSID2060460|,DTXSID70871244|,1.11,0.78,0.7,0.48,0.3,0.59,0.52,0.56,0.61,0.66,5.23757692910955,2.98852529489775,0,0,-0.681302961124242,0.902925904705943
DTXSID5044360,NaN,0.73,[0.51:0.95],0,0.385,0.628,21964-49-8|,103-65-1|,592-27-8|,3221-61-2|,2216-33-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID80176373|,DTXSID3042219|,DTXSID2060460|,DTXSID30863125|,DTXSID30862875|,1.11,0.6,0.48,0.7,0.7,0.59,0.61,0.61,0.56,0.56,4.11018366639419,3.12669070980863,0,0,-0.215744515356194,0.506938038619825
DTXSID3026726,NaN,0.55,[0.49:0.6],0,0.342,0.732,1074-17-5|,620-14-4|,103-65-1|,611-14-3|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID2050403|,DTXSID0061246|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.11564474549961,3.84888461662912,0,0,-0.171252232532342,0.363452263156088
DTXSID3041790,NaN,0.63,[0.48:0.88],0,0.29,0.588,1074-17-5|,21964-49-8|,103-65-1|,620-14-4|,592-27-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID4061466|,DTXSID80176373|,DTXSID3042219|,DTXSID6050386|,DTXSID2060460|,0.48,1.11,0.6,0.48,0.48,0.57,0.59,0.61,0.58,0.61,3.63714521951369,3.74540642593825,0,0,-0.425901432374628,0.346316265514191
DTXSID8026727,NaN,0.65,[0.48:0.88],0,0.388,0.63,103-65-1|,1074-17-5|,622-96-8|,21964-49-8|,620-14-4|,ODLMAHJVESYWTB-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,DTXSID3042219|,DTXSID4061466|,DTXSID9029194|,DTXSID80176373|,DTXSID6050386|,0.6,0.48,0.6,1.11,0.48,0.61,0.57,0.62,0.59,0.58,4.20301973871157,3.29645642563984,0,0,-0.12158431389187,0.283485997014916
DTXSID0073031,NaN,1.66,[1.36:1.98],0,0.286,0.534,2294-82-8|,238-84-6|,30232-26-9|,832-69-9|,2531-84-2|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,DTXSID10872977|,DTXSID3075204|,DTXSID90184328|,DTXSID6025648|,DTXSID1025649|,1.46,2.15,1.92,1.36,1.36,1.19,2.08,1.52,1.92,1.39,5.96632866333064,3.55774026572067,0,2,1.35705950066274,1.66652140625406
DTXSID3026728,NaN,0.65,[0.48:0.88],0,0.388,0.63,103-65-1|,1074-17-5|,622-96-8|,21964-49-8|,620-14-4|,ODLMAHJVESYWTB-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,DTXSID3042219|,DTXSID4061466|,DTXSID9029194|,DTXSID80176373|,DTXSID6050386|,0.6,0.48,0.6,1.11,0.48,0.61,0.57,0.62,0.59,0.58,4.20301973871157,3.29645642563984,0,0,-0.12158431389187,0.283485997014916
DTXSID60881216,NaN,0.65,[0.48:0.9],0,0.338,0.59,21964-49-8|,592-27-8|,3221-61-2|,591-76-4|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID30863125|,DTXSID5052256|,DTXSID90862250|,1.11,0.48,0.7,0.48,0.48,0.59,0.61,0.56,0.84,0.65,3.72452022428291,3.22584259419516,0,0,-0.392679174970279,0.271369016879934
DTXSID3042059,NaN,0.67,[0.48:0.92],0,0.312,0.578,21964-49-8|,592-27-8|,591-76-4|,2213-23-2|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID5052256|,DTXSID10862873|,DTXSID90862250|,1.11,0.48,0.48,0.78,0.48,0.59,0.61,0.84,0.52,0.65,4.19330738259197,3.3914525464041,0,0,-1.05831065378723,0.211939674623225
DTXSID1040112,NaN,0.65,[0.48:0.9],0,0.32,0.586,592-27-8|,21964-49-8|,591-76-4|,589-81-1|,3221-61-2|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID2060460|,DTXSID80176373|,DTXSID5052256|,DTXSID90862250|,DTXSID30863125|,0.48,1.11,0.48,0.48,0.7,0.61,0.59,0.84,0.65,0.56,4.17365800064393,3.28867840877147,0,0,-1.05831065378723,0.247672559429356
DTXSID8051542,NaN,0.65,[0.48:0.9],0,0.328,0.589,592-27-8|,21964-49-8|,3221-61-2|,591-76-4|,589-81-1|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID2060460|,DTXSID80176373|,DTXSID30863125|,DTXSID5052256|,DTXSID90862250|,0.48,1.11,0.7,0.48,0.48,0.61,0.59,0.56,0.84,0.65,4.18348190228282,3.20362676701987,0,0,-1.05543632095662,0.346784211781038
DTXSID2047438,NaN,0.65,[0.48:0.9],1,0.451,0.629,21964-49-8|,591-76-4|,592-27-8|,589-81-1|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID5052256|,DTXSID2060460|,DTXSID90862250|,DTXSID30863125|,1.11,0.48,0.48,0.48,0.7,0.59,0.84,0.61,0.65,0.56,4.35102673913231,3.02716911844062,0,0,-0.459492823880992,0.125
DTXSID20890440,NaN,1.12,[0.67:1.57],0,0.103,0.395,21964-49-8|,1921-70-6|,111-01-3|,2213-23-2|,592-27-8|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID80176373|,DTXSID70870919|,DTXSID0046513|,DTXSID10862873|,DTXSID2060460|,1.11,1.62,1.62,0.78,0.48,0.59,1.03,2.2,0.52,0.61,4.10923240412064,5.34902224228823,0,4,-3.32882194489669,2.0396057080646
DTXSID4024012,NaN,0.78,[0.48:1.16],1,0.484,0.544,91-20-3|,95-93-2|,92-52-4|,488-23-3|,527-53-7|,UFWIBTONFRDIAS-UHFFFAOYSA-N,SQNZJJAZBFDUTD-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,UOHMMEJUHBCKEE-UHFFFAOYSA-N,BFIMMTCNYPIMRN-UHFFFAOYSA-N,DTXSID8020913|,DTXSID1029124|,DTXSID4020161|,DTXSID4060072|,DTXSID6026119|,0.48,0.85,1.49,0.6,0.48,1.39,0.6,0.91,0.6,0.56,7.23274971344024,1.91829583405449,0,1,4.44089209850063e-16,0.218217890235992
DTXSID2021868,0.95,0.95,[0.91:0.95],1,1,0.879,106-42-3|,108-87-2|,108-88-3|,108-67-8|,95-63-6|,URLKBWYHVLBVBO-UHFFFAOYSA-N,UAEPNZWRGJTJPN-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,AUHZEENZYGFFBQ-UHFFFAOYSA-N,GWHJZXXIDMPWGX-UHFFFAOYSA-N,DTXSID2021868|,DTXSID0047749|,DTXSID7021360|,DTXSID6026797|,DTXSID6021402|,0.95,0.6,0.3,0.48,0.6,0.5,0.61,0.78,0.66,0.69,5.83999353493778,2.19715972342415,0,1,3.71924713249427e-15,0.111111111111111
DTXSID8024814,NaN,1.01,[0.89:1.13],1,0.716,0.781,98-82-8|,538-93-2|,108-38-3|,141-93-5|,100-41-4|,RWGFKTVRMDUZSP-UHFFFAOYSA-N,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,DTXSID1021827|,DTXSID6027181|,DTXSID6026298|,DTXSID1022003|,DTXSID3020596|,1.18,1,1,0.85,0.9,0.89,0.64,0.82,0.66,0.63,5.89042092889949,2.78989809546429,0,1,2.94209101525666e-15,0.118549634390427
DTXSID7021869,NaN,0.73,[0.6:0.86],0,0.432,0.709,103-65-1|,100-41-4|,622-96-8|,141-93-5|,934-80-5|,ODLMAHJVESYWTB-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID3042219|,DTXSID3020596|,DTXSID9029194|,DTXSID1022003|,DTXSID6061317|,0.6,0.9,0.6,0.85,0.7,0.61,0.63,0.62,0.66,0.55,4.67277782592834,2.95281953111478,0,1,0.388302838000002,0.0804007553055532
DTXSID60403376,NaN,0.86,[0.48:1.3],0,0.213,0.452,21964-49-8|,1074-17-5|,620-14-4|,874-41-9|,1921-70-6|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,DTXSID80176373|,DTXSID4061466|,DTXSID6050386|,DTXSID0061246|,DTXSID70870919|,1.11,0.48,0.48,0.6,1.62,0.59,0.57,0.58,0.54,1.03,4.79729246022982,4.11057724333164,0,3,-1.23702802430077,1.41801271283867
DTXSID1020431,NaN,0.67,[0.48:0.86],1,0.691,0.745,95-93-2|,108-67-8|,106-42-3|,488-23-3|,527-53-7|,SQNZJJAZBFDUTD-UHFFFAOYSA-N,AUHZEENZYGFFBQ-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,UOHMMEJUHBCKEE-UHFFFAOYSA-N,BFIMMTCNYPIMRN-UHFFFAOYSA-N,DTXSID1029124|,DTXSID6026797|,DTXSID2021868|,DTXSID4060072|,DTXSID6026119|,0.85,0.48,0.95,0.6,0.48,0.6,0.66,0.5,0.6,0.56,6.00330049731478,1.91829583405449,0,1,7.21644966006352e-16,0.125988157669742
DTXSID9020295,NaN,0.96,[0.53:1.39],0,0.411,0.546,644-08-6|,91-57-6|,874-35-1|,100-41-4|,141-93-5|,ZZLCFHIKESPLTH-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,DTXSID4047177|,DTXSID4020878|,DTXSID5061245|,DTXSID3020596|,DTXSID1022003|,1.58,1.15,0.3,0.9,0.85,1.18,1.32,0.44,0.63,0.66,5.52943231725085,2.8073549220576,0,1,0.648631988571428,0.0950690937898504
DTXSID1021871,NaN,0.73,[0.6:0.86],0,0.394,0.695,100-41-4|,103-65-1|,622-96-8|,141-93-5|,934-80-5|,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID3020596|,DTXSID3042219|,DTXSID9029194|,DTXSID1022003|,DTXSID6061317|,0.9,0.6,0.6,0.85,0.7,0.63,0.61,0.62,0.66,0.55,4.71643434339219,2.77736279506417,0,1,0.511963492923078,0.0878392785848689
DTXSID6021872,NaN,0.53,[0.32:0.74],0,0.458,0.669,874-35-1|,622-96-8|,141-93-5|,934-74-7|,103-65-1|,RFXBCGVZEJEYGG-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,LMAUULKNZLEMGN-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,DTXSID5061245|,DTXSID9029194|,DTXSID1022003|,DTXSID1061316|,DTXSID3042219|,0.3,0.6,0.85,0.3,0.6,0.44,0.62,0.66,0.7,0.61,5.48577525834773,2.98423416465249,0,1,0.499967520000003,0.0876305705105348
