MoleculeID,LogD55_pred,LogD55_predRange,LogD74_pred,LogD74_predRange,AD_LogD,AD_index_LogD,Conf_index_LogD,LogD_CAS_neighbor_1,LogD_CAS_neighbor_2,LogD_CAS_neighbor_3,LogD_CAS_neighbor_4,LogD_CAS_neighbor_5,LogD_InChiKey_neighbor_1,LogD_InChiKey_neighbor_2,LogD_InChiKey_neighbor_3,LogD_InChiKey_neighbor_4,LogD_InChiKey_neighbor_5,LogD_DTXSID_neighbor_1,LogD_DTXSID_neighbor_2,LogD_DTXSID_neighbor_3,LogD_DTXSID_neighbor_4,LogD_DTXSID_neighbor_5
DTXSID8052643,1.8,[-3.28:6.88],1.65,[-5.33:8.63],1,0.9355,0.8695,95-88-5,615-67-8,2138-22-9,3964-58-7,2420-26-0,JQVAPEJNIZULEK-UHFFFAOYSA-N,AJPXTSMULZANCB-UHFFFAOYSA-N,WWOBYPKUYODHDG-UHFFFAOYSA-N,QGNLHMKIGMZKJX-UHFFFAOYSA-N,QNZWAJZEJAOVPN-UHFFFAOYSA-N,DTXSID8052643,DTXSID4060656,DTXSID7022176,DTXSID50192747,DTXSID50334246
DTXSID2044472,0.56,[0.52:0.56],0.56,[0.52:0.56],0,0.5,0.4715,95-92-1,13533-05-6,111-15-9,108-65-6,617-35-6,WYACBZDAHNBPPB-UHFFFAOYSA-N,RWXMAAYKJDQVTF-UHFFFAOYSA-N,SVONRAPFKPVNKG-UHFFFAOYSA-N,LLHKCFNBLRBOGN-UHFFFAOYSA-N,XXRCUYVCPSWGCC-UHFFFAOYSA-N,DTXSID2044472,DTXSID5050397,DTXSID9021928,DTXSID1026796,DTXSID2060674
DTXSID7024320,4.62,[4.61:4.62],4.62,[4.61:4.62],0,0.5,0.485,95-94-3,634-90-2,18282-59-2,634-66-2,4901-51-3,JHBKHLUZVFWLAG-UHFFFAOYSA-N,QZYNWJQFTJXIRN-UHFFFAOYSA-N,CFPZDVAZISWERM-UHFFFAOYSA-N,GBDZXPJXOMHESU-UHFFFAOYSA-N,RULKYXXCCZZKDZ-UHFFFAOYSA-N,DTXSID7024320,DTXSID1026089,DTXSID2066353,DTXSID6026088,DTXSID0022220
DTXSID4024359,3.71,[-1.05:8.47],3.28,[-3.38:9.94],1,0.958,0.8935,95-95-4,933-78-8,609-19-8,88-06-2,15950-66-0,LHJGJYXLEPZJPM-UHFFFAOYSA-N,WWGQHTJIFOQAOC-UHFFFAOYSA-N,GBNHEBQXJVDXSW-UHFFFAOYSA-N,LINPIYWFGCPVIE-UHFFFAOYSA-N,HSQFVBWFPBKHEB-UHFFFAOYSA-N,DTXSID4024359,DTXSID0026208,DTXSID4026212,DTXSID5021386,DTXSID5026207
DTXSID7041253,-0.71,[-1.51:0.13],-0.71,[-1.51:0.13],0,0.255,0.2525,52556-42-0,30652-21-2,5459-04-1,95215-51-3,634-55-9,KOQQKLZTINXBAS-UHFFFAOYSA-N,MJFSBGDCJAGLBW-UHFFFAOYSA-N,SJCUPJATWUWGAV-UHFFFAOYSA-N,HIKNWXMFQXGFCU-UHFFFAOYSA-N,NWOKVFOTWMZMHL-UHFFFAOYSA-N,DTXSID6028028,DTXSID70184700,DTXSID00203019,DTXSID70241786,DTXSID40979569
DTXSID90904725,-1.72,[-6.68:3.24],-3.62,[-10.48:3.24],1,0.4555,0.701,69335-91-7,72490-01-8,NOCAS_875133,69806-40-2|72619-32-0,NOCAS_878399,YUVKUEAFAVKILW-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,DAHVCRGXURQHEP-UHFFFAOYSA-N,MFSWTRQUCLNFOM-UHFFFAOYSA-N,YUUFAVIWKJESKG-UHFFFAOYSA-N,DTXSID3058163,DTXSID7032393,DTXSID40875133,DTXSID6024123|DTXSID8058249,DTXSID70878399
DTXSID9037539,3.83,[3.79:3.83],3.83,[3.79:3.83],0,0.5,0.492,115-29-7|33213-65-9|959-98-8|,959-98-8,1031-07-8,56070-16-7,115-27-5,RDYMFSUJUZBWLH-UHFFFAOYSA-N,RDYMFSUJUZBWLH-UHFFFAOYSA-N,AAPVQEMYVNZIOO-UHFFFAOYSA-N,DWZSTEUTHNUVQD-UHFFFAOYSA-N,FLBJFXNAEMSXGL-UHFFFAOYSA-N,DTXSID1020560|DTXSID8037540|DTXSID9037539|,DTXSID9037539,DTXSID3037541,DTXSID1042443,DTXSID2026941
DTXSID2021816,2.15,[2.13:2.17],2.15,[2.13:2.17],0,0.5,0.4815,96-05-9,97-63-2,625-86-5,141-32-2,80-62-6,FBCQUCJYYPMKRO-UHFFFAOYSA-N,SUPCQIBBMFXVTL-UHFFFAOYSA-N,GSNUFIFRDBKVIE-UHFFFAOYSA-N,CQEYYJKEWSMYFG-UHFFFAOYSA-N,VVQNEPGJFQJSBK-UHFFFAOYSA-N,DTXSID2021816,DTXSID1025308,DTXSID7022093,DTXSID6024676,DTXSID2020844
DTXSID2021286,1.61,[1.61:1.67],1.61,[1.61:1.67],0,0.5,0.417,96-09-3,496-16-2,544-25-2,629-20-9,459-60-9,AWMVMTVKBNGEAK-UHFFFAOYSA-N,HBEDSQVIWPRPAY-UHFFFAOYSA-N,CHVJITGCYZJHLR-UHFFFAOYSA-N,KDUIUFJBNGTBMD-DLMDZQPMSA-N,VIPWUFMFHBIKQI-UHFFFAOYSA-N,DTXSID2021286,DTXSID2022040,DTXSID5073909,DTXSID9060867,DTXSID3060033
DTXSID1021320,3.53,[3.49:3.57],3.53,[3.49:3.57],0,0.5,0.466,961-11-5|22248-79-9,2274-67-1,26707-54-0,97-17-6,470-90-6,UBCKGWBNUIFUST-UHFFFAOYSA-N,QSGNQELHULIMSJ-UHFFFAOYSA-N,FMQVTPMCCFCTEH-UHFFFAOYSA-N,WGOWCPGHOCIHBW-UHFFFAOYSA-N,FSAVDKDHPDSCTO-UHFFFAOYSA-N,DTXSID1021320|DTXSID1032648,DTXSID9058026,DTXSID90876478,DTXSID8040274,DTXSID7034250
DTXSID9059129,3.32,[2.6:3.98],3.32,[2.6:3.98],0,0.232,0.2875,36635-02-6,75-80-9,96-12-8,55265-69-5,55298-45-8,YXLJVSSGAVWGFH-UHFFFAOYSA-N,YFDSDPIBEUFTMI-UHFFFAOYSA-N,WBEJYOJJBDISQU-UHFFFAOYSA-N,GUSMTWWTXZRAAN-UHFFFAOYSA-N,VREHNCLCGOGFNW-UHFFFAOYSA-N,DTXSID30875647,DTXSID2023698,DTXSID3020413,DTXSID10875645,DTXSID50875644
DTXSID3020413,2.96,[2.93:2.99],2.96,[2.93:2.99],0,0.5,0.4885,96-12-8,106-93-4,55265-51-5,56086-55-6,58-89-9|319-84-6|319-85-7|319-86-8,WBEJYOJJBDISQU-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N,DZLSUXGLBOVJJE-UHFFFAOYSA-N,FGAOUOTWYMHRNH-UHFFFAOYSA-N,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,DTXSID3020413,DTXSID3020415,DTXSID70875646,DTXSID50875649,DTXSID2020686|DTXSID2020684|DTXSID7020685|DTXSID5024134
DTXSID1032482,4.2,[4.14:4.26],4.2,[4.14:4.26],1,0.641,0.765,96182-53-5,333-41-5,74746-44-4,75852-19-6,111226-64-3,AWYOMXWDGWUJHS-UHFFFAOYSA-N,FHIVAFMUCKRCQO-UHFFFAOYSA-N,HHMGSXBJVFFCGH-UHFFFAOYSA-N,XKZWBUMTAFVMJT-UHFFFAOYSA-N,UIFWDOXDLQPESS-UHFFFAOYSA-N,DTXSID1032482,DTXSID9020407,DTXSID90878078,DTXSID30877904,DTXSID10874799
DTXSID9021390,2.27,[2.27:2.29],2.27,[2.27:2.29],0,0.5,0.4685,96-18-4,2431-50-7,107-08-4,505-60-2,56994-25-3,CFXQEHVMCRXUSD-UHFFFAOYSA-N,WZUZDBPJFHQVJC-UHFFFAOYSA-N,PVWOIHVRPOBWPI-UHFFFAOYSA-N,QKSKPIVNLNLAAV-UHFFFAOYSA-N,DPMAWGACEOEKEO-UHFFFAOYSA-N,DTXSID9021390,DTXSID6027474,DTXSID501015653,DTXSID0037100,DTXSID40875653
DTXSID3047766,1.75,[1.28:2.22],1.75,[1.28:2.22],0,0.2675,0.3365,79-00-5,76-03-9,2431-50-7,156-59-2|156-60-5|540-59-0|,75-87-6,UBOXGVDOUJQMTN-UHFFFAOYSA-N,YNJBWRMUSHSURL-UHFFFAOYSA-N,WZUZDBPJFHQVJC-UHFFFAOYSA-N,KFUSEUYYWQURPO-UHFFFAOYSA-N,HFFLGKNGCAIQMO-UHFFFAOYSA-N,DTXSID5021380,DTXSID1021378,DTXSID6027474,DTXSID2024030|DTXSID7024031|DTXSID8024991|,DTXSID7024744
DTXSID60859935,-3.56,[-3.61:-3.51],-1.67,[-1.72:-1.62],1,1,0.8635,96-20-8,61477-40-5,124-68-5,5080-22-8,78-96-6,JCBPETKZIGVZRE-UHFFFAOYSA-N,AGMZSYQMSHMXLT-UHFFFAOYSA-N,CBTVGIZVANVGBH-UHFFFAOYSA-N,ODHYIQOBTIWVRZ-UHFFFAOYSA-N,HXKKHQJGJAFBHI-UHFFFAOYSA-N,DTXSID60859935,DTXSID30432476,DTXSID8027032,DTXSID6063694,DTXSID9021764
DTXSID6021820,0.91,[0.87:0.95],0.91,[0.87:0.95],0,0.5,0.4605,96-22-0,107-87-9,590-86-3,563-80-4,110-62-3,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XNLICIUVMPYHGG-UHFFFAOYSA-N,YGHRJJRRZDOVPD-UHFFFAOYSA-N,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,DTXSID6021820,DTXSID0021888,DTXSID1021619,DTXSID0022062,DTXSID7021653
DTXSID6025010,0.41,[-1.74:2.56],0.41,[-3.64:4.46],1,0.6725,0.5295,598-38-9,540-51-2,598-31-2,75-08-1,3268-49-3,IDJOCJAIQSKSOP-UHFFFAOYSA-N,LDLCZOVUSADOIV-UHFFFAOYSA-N,VQFAIAKCILWQPZ-UHFFFAOYSA-N,DNJIEGIFACGWOD-UHFFFAOYSA-N,CLUWOWRTHNNBBU-UHFFFAOYSA-N,DTXSID4024989,DTXSID8020200,DTXSID6060507,DTXSID9026394,DTXSID9027528
DTXSID4020664,0.39,[0.37:0.41],0.5,[0.47:0.53],1,0.6945,0.578,96-24-2|57090-45-6,513-86-0,156928-09-5,584-03-2,107-07-3,SSZWWUDQMAHNAQ-UHFFFAOYSA-N,ROWKJAVDOGWPAT-UHFFFAOYSA-N,RCDXYCHYMULCDZ-UHFFFAOYSA-N,BMRWNKZVCUKKSR-UHFFFAOYSA-N,SZIFAVKTNFCBPC-UHFFFAOYSA-N,DTXSID4020664|DTXSID00205710,DTXSID0024399,DTXSID80433074,DTXSID6040375,DTXSID1021877
DTXSID0025072,-2.34,[-7.79:3.11],-4.23,[-11.58:3.12],1,0.9985,0.977,50-21-5,504-63-2,57-55-6,110-64-5,110-63-4,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,YPFDHNVEDLHUCE-UHFFFAOYSA-N,DNIAPMSPPWPWGF-UHFFFAOYSA-N,ORTVZLZNOYNASJ-UHFFFAOYSA-N,WERYXYBDKMZEQL-UHFFFAOYSA-N,DTXSID7023192,DTXSID8041246,DTXSID0021206,DTXSID9026849,DTXSID2024666
DTXSID5046512,-0,[-2.85:2.85],-0.01,[-4.76:4.74],1,0.69,0.562,96-27-5,111-48-8,60-24-2,599-04-2|79-50-5,96-24-2|57090-45-6,PJUIMOJAAPLTRJ-UHFFFAOYSA-N,YODZTKMDCQEPHD-UHFFFAOYSA-N,DGVVWUTYPXICAM-UHFFFAOYSA-N,SERHXTVXHNVDKA-UHFFFAOYSA-N,SSZWWUDQMAHNAQ-UHFFFAOYSA-N,DTXSID5046512,DTXSID6026878,DTXSID4026343,DTXSID90881249|DTXSID40861637,DTXSID4020664|DTXSID00205710
DTXSID1021821,0.61,[-2.53:3.75],0.33,[-4.71:5.37],1,0.781,0.5715,96-29-7,127-06-0,NOCAS_878749,60-32-2,660-88-8,WHIVNJATOVLWBW-UHFFFAOYSA-N,PXAJQJMDEXJWFB-UHFFFAOYSA-N,LUQZKEZPFQRRRK-UHFFFAOYSA-N,SLXKOJJOQWFEFD-UHFFFAOYSA-N,JJMDCOVWQOJGCB-UHFFFAOYSA-N,DTXSID1021821,DTXSID6020010,DTXSID80878749,DTXSID0020070,DTXSID70216212
DTXSID5025156,-0.5,[-0.68:-0.32],-0.5,[-0.68:-0.32],1,1,0.8445,96-31-1,598-94-7,7433-43-4,6642-30-4,623-59-6,MGJKQDOBUOMPEZ-UHFFFAOYSA-N,YBBLOADPFWKNGS-UHFFFAOYSA-N,OCWOEDAIWSVHFT-UHFFFAOYSA-N,NYXHSRNBKJIQQG-UHFFFAOYSA-N,XRVHSOXXNQTWAW-UHFFFAOYSA-N,DTXSID5025156,DTXSID0060515,DTXSID20225339,DTXSID80216642,DTXSID0060773
DTXSID0024183,0.8,[0.76:0.84],0.8,[0.76:0.84],0,0.5,0.467,96-33-3,430-51-3,80-62-6,591-87-7,140-88-5,BAPJBEWLBFYGME-UHFFFAOYSA-N,MSWVMWGCNZQPIA-UHFFFAOYSA-N,VVQNEPGJFQJSBK-UHFFFAOYSA-N,FWZUNOYOVVKUNF-UHFFFAOYSA-N,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,DTXSID0024183,DTXSID70195619,DTXSID2020844,DTXSID9024437,DTXSID4020583
DTXSID3025590,3.37,[3.33:3.41],3.37,[3.33:3.41],0,0.5,0.4785,96-37-7,108-87-2,543-59-9,279-23-2,61393-19-9,GDOPTJXRTPNYNR-UHFFFAOYSA-N,UAEPNZWRGJTJPN-UHFFFAOYSA-N,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,UMRZSTCPUPJPOJ-UHFFFAOYSA-N,NPRYHWFMGPYJIY-UHFFFAOYSA-N,DTXSID3025590,DTXSID0047749,DTXSID40870603,DTXSID4075376,DTXSID20466023
DTXSID50893560,5.28,[4.4:6.16],5.28,[4.4:6.16],0,0.3295,0.302,2144-53-8,1228350-17-1,17527-29-6,678-39-7,335-67-1,CDXFIRXEAJABAZ-UHFFFAOYSA-N,AIIUJTLQIOPZBE-UHFFFAOYSA-N,VPKQPPJQTZJZDB-UHFFFAOYSA-N,JJUBFBTUBACDHW-UHFFFAOYSA-N,SNGREZUHAYWORS-UHFFFAOYSA-N,DTXSID3047558,DTXSID90895740,DTXSID9038840,DTXSID7029904,DTXSID8031865
DTXSID5020601,-0.71,[-0.72:-0.7],-0.66,[-0.67:-0.65],1,0.702,0.844,96-45-7,2055-46-1,NOCAS_878905,6972-05-0,29636-87-1,PDQAZBWRQCGBEV-UHFFFAOYSA-N,NVHNGVXBCWYLFA-UHFFFAOYSA-N,QVXIZJHZWYLVET-UHFFFAOYSA-N,ZQGWBPQBZHMUFG-UHFFFAOYSA-N,AXJZCJSXNZZMDU-UHFFFAOYSA-N,DTXSID5020601,DTXSID3062156,DTXSID20878905,DTXSID80220007,DTXSID9067487
DTXSID9030258,1.51,[0.77:2.25],1.51,[0.77:2.25],0,0.3405,0.3425,142-68-7,513-35-9,4717-96-8,5614-37-9,4016-14-2,DHXVGJBLRPWPCS-UHFFFAOYSA-N,BKOOMYPCSUNDGP-UHFFFAOYSA-N,OVRKATYHWPCGPZ-UHFFFAOYSA-N,SKTCDJAMAYNROS-UHFFFAOYSA-N,NWLUZGJDEZBBRH-UHFFFAOYSA-N,DTXSID3059719,DTXSID8027165,DTXSID10197056,DTXSID2074958,DTXSID6025480
DTXSID6020224,-0.64,[-0.64:-0.6],-0.64,[-0.64:-0.6],0,0.5,0.444,96-48-0,111-30-8,542-28-9,123-54-6,105-45-3,YEJRWHAVMIAJKC-UHFFFAOYSA-N,SXRSQZLOMIGNAQ-UHFFFAOYSA-N,OZJPLYNZGCXSJM-UHFFFAOYSA-N,YRKCREAYFQTBPV-UHFFFAOYSA-N,WRQNANDWMGAFTP-UHFFFAOYSA-N,DTXSID6020224,DTXSID6025355,DTXSID6044438,DTXSID4021979,DTXSID9026716
DTXSID5032573,6.32,[6.23:6.41],6.37,[6.28:6.46],1,0.6825,0.71,96489-71-3,NOCAS_868946,NOCAS_861159,NOCAS_878189,120282-87-3,DWFZBUWUXWZWKD-UHFFFAOYSA-N,OPNPUTUBENWDBA-UHFFFAOYSA-N,KFQYTPMOWPVWEJ-UHFFFAOYSA-N,ULHLJIZWSJAFJI-UHFFFAOYSA-N,AOIBSETXXRSEJF-UHFFFAOYSA-N,DTXSID5032573,DTXSID60868946,DTXSID60861159,DTXSID40878189,DTXSID70875388
DTXSID2026600,0.11,[0.07:0.15],0.11,[0.07:0.15],0,0.5,0.4355,96-49-1,114435-02-8,872-36-6,108-32-7,931-40-8,KMTRUDSVKNLOMY-UHFFFAOYSA-N,SBLRHMKNNHXPHG-UHFFFAOYSA-N,VAYTZRYEBVHVLE-UHFFFAOYSA-N,RUOJZAUFBMNUDX-UHFFFAOYSA-N,JFMGYULNQJPJCY-UHFFFAOYSA-N,DTXSID2026600,DTXSID20888867,DTXSID1074888,DTXSID2026789,DTXSID90862477
DTXSID5058228,3.09,[-0.13:6.31],1.75,[-3.37:6.87],1,0.719,0.6365,96525-23-4,96327-60-5,123692-66-0,55814-41-0,104182-04-9,FJHPWTNQCKPYBV-UHFFFAOYSA-N,HDIXPUJXKWKUKO-UHFFFAOYSA-N,UTHJUIORINIKDX-UHFFFAOYSA-N,BCTQJXQXJVLSIG-UHFFFAOYSA-N,OQXMVHSMHFPGKE-UHFFFAOYSA-N,DTXSID5058228,,DTXSID90875123,DTXSID1037565,DTXSID40878482
DTXSID70454758,4.4,[4.2:4.6],4.4,[4.2:4.6],0,0.5,0.4305,96624-52-1,105351-42-6,105351-42-6,92263-41-7,284-95-7,QYGWJCMCLQAINT-UHFFFAOYSA-N,NQFRXZWQQRMBCY-UHFFFAOYSA-N,NQFRXZWQQRMBCY-UHFFFAOYSA-N,KDVKBFMGDZIYON-UHFFFAOYSA-N,KPUJPHBCQBHKAS-UHFFFAOYSA-N,DTXSID70454758,DTXSID001177923,DTXSID001177923,DTXSID50620974,DTXSID20723921
DTXSID4021341,5.49,[0.78:10.2],5.48,[-1.13:12.09],1,0.6795,0.7355,96-69-5,90-66-4,119-47-1,62-90-8,153559-49-0,HXIQYSLFEXIOAV-UHFFFAOYSA-N,MQWCQFCZUNBTCM-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,UBWXUGDQUBIEIZ-UHFFFAOYSA-N,NAVMQTYZDKMPEU-UHFFFAOYSA-N,DTXSID4021341,DTXSID7059012,DTXSID4020870,DTXSID2023353,DTXSID1040619
DTXSID2026602,5.18,[0.52:9.84],5.18,[-1.38:11.74],1,0.885,0.812,96-76-4,1138-52-9,140-66-9,128-39-2,128-37-0,ICKWICRCANNIBI-UHFFFAOYSA-N,ZDWSNKPLZUXBPE-UHFFFAOYSA-N,ISAVYTVYFVQUDY-UHFFFAOYSA-N,DKCPKDPYUFEZCP-UHFFFAOYSA-N,NLZUEZXRPGMBCV-UHFFFAOYSA-N,DTXSID2026602,DTXSID3061558,DTXSID9022360,DTXSID6027052,DTXSID2020216
DTXSID5024479,0.86,[-2.29:4.01],-0.24,[-5.29:4.81],1,0.653,0.5815,96-91-3,97-02-9,99-35-4,618-87-1,88-89-1,QXYMVUZOGFVPGH-UHFFFAOYSA-N,LXQOQPGNCGEELI-UHFFFAOYSA-N,UATJOMSPNYCXIX-UHFFFAOYSA-N,MPBZUKLDHPOCLS-UHFFFAOYSA-N,OXNIZHLAWKMVMX-UHFFFAOYSA-N,DTXSID5024479,DTXSID1021823,DTXSID6021406,DTXSID0044151,DTXSID4025909
DTXSID2059142,-1.11,[-5.82:3.6],-3.01,[-9.62:3.6],1,1,0.8405,96-97-9,619-14-7,616-82-0,62-23-7,121-92-6,PPDRLQLKHRZIJC-UHFFFAOYSA-N,XLDLRRGZWIEEHT-UHFFFAOYSA-N,QRYSWXFQLFLJTC-UHFFFAOYSA-N,OTLNPYWUJOZPPA-UHFFFAOYSA-N,AFPHTEQTJZKQAQ-UHFFFAOYSA-N,DTXSID2059142,DTXSID20210922,DTXSID20210609,DTXSID3020966,DTXSID0025737
DTXSID10629100,2.46,[-0.69:5.61],2.28,[-2.77:7.33],1,0.7315,0.6925,97042-18-7,NOCAS_874931,61820-95-9,31378-03-7,38488-14-1,FKZIDBGIZLBDDF-UHFFFAOYSA-N,HOPYVCYQPWDQMZ-UHFFFAOYSA-N,NYCFNJZUWOMGQI-UHFFFAOYSA-N,RFQXSRPFYWMUDV-UHFFFAOYSA-N,DITVWQPTRBYVRP-UHFFFAOYSA-N,DTXSID10629100,DTXSID10874931,DTXSID80317865,DTXSID40185305,DTXSID20575987
DTXSID4020535,3.43,[1.24:5.62],4.6,[2.41:6.79],0,0.226,0.304,120-54-7,563-12-2,37853-59-1,78-34-2,3734-48-3,VNDRMZTXEFFQDR-UHFFFAOYSA-N,RIZMRRKBZQXFOY-UHFFFAOYSA-N,YATIGPZCMOYEGE-UHFFFAOYSA-N,VBKKVDGJXVOLNE-UHFFFAOYSA-N,XCJXQCUJXDUNDN-UHFFFAOYSA-N,DTXSID0044789,DTXSID2024086,DTXSID1024627,DTXSID9020534,DTXSID2027545
DTXSID7026605,-2.13,[-2.37:-1.89],-2.11,[-2.35:-1.87],0,0.4725,0.707,18997-88-1,62178-32-9,87-72-9,6284-40-8,3615-41-6,WYUFTYLVLQZQNH-UHFFFAOYSA-N,ITOWTHYPYGRTRL-UHFFFAOYSA-N,SRBFZHDQGSBBOR-UHFFFAOYSA-N,MBBZMMPHUWSWHV-UHFFFAOYSA-N,PNNNRSAQSRJVSB-UHFFFAOYSA-N,DTXSID50879263,DTXSID10875842,DTXSID5052836,DTXSID0023244,DTXSID7042647
DTXSID8023719,4.32,[0.08:8.56],4.32,[-1.82:10.46],1,0.3835,0.6245,145599-86-6,101126-54-9,93957-54-1,124050-99-3|SRC007-42-1,81872-10-8,SEERZIQQUAZTOL-UHFFFAOYSA-N,UOFCHWXRLCUZGF-UHFFFAOYSA-N,FJLGEFLZQAZZCD-UHFFFAOYSA-N,CQAPFWLMKDTSLF-UHFFFAOYSA-N,IAIDUHCBNLFXEF-UHFFFAOYSA-N,DTXSID9022786,DTXSID50875442,DTXSID2020636,DTXSID80875435,DTXSID0046640
DTXSID4040719,1.45,[-3.92:6.82],1.45,[-5.82:8.72],1,0.9145,0.894,97-36-9,93-68-5,NOCAS_876503,NOCAS_876502,NOCAS_876504,HGVIAKXYAZRSEG-UHFFFAOYSA-N,TVZIWRMELPWPPR-UHFFFAOYSA-N,RWHHJPINUDSOJL-UHFFFAOYSA-N,PSYHRZCRICXGJJ-UHFFFAOYSA-N,HGLLGCIZHHMQDE-UHFFFAOYSA-N,DTXSID4040719,DTXSID3026562,DTXSID80876503,DTXSID20876502,DTXSID40876504
DTXSID2026606,-1.37,[-1.4:-1.34],0.53,[0.5:0.56],1,1,0.9385,97-39-2,102-06-7,97183-44-3,14005-50-6,102-07-8,OPNUROKCUBTKLF-UHFFFAOYSA-N,OWRCNXZUPFZXOS-UHFFFAOYSA-N,SXBWGVACYOGRMG-UHFFFAOYSA-N,TXPOSODBCCBORG-UHFFFAOYSA-N,GWEHVDNNLFDJLR-UHFFFAOYSA-N,DTXSID2026606,DTXSID3025178,DTXSID40877793,DTXSID60296023,DTXSID2025183
DTXSID80893715,8,[6.08:9.92],8,[6.08:9.92],0,0.1705,0.113,21850-44-2,13560-89-9,68413-48-9,80693-00-1,26040-51-7,LXIZRZRTWSDLKK-UHFFFAOYSA-N,UGQQAJOWXNCOPY-UHFFFAOYSA-N,DHEMFBSSQAFTOU-UHFFFAOYSA-N,XZLOATMEHRADOF-UHFFFAOYSA-N,UUEDINPOVKWVAZ-UHFFFAOYSA-N,DTXSID3032129,DTXSID7027750,DTXSID10867606,DTXSID9052553,DTXSID7027887
DTXSID9020617,2.27,[-3.16:7.7],2.27,[-5.06:9.6],1,1,0.9515,97-53-0,97-54-1,122-84-9,104-20-1,5462-06-6,RRAFCDWBNXTKKO-UHFFFAOYSA-N,BJIOGJUNALELMI-UHFFFAOYSA-N,WFWKNGZODAOLEO-UHFFFAOYSA-N,PCBSXBYCASFXTM-UHFFFAOYSA-N,VLFBSPUPYFTTNF-UHFFFAOYSA-N,DTXSID9020617,DTXSID7022413,DTXSID9059545,DTXSID5047166,DTXSID6044567
DTXSID7022413,3.03,[-2.2:8.26],3.03,[-4.1:10.16],1,0.939,0.868,97-54-1,97-53-0,122-84-9,943-88-4,20766-31-8,BJIOGJUNALELMI-UHFFFAOYSA-N,RRAFCDWBNXTKKO-UHFFFAOYSA-N,WFWKNGZODAOLEO-UHFFFAOYSA-N,WRRZKDVBPZBNJN-UHFFFAOYSA-N,NGEZPLCPKXKLQQ-UHFFFAOYSA-N,DTXSID7022413,DTXSID9020617,DTXSID9059545,DTXSID9061338,DTXSID50876373
DTXSID9021633,1.23,[-4.13:6.59],-0.53,[-7.79:6.73],1,0.9775,0.9635,97-61-0,88-09-5,142-62-1,75-98-9,595-37-9,OVBFMEVBMNZIBR-UHFFFAOYSA-N,OXQGTIUCKGYOAA-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,IUGYQRQAERSCNH-UHFFFAOYSA-N,VUAXHMVRKOTJKP-UHFFFAOYSA-N,DTXSID9021633,DTXSID2041418,DTXSID7021607,DTXSID8026432,DTXSID0032811
DTXSID7047728,1.8,[1.79:1.81],1.8,[1.79:1.81],0,0.5,0.496,97-62-1,556-24-1,105-54-4,624-24-8,110-19-0,WDAXFOBOLVPGLV-UHFFFAOYSA-N,OQAGVSWESNCJJT-UHFFFAOYSA-N,OBNCKNCVKJNDBV-UHFFFAOYSA-N,HNBDRPTVWVGKBR-UHFFFAOYSA-N,GJRQTCIYDGXPES-UHFFFAOYSA-N,DTXSID7047728,DTXSID5060300,DTXSID6040111,DTXSID9060784,DTXSID5026837
DTXSID1025308,1.94,[1.91:1.97],1.94,[1.91:1.97],0,0.5,0.4865,97-63-2,141-32-2,592-84-7,106-63-8,96-05-9,SUPCQIBBMFXVTL-UHFFFAOYSA-N,CQEYYJKEWSMYFG-UHFFFAOYSA-N,NMJJFJNHVMGPGM-UHFFFAOYSA-N,CFVWNXQPGQOHRJ-UHFFFAOYSA-N,FBCQUCJYYPMKRO-UHFFFAOYSA-N,DTXSID1025308,DTXSID6024676,DTXSID2060468,DTXSID1021873,DTXSID2021816
DTXSID6029127,0.68,[-4.73:6.09],0.07,[-7.24:7.38],1,0.7685,0.847,97-64-3,2110-78-3,17392-83-5|27871-49-4,97-99-4,925-57-5,LZCLXQDLBQLTDK-UHFFFAOYSA-N,XYVQFUJDGOBPQI-UHFFFAOYSA-N,LPEKGGXMPWTOCB-UHFFFAOYSA-N,BSYVTEYKTMYBMK-UHFFFAOYSA-N,JUYVXCGKMCYNBN-UHFFFAOYSA-N,DTXSID6029127,DTXSID5062184,DTXSID201045071|DTXSID9074359,DTXSID1029128,DTXSID10239021
DTXSID2026608,-1.6,[-5.86:2.66],-3.48,[-9.64:2.68],1,0.776,0.7655,97-65-4,110-16-7|110-17-8,123-76-2,110-15-6,110-94-1,LVHBHZANLOWSRM-UHFFFAOYSA-N,VZCYOOQTPOCHFL-UHFFFAOYSA-N,JOOXCMJARBKPKM-UHFFFAOYSA-N,KDYFGRWQOYBRFD-UHFFFAOYSA-N,JFCQEDHGNNZCLN-UHFFFAOYSA-N,DTXSID2026608,DTXSID8021517|DTXSID3021518,DTXSID8021648,DTXSID6023602,DTXSID2021654
