MoleculeID,LogD55_pred,LogD55_predRange,LogD74_pred,LogD74_predRange,AD_LogD,AD_index_LogD,Conf_index_LogD,LogD_CAS_neighbor_1,LogD_CAS_neighbor_2,LogD_CAS_neighbor_3,LogD_CAS_neighbor_4,LogD_CAS_neighbor_5,LogD_InChiKey_neighbor_1,LogD_InChiKey_neighbor_2,LogD_InChiKey_neighbor_3,LogD_InChiKey_neighbor_4,LogD_InChiKey_neighbor_5,LogD_DTXSID_neighbor_1,LogD_DTXSID_neighbor_2,LogD_DTXSID_neighbor_3,LogD_DTXSID_neighbor_4,LogD_DTXSID_neighbor_5
DTXSID7061356,2.91,[-0.74:6.56],2.91,[-2.64:8.46],1,0.687,0.6485,976-56-7,78432-88-9,283594-90-1,50717-99-2,79902-63-9,GJDRKHHGPHLVNI-UHFFFAOYSA-N,APPYTUILZQGCAE-UHFFFAOYSA-N,GOLXNESZZPUPJE-UHFFFAOYSA-N,BKNXOKQXQDHUJC-UHFFFAOYSA-N,RYMZZMVNJRMUDD-UHFFFAOYSA-N,DTXSID7061356,DTXSID50878539,DTXSID1034929,DTXSID501021107,DTXSID0023581
DTXSID7026609,1.1,[1.1:1.16],1.1,[1.1:1.16],0,0.5,0.428,97-72-3,540-88-5,2052-15-5,1663-39-4,585-07-9,LSACYLWPPQLVSM-UHFFFAOYSA-N,WMOVHXAZOJBABW-UHFFFAOYSA-N,ISBWNEKJSSLXOD-UHFFFAOYSA-N,ISXSCDLOGDJUNJ-UHFFFAOYSA-N,SJMYWORNLPSJQO-UHFFFAOYSA-N,DTXSID7026609,DTXSID1022055,DTXSID3038800,DTXSID8029652,DTXSID3060405
DTXSID0021333,1.03,[0.99:1.07],1.17,[1.13:1.21],0,0.679,0.704,97-74-5,533-74-4,137-26-8,46326-05-0,102805-05-0,REQPQFUJGGOFQL-UHFFFAOYSA-N,QAYICIQNSGETAS-UHFFFAOYSA-N,KUAZQDVKQLNFPE-UHFFFAOYSA-N,YHVTWBNGMPJCKX-UHFFFAOYSA-M,WBXHZVXTPMEPGZ-UHFFFAOYSA-M,DTXSID0021333,DTXSID7024902,DTXSID5021332,DTXSID10876571,DTXSID10876536
DTXSID1021322,1.57,[1.46:1.68],3.33,[3.22:3.44],0,0.656,0.6555,97-77-8,120243-09-6,102805-11-8,120243-13-2,120243-11-0,AUZONCFQVSMFAP-UHFFFAOYSA-N,WQGSINLDMJIBMP-UHFFFAOYSA-M,DSEQWUYEEGQWDW-UHFFFAOYSA-M,NXXIPMOXHLEWJU-UHFFFAOYSA-M,ZJYXRDPQHOPGQO-UHFFFAOYSA-M,DTXSID1021322,DTXSID80876427,DTXSID00876424,DTXSID20876426,DTXSID60876425
DTXSID9034573,1.59,[1.55:1.63],1.59,[1.55:1.63],0,0.584,0.6125,97780-06-8,74223-64-6,136849-15-5,100784-20-1,213464-77-8,ZINJLDJMHCUBIP-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,OFSLKOLYLQSJPB-UHFFFAOYSA-N,FMGZEUWROYGLAY-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,DTXSID9034573,DTXSID6023864,DTXSID0057966,DTXSID9034650,DTXSID4034788
DTXSID7042011,2.3,[1.58:3.02],0.58,[-2.04:3.2],1,0.562,0.431,NOCAS_871945,52558-73-3,66283-26-9,33602-03-8,30364-51-3,ZNQTZHTYSHEJLH-UHFFFAOYSA-N,NGOZDSMNMIRDFP-UHFFFAOYSA-N,SRQZUAPSTKOCBW-UHFFFAOYSA-N,ZWIZLSQLKQJUQT-UHFFFAOYSA-N,NGOZDSMNMIRDFP-UHFFFAOYSA-N,DTXSID10871945,DTXSID7068766,DTXSID90216491,DTXSID20877655,DTXSID7042013
DTXSID6026612,3.16,[3.08:3.17],3.16,[3.08:3.17],0,0.5,0.4445,97-85-8,39255-32-8,105-68-0,123-66-0,109-21-7,RXGUIWHIADMCFC-UHFFFAOYSA-N,HZPKNSYIDSNZKW-UHFFFAOYSA-N,XAOGXQMKWQFZEM-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,XUPYJHCZDLZNFP-UHFFFAOYSA-N,DTXSID6026612,DTXSID7047198,DTXSID5047613,DTXSID3021980,DTXSID7041702
DTXSID3025461,2.66,[2.64:2.68],2.66,[2.64:2.68],0,0.5,0.4765,97-86-9,44914-03-6,97-88-1,3681-71-8,628-63-7,RUMACXVDVNRZJZ-UHFFFAOYSA-N,NCTBYWFEJFTVEL-UHFFFAOYSA-N,SOGAXMICEFXMKE-UHFFFAOYSA-N,NPFVOOAXDOBMCE-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,DTXSID3025461,DTXSID8029367,DTXSID4024696,DTXSID0041484,DTXSID1027263
DTXSID4024696,2.88,[2.86:2.9],2.88,[2.86:2.9],0,0.5,0.479,97-88-1,3681-71-8,44914-03-6,97-86-9,123-68-2,SOGAXMICEFXMKE-UHFFFAOYSA-N,NPFVOOAXDOBMCE-UHFFFAOYSA-N,NCTBYWFEJFTVEL-UHFFFAOYSA-N,RUMACXVDVNRZJZ-UHFFFAOYSA-N,RCSBILYQLVXLJG-UHFFFAOYSA-N,DTXSID4024696,DTXSID0041484,DTXSID8029367,DTXSID3025461,DTXSID1047653
DTXSID9032379,4.75,[4.7:4.8],4.75,[4.7:4.8],0,0.64,0.719,97886-45-8,104030-54-8,132213-88-8,1689-99-2,74772-77-3,YUBJPYNSGLJZPQ-UHFFFAOYSA-N,RXDMAYSSBPYBFW-UHFFFAOYSA-N,SZTASKLVZDWHFA-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,YZFWTZACSRHJQD-UHFFFAOYSA-N,DTXSID9032379,DTXSID4057922,DTXSID30874958,DTXSID7023932,DTXSID0040757
DTXSID7052652,5.42,[5.41:5.47],5.42,[5.41:5.47],0,0.5,0.437,97-89-2,141-16-2,78-35-3,24717-85-9,111-82-0,ZGPPERKMXSGYRK-UHFFFAOYSA-N,XQPZQXTWYZAXAK-UHFFFAOYSA-N,JZIARAQCPRDGAC-UHFFFAOYSA-N,UCFQYMKLDPWFHZ-UHFFFAOYSA-N,UQDUPQYQJKYHQI-UHFFFAOYSA-N,DTXSID7052652,DTXSID5047405,DTXSID6047490,DTXSID3051911,DTXSID5026889
DTXSID1026615,1.52,[1.11:1.9],1.52,[1.11:1.9],0,0.349,0.3595,1070-70-8,1188-09-6,24493-53-6,372-31-6,18085-02-4,JHWGFJBTMHEZME-UHFFFAOYSA-N,HTWRFCRQSLVESJ-UHFFFAOYSA-N,GFLJTEHFZZNCTR-UHFFFAOYSA-N,OCJKUQIPRNZDTK-UHFFFAOYSA-N,MWWXARALRVYLAE-UHFFFAOYSA-N,DTXSID6044779,DTXSID20876567,DTXSID40879550,DTXSID5059905,DTXSID20939388
DTXSID1059157,0.74,[0.52:0.96],0.74,[0.52:0.96],0,0.311,0.3845,629-14-1,4016-11-9,60-29-7,462-95-3,628-34-2,LZDKZFUFMNSQCJ-UHFFFAOYSA-N,HQCSZRIVJVOYSU-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,KLKFAASOGCDTDT-UHFFFAOYSA-N,GPTVQTPMFOLLOA-UHFFFAOYSA-N,DTXSID5025285,DTXSID90871049,DTXSID3021720,DTXSID6052112,DTXSID10211882
DTXSID1029128,0.29,[-4.29:4.87],0.29,[-6.19:6.77],1,0.8055,0.727,97-99-4,2110-78-3,3047-32-3,97-64-3,156928-09-5,BSYVTEYKTMYBMK-UHFFFAOYSA-N,XYVQFUJDGOBPQI-UHFFFAOYSA-N,UNMJLQGKEDTEKJ-UHFFFAOYSA-N,LZCLXQDLBQLTDK-UHFFFAOYSA-N,RCDXYCHYMULCDZ-UHFFFAOYSA-N,DTXSID1029128,DTXSID5062184,DTXSID8062812,DTXSID6029127,DTXSID80433074
DTXSID2025347,0.28,[-5.15:5.71],0.28,[-7.05:7.61],1,0.798,0.8715,98-00-0,4412-91-3,88-14-2,431-03-8,78-98-8,XPFVYQJUAUNWIW-UHFFFAOYSA-N,STJIISDMSMJQQK-UHFFFAOYSA-N,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,QSJXEFYPDANLFS-UHFFFAOYSA-N,AIJULSRZWUXGPQ-UHFFFAOYSA-N,DTXSID2025347,DTXSID70196045,DTXSID6041420,DTXSID6021583,DTXSID0021628
DTXSID1020647,0.41,[-0.69:1.51],0.38,[-2.59:3.35],1,0.767,0.6215,98-01-1,498-60-2,1192-62-7,620-02-0,110-00-9,HYBBIBNJHNGZAN-UHFFFAOYSA-N,AZVSIHIBYRHSLB-UHFFFAOYSA-N,IEMMBWWQXVXBEU-UHFFFAOYSA-N,OUDFNZMQXZILJD-UHFFFAOYSA-N,YLQBMQCUIZJEEH-UHFFFAOYSA-N,DTXSID1020647,DTXSID40198076,DTXSID0051601,DTXSID1060714,DTXSID6020646
DTXSID7052654,1.92,[-3.04:6.88],1.82,[-5.04:8.68],1,0.65,0.752,2810-04-0,5380-42-7,2527-99-3,4075-58-5,22913-26-4,JZGZKRJVTIRPOK-UHFFFAOYSA-N,PGBFYLVIMDQYMS-UHFFFAOYSA-N,FBPIDMAELBIRLE-UHFFFAOYSA-N,GHOVLEQTRNXASK-UHFFFAOYSA-N,ZTRAEMILTFNZSM-UHFFFAOYSA-N,DTXSID10182381,DTXSID00202082,DTXSID50344805,DTXSID30193732,DTXSID20341583
DTXSID2052655,2.2,[-2.97:7.37],2.2,[-4.87:9.27],1,0.6875,0.7575,980-26-7,6408-50-0,NOCAS_878602,57-96-5,129-93-1,TXWSZJSDZKWQAU-UHFFFAOYSA-N,GBAJQXFGDKEDBM-UHFFFAOYSA-N,OYVYVLWLPDVJIA-UHFFFAOYSA-N,MBGGBVCUIVRRBF-UHFFFAOYSA-N,USFSONWQSVCJBO-UHFFFAOYSA-N,DTXSID2052655,DTXSID7064318,DTXSID20878602,DTXSID0023618,DTXSID1059608
DTXSID7052656,1.02,[1.01:1.05],1.02,[1.01:1.05],0,0.5,0.454,98-03-3,498-62-4,88-15-3,1468-83-3,616-44-4,CNUDBTRUORMMPA-UHFFFAOYSA-N,RBIGKSZIQCTIJF-UHFFFAOYSA-N,WYJOVVXUZNRJQY-UHFFFAOYSA-N,RNIDWJDZNNVFDY-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,DTXSID7052656,DTXSID2060098,DTXSID2058960,DTXSID10163498,DTXSID8060666
DTXSID3047138,4.11,[4.1:4.14],4.11,[4.1:4.14],0,0.5,0.4595,98-06-6,99-87-6,535-77-3,934-74-7,934-80-5,YTZKOQUCBOVLHL-UHFFFAOYSA-N,HFPZCAJZSCWRBC-UHFFFAOYSA-N,XCYJPXQACVEIOS-UHFFFAOYSA-N,LMAUULKNZLEMGN-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID3047138,DTXSID3026645,DTXSID2060206,DTXSID1061316,DTXSID6061317
DTXSID1020148,2.92,[2.92:2.99],2.92,[2.92:2.99],0,0.5,0.4065,98-07-7,94-99-5,6639-30-1,19398-61-9,95-73-8,XEMRAKSQROQPBR-UHFFFAOYSA-N,IRSVDHPYXFLLDS-UHFFFAOYSA-N,ZCXHZKNWIYVQNC-UHFFFAOYSA-N,KFAKZJUYBOYVKA-UHFFFAOYSA-N,FUNUTBJJKQIVSY-UHFFFAOYSA-N,DTXSID1020148,DTXSID9045005,DTXSID8064434,DTXSID2066484,DTXSID5040702
DTXSID9024568,-5.44,[-7.18:-3.7],-7.34,[-10.97:-3.71],1,0.847,0.5415,98-11-3,4052-30-6,873-55-2,657-84-1,147-93-3,SRSXLGNVWSONIS-UHFFFAOYSA-N,AJBWNNKDUMXZLM-UHFFFAOYSA-N,JEHKKBHWRAXMCH-UHFFFAOYSA-N,JOXIMZWYDAKGHI-UHFFFAOYSA-N,NBOMNTLFRHMDEZ-UHFFFAOYSA-N,DTXSID9024568,DTXSID90193531,DTXSID6061238,DTXSID9042415,DTXSID4049032
DTXSID5026621,-0.02,[-0.09:0.05],-0.02,[-0.09:0.05],0,0.5,0.3835,98-13-5,75-78-5,1746-25-4,534-25-8,609-23-4,ORVMIVQULIKXCP-UHFFFAOYSA-N,LIKFHECYJZWXFJ-UHFFFAOYSA-N,HIDCNJIBRZBEPN-UHFFFAOYSA-N,LZENMJMJWQSSNJ-UHFFFAOYSA-N,VAPDZNUFNKUROY-UHFFFAOYSA-N,DTXSID5026621,DTXSID9026425,DTXSID70169855,DTXSID7037052,DTXSID8022080
DTXSID0058229,3.4,[3.38:3.42],3.4,[3.38:3.42],1,0.7345,0.7975,71626-11-4,136832-82-1,119005-27-5,NOCAS_878576,NOCAS_875157,CJPQIRJHIZUAQP-UHFFFAOYSA-N,UDACBNCZMDLGNO-UHFFFAOYSA-N,BRITWHURJXSKSO-UHFFFAOYSA-N,MZMKXBPJTUMTJX-UHFFFAOYSA-N,RQMCRDJXPIVZJN-UHFFFAOYSA-N,DTXSID3041619,DTXSID90632394,,DTXSID70878576,DTXSID80875157
DTXSID70892010,1.99,[1.85:2.13],2.27,[2.13:2.41],0,0.652,0.697,98283-67-1,26657-97-6,81496-81-3,87061-04-9,96499-68-2,ULDAPNVYSDTSFM-UHFFFAOYSA-N,HYZDYRHKPFPODK-UHFFFAOYSA-N,BJDCWCLMFKKGEE-UHFFFAOYSA-N,MDVYIGJINBYKOM-UHFFFAOYSA-N,OGELJRHPEZALCC-UHFFFAOYSA-N,DTXSID70892010,DTXSID301021894,DTXSID5045962,DTXSID20868962,DTXSID101021529
DTXSID5024687,2.86,[-1.74:7.46],2.86,[-3.64:9.36],1,0.861,0.826,98-29-3,2525-11-3,2525-05-5,1948-33-0,18979-61-8,XESZUVZBAMCAEJ-UHFFFAOYSA-N,VYPHVTKBPMGYEY-UHFFFAOYSA-N,LAVPWYRENKSWJM-UHFFFAOYSA-N,BGNXCDMCOKJUMV-UHFFFAOYSA-N,CSHZYWUPJWVTMQ-UHFFFAOYSA-N,DTXSID5024687,DTXSID90568482,DTXSID10559498,DTXSID6020220,DTXSID50172403
DTXSID1024704,5.17,[5.08:5.17],5.17,[5.08:5.17],0,0.5,0.396,98-51-1,98-06-6,88-60-8,2035-93-0,2409-55-4,QCWXDVFBZVHKLV-UHFFFAOYSA-N,YTZKOQUCBOVLHL-UHFFFAOYSA-N,XOUQAVYLRNOXDO-UHFFFAOYSA-N,NCYQVRNLBAYSLE-UHFFFAOYSA-N,IKEHOXWJQXIQAG-UHFFFAOYSA-N,DTXSID1024704,DTXSID3047138,DTXSID2026529,DTXSID20883711,DTXSID2020212
DTXSID5026623,3.23,[-0.38:6.84],3.23,[-2.28:8.74],1,0.7175,0.644,98-52-2,1490-04-6|2216-51-5|89-78-1|,116-02-9|933-48-2,830322-14-0,78-69-3,CCOQPGVQAWPUPE-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,BRRVXFOKWJKTGG-UHFFFAOYSA-N,QNRGJHPSMHZLCY-UHFFFAOYSA-N,DLHQZZUEERVIGQ-UHFFFAOYSA-N,DTXSID5026623,DTXSID8029650|DTXSID1022180|DTXSID1020805|,DTXSID9041815|DTXSID1047570,DTXSID50889100,DTXSID7029110
DTXSID1020221,3.31,[-2.16:8.78],3.31,[-4.06:10.68],1,1,0.972,98-54-4,585-34-2,88-18-6,499-75-2,89-83-8,QHPQWRBYOIRBIT-UHFFFAOYSA-N,CYEKUDPFXBLGHH-UHFFFAOYSA-N,WJQOZHYUIDYNHM-UHFFFAOYSA-N,RECUKUPTGUEGMW-UHFFFAOYSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,DTXSID1020221,DTXSID9044825,DTXSID2026525,DTXSID6042074,DTXSID6034972
DTXSID5026625,2.98,[-1.25:7.21],2.98,[-3.15:9.11],1,0.7325,0.7835,98-55-5|10482-56-1,72402-00-7,562-74-3,20549-48-8,873-94-9,WUOACPNHFRMFPN-UHFFFAOYSA-N,ZRVPDCMGGOSDKG-UHFFFAOYSA-N,WRYLYDPHFGVWKC-UHFFFAOYSA-N,KRCZYMFUWVJCLI-UHFFFAOYSA-N,POSWICCRDBKBMH-UHFFFAOYSA-N,DTXSID5026625|DTXSID5052672,DTXSID10868138,DTXSID4044824,DTXSID80332058,DTXSID5044996
DTXSID7024821,3.69,[3.56:3.82],3.69,[3.56:3.82],0,0.5,0.4275,98-56-6,88-16-4,98-15-7,78068-85-6,556-97-8,QULYNCCPRWKEMF-UHFFFAOYSA-N,DGRVQOKCSKDWIH-UHFFFAOYSA-N,YTCGOUNVIAWCMG-UHFFFAOYSA-N,BKHVEYHSOXVAOP-UHFFFAOYSA-N,FKKLHLZFSZGXBN-UHFFFAOYSA-N,DTXSID7024821,DTXSID9024774,DTXSID4024773,DTXSID1074884,DTXSID60204143
DTXSID1052660,3.48,[3.35:3.49],3.48,[3.35:3.49],0,0.5,0.3815,98-59-9,98-57-7,2065-37-4,51500-42-6,98-09-9,YYROPELSRYBVMQ-UHFFFAOYSA-N,LMCOQDVJBWVNNI-UHFFFAOYSA-N,KJOHPBJYGGFYBJ-UHFFFAOYSA-N,TVBBBGXDQQURHJ-UHFFFAOYSA-N,CSKNSYBAZOQPLR-UHFFFAOYSA-N,DTXSID1052660,DTXSID3023974,DTXSID90174688,DTXSID40875779,DTXSID1026619
DTXSID7044473,-3.27,[-6.95:0.41],-5.17,[-10.75:0.41],1,0.477,0.5875,100-20-9,98-11-3,4052-30-6,247569-56-8,98-59-9,LXEJRKJRKIFVNY-UHFFFAOYSA-N,SRSXLGNVWSONIS-UHFFFAOYSA-N,AJBWNNKDUMXZLM-UHFFFAOYSA-N,ACBAHAXPEQHVHO-UHFFFAOYSA-N,YYROPELSRYBVMQ-UHFFFAOYSA-N,DTXSID7026653,DTXSID9024568,DTXSID90193531,DTXSID70625845,DTXSID1052660
DTXSID1046421,-1.12,[-5.35:3.11],-2.97,[-9.1:3.16],1,0.7925,0.722,98-11-3,4052-30-6,121-57-3,552-30-7,88-21-1,SRSXLGNVWSONIS-UHFFFAOYSA-N,AJBWNNKDUMXZLM-UHFFFAOYSA-N,HVBSAKJJOYLTQU-UHFFFAOYSA-N,SRPWOOOHEPICQU-UHFFFAOYSA-N,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,DTXSID9024568,DTXSID90193531,DTXSID6024464,DTXSID7026235,DTXSID1024463
DTXSID3029572,2.7,[2.67:2.73],2.7,[2.67:2.73],1,0.7765,0.8525,98730-04-2,62850-32-2,51114-25-1,87674-68-8,35249-62-8,PFJJMJDEVDLPNE-UHFFFAOYSA-N,HMIBKHHNXANVHR-UHFFFAOYSA-N,BJMLEASNPFLBCM-UHFFFAOYSA-N,JLYFCTQDENRSOL-UHFFFAOYSA-N,PKRKQYZQPMFUJG-UHFFFAOYSA-N,DTXSID3029572,DTXSID5058145,DTXSID70876779,DTXSID4032376,DTXSID50188746
DTXSID0040703,2.93,[-2.48:8.34],1.09,[-6.22:8.4],1,1,0.894,98-73-7,1553-60-2,14377-19-6,32857-63-9,98-54-4,KDVYCTOWXSLNNI-UHFFFAOYSA-N,CYWFCPPBTWOZSF-UHFFFAOYSA-N,ROVMLIKBAVUPPB-UHFFFAOYSA-N,RUAYXHSDAMWEDR-UHFFFAOYSA-N,QHPQWRBYOIRBIT-UHFFFAOYSA-N,DTXSID0040703,DTXSID0044107,DTXSID50364826,DTXSID9067728,DTXSID1020221
DTXSID4059178,0.63,[-2.76:4.02],-1.26,[-6.55:4.03],1,0.6835,0.7415,98-74-8,NOCAS_875593,NOCAS_875657,433-17-0,117-80-6,JXRGUPLJCCDGKG-UHFFFAOYSA-N,ALAGWOUQBWRADW-UHFFFAOYSA-N,HGXMBIPOHYXPHZ-UHFFFAOYSA-N,SDYMYAFSQACTQP-UHFFFAOYSA-N,SVPKNMBRVBMTLB-UHFFFAOYSA-N,DTXSID4059178,DTXSID00875593,DTXSID80875657,DTXSID30195812,DTXSID7020425
DTXSID1021827,3.66,[3.59:3.73],3.66,[3.59:3.73],0,0.5,0.449,98-82-8,2038-62-2,1074-55-1,105-05-5,1074-43-7,RWGFKTVRMDUZSP-UHFFFAOYSA-N,RIIGIRHGFWXGPN-UHFFFAOYSA-N,JXFVMNFKABWTHD-UHFFFAOYSA-N,DSNHSQKRULAAEI-UHFFFAOYSA-N,QUEBYVKXYIKVSO-UHFFFAOYSA-N,DTXSID1021827,DTXSID30473006,DTXSID8061470,DTXSID4026711,DTXSID4061468
DTXSID9025661,3.48,[3.45:3.51],3.48,[3.45:3.51],0,0.5,0.486,98-83-9,100-41-4,300-57-2,4265-25-2,3454-07-7,XYLMUPLGERFSHI-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,HJWLCRVIBGQPNF-UHFFFAOYSA-N,GBGPVUAOTCNZPT-UHFFFAOYSA-N,WHFHDVDXYKOSKI-UHFFFAOYSA-N,DTXSID9025661,DTXSID3020596,DTXSID00861855,DTXSID40863353,DTXSID70188081
DTXSID1020859,1.4,[1.38:1.42],1.42,[1.4:1.44],1,1,0.789,1517-69-7|98-85-1,60-12-8,122-97-4,587-03-1,589-18-4,WAPNOHKVXSQRPX-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,VAJVDSVGBWFCLW-UHFFFAOYSA-N,JJCKHVUTVOPLBV-UHFFFAOYSA-N,KMTDMTZBNYGUNX-UHFFFAOYSA-N,DTXSID00164853|DTXSID1020859,DTXSID9026342,DTXSID6041638,DTXSID4039497,DTXSID5025574
DTXSID6021828,1.58,[1.58:1.62],1.58,[1.58:1.62],0,0.5,0.4615,98-86-2,122-78-1,529-20-4,403-42-9,455-36-7,KWOLFJPFCHCOCG-UHFFFAOYSA-N,DTUQWGWMVIHBKE-UHFFFAOYSA-N,BTFQKIATRPGRBS-UHFFFAOYSA-N,ZDPAWHACYDRYIW-UHFFFAOYSA-N,HCEKGPAHZCYRBZ-UHFFFAOYSA-N,DTXSID6021828,DTXSID3021483,DTXSID1022051,DTXSID0059952,DTXSID8073186
DTXSID0034930,1.68,[1.64:1.72],1.68,[1.64:1.72],1,0.645,0.797,98886-44-3,950-10-7,133-06-2,2600-69-3,52067-44-4,DUFVKSUJRWYZQP-UHFFFAOYSA-N,LTQSAUHRSCMPLD-UHFFFAOYSA-N,LDVVMCZRFWMZSG-UHFFFAOYSA-N,FMXFZNGITFNSAG-UHFFFAOYSA-N,DHBBVTBKLSMQJK-UHFFFAOYSA-N,DTXSID0034930,DTXSID0058221,DTXSID9020243,DTXSID4037586,DTXSID30875642
DTXSID2020929,-2.21,[-6.94:2.52],-0.7,[-7.33:5.93],1,1,0.8305,98-92-0,1453-82-3,1452-77-3,3724-16-1,39640-62-5,DFPAKSUCGFBDDF-UHFFFAOYSA-N,VFQXVTODMYMSMJ-UHFFFAOYSA-N,IBBMAWULFFBRKK-UHFFFAOYSA-N,YDHIMEXEGOCNHU-UHFFFAOYSA-N,YEALAJQPOVKTOH-UHFFFAOYSA-N,DTXSID2020929,DTXSID3020756,DTXSID4061703,DTXSID40340452,DTXSID10280735
DTXSID1021243,0.54,[-0.85:1.93],2.43,[1.04:3.82],1,0.403,0.4305,81-88-9,135062-02-1,79516-68-0,NOCAS_875426,138401-24-8,,FAEKWTJYAYMJKF-UHFFFAOYSA-N,ZCGOMHNNNFPNMX-UHFFFAOYSA-N,ZIGUVWRGYHBLHG-UHFFFAOYSA-N,KWEQEHOPDHARIA-UHFFFAOYSA-N,DTXSID6042369,DTXSID3023552,DTXSID1048548,DTXSID90875426,DTXSID20431716
DTXSID9026633,-2.89,[-2.92:-2.86],-0.99,[-1.02:-0.96],1,1,0.971,98-94-2,766-09-6,NOCAS_871318,102-69-2,121-44-8,SVYKKECYCPFKGB-UHFFFAOYSA-N,HTLZVHNRZJPSMI-UHFFFAOYSA-N,XWCCTMBMQUCLSI-UHFFFAOYSA-N,YFTHZRPMJXBUME-UHFFFAOYSA-N,ZMANZCXQSJIPKH-UHFFFAOYSA-N,DTXSID9026633,DTXSID1061102,DTXSID00871318,DTXSID9021849,DTXSID3024366
DTXSID3020964,1.85,[1.82:1.88],1.85,[1.82:1.88],0,0.5,0.469,98-95-3,1493-27-2,88-72-2,99-08-1,99-99-0,LQNUZADURLCDLV-UHFFFAOYSA-N,PWKNBLFSJAVFAB-UHFFFAOYSA-N,PLAZTCDQAHEYBI-UHFFFAOYSA-N,QZYHIOPPLUPUJF-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,DTXSID3020964,DTXSID1061730,DTXSID4025791,DTXSID5021831,DTXSID5023792
DTXSID4032615,0.2,[0.02:0.38],0.22,[0.04:0.4],1,0.653,0.5525,98967-40-9,151319-34-5,145701-23-1,NOCAS_877469,20366-86-3,RXCPQSJAVKGONC-UHFFFAOYSA-N,HUNXMJYCHXQEGX-UHFFFAOYSA-N,QZXATCCPQKOEIH-UHFFFAOYSA-N,QKAZZGOALRRZIZ-UHFFFAOYSA-N,JOKWOTYVMPTGJL-UHFFFAOYSA-N,DTXSID4032615,DTXSID5023748,DTXSID7044340,DTXSID30877469,DTXSID30366722
DTXSID1021617,1.08,[-4.32:6.48],-0.8,[-8.1:6.5],1,1,0.948,99-04-7,99-94-5,118-90-1,103-82-2,331-25-9,GPSDUZXPYCFOSQ-UHFFFAOYSA-N,LPNBBFKOUUSUDB-UHFFFAOYSA-N,ZWLPBLYKEWSWPD-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,YEAUYVGUXSZCFI-UHFFFAOYSA-N,DTXSID1021617,DTXSID6021618,DTXSID6026161,DTXSID2021656,DTXSID0059821
DTXSID5021831,2.45,[2.42:2.48],2.45,[2.42:2.48],0,0.5,0.489,99-08-1,99-99-0,88-72-2,1493-27-2,100-12-9,QZYHIOPPLUPUJF-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,PLAZTCDQAHEYBI-UHFFFAOYSA-N,PWKNBLFSJAVFAB-UHFFFAOYSA-N,RESTWAHJFMZUIZ-UHFFFAOYSA-N,DTXSID5021831,DTXSID5023792,DTXSID4025791,DTXSID1061730,DTXSID9059206
DTXSID6025725,1.37,[1.35:1.39],1.37,[1.35:1.39],1,1,0.811,99-09-2,100-01-6,99-57-0,610-81-1,119-34-6,XJCVRTZCHMZPBD-UHFFFAOYSA-N,TYMLOMAKGOJONV-UHFFFAOYSA-N,VLZVIIYRNMWPSN-UHFFFAOYSA-N,IQXUIDYRTHQTET-UHFFFAOYSA-N,WHODQVWERNSQEO-UHFFFAOYSA-N,DTXSID6025725,DTXSID8020961,DTXSID6020062,DTXSID50209864,DTXSID6020064
DTXSID9058230,1.59,[0.33:2.85],1.59,[0.33:2.85],0,0.241,0.2195,NOCAS_874116,842-00-2,36417-16-0,NOCAS_874082,74134-16-0,DVRIUAVNCKTINE-UHFFFAOYSA-N,BLQOLXMZXQXGOL-UHFFFAOYSA-N,QKBFPXINRWQPBZ-UHFFFAOYSA-N,AZYODJBJYKAWMV-UHFFFAOYSA-N,CPEJWUGAQDQTIT-UHFFFAOYSA-N,DTXSID90874116,DTXSID9020613,DTXSID60877371,DTXSID60874082,DTXSID40877692
